"EmployeeID","Stage","Score","ScoreDate"
"BLD-100818","Interview","10","2017-03-14"
"BLD-100818","Recruiting","9","2017-03-14"
"BLD-100818","Onboarding","8","2017-03-14"
"BLD-100818","Probation","8","2017-03-14"
"BLD-100819","Interview","10","2011-01-29"
"BLD-100819","Recruiting","9","2011-01-29"
"BLD-100819","Onboarding","8","2011-01-29"
"BLD-100819","Probation","8","2011-01-29"
"BLD-100820","Interview","10","2018-08-27"
"BLD-100820","Recruiting","9","2018-08-27"
"BLD-100820","Onboarding","8","2018-08-27"
"BLD-100820","Probation","8","2018-08-27"
"BLD-100821","Interview","10","2011-02-21"
"BLD-100821","Recruiting","9","2011-02-21"
"BLD-100821","Onboarding","8","2011-02-21"
"BLD-100821","Probation","8","2011-02-21"
"BLD-100822","Interview","10","2011-01-17"
"BLD-100822","Recruiting","9","2011-01-17"
"BLD-100822","Onboarding","8","2011-01-17"
"BLD-100822","Probation","8","2011-01-17"
"BLD-100823","Interview","10","2017-10-21"
"BLD-100823","Recruiting","9","2017-10-21"
"BLD-100823","Onboarding","8","2017-10-21"
"BLD-100823","Probation","8","2017-10-21"
"BLD-100824","Interview","10","2014-06-09"
"BLD-100824","Recruiting","9","2014-06-09"
"BLD-100824","Onboarding","8","2014-06-09"
"BLD-100824","Probation","8","2014-06-09"
"BLD-100825","Interview","10","2021-10-28"
"BLD-100825","Recruiting","9","2021-10-28"
"BLD-100825","Onboarding","8","2021-10-28"
"BLD-100825","Probation","8","2021-10-28"
"BLD-100826","Interview","10","2022-06-07"
"BLD-100826","Recruiting","9","2022-06-07"
"BLD-100826","Onboarding","8","2022-06-07"
"BLD-100826","Probation","8","2022-06-07"
"BLD-100827","Interview","10","2017-03-05"
"BLD-100827","Recruiting","9","2017-03-05"
"BLD-100827","Onboarding","8","2017-03-05"
"BLD-100827","Probation","8","2017-03-05"
"BLD-100828","Interview","10","2020-12-20"
"BLD-100828","Recruiting","9","2020-12-20"
"BLD-100828","Onboarding","8","2020-12-20"
"BLD-100828","Probation","8","2020-12-20"
"BLD-100829","Interview","10","2022-02-01"
"BLD-100829","Recruiting","9","2022-02-01"
"BLD-100829","Onboarding","8","2022-02-01"
"BLD-100829","Probation","8","2022-02-01"
"BLD-100830","Interview","10","2013-01-24"
"BLD-100830","Recruiting","9","2013-01-24"
"BLD-100830","Onboarding","8","2013-01-24"
"BLD-100830","Probation","8","2013-01-24"
"BLD-100831","Interview","10","2017-08-11"
"BLD-100831","Recruiting","9","2017-08-11"
"BLD-100831","Onboarding","8","2017-08-11"
"BLD-100831","Probation","8","2017-08-11"
"BLD-100832","Interview","10","2022-01-05"
"BLD-100832","Recruiting","9","2022-01-05"
"BLD-100832","Onboarding","8","2022-01-05"
"BLD-100832","Probation","8","2022-01-05"
"BLD-100833","Interview","10","2018-04-02"
"BLD-100833","Recruiting","9","2018-04-02"
"BLD-100833","Onboarding","8","2018-04-02"
"BLD-100833","Probation","8","2018-04-02"
"BLD-100834","Interview","10","2022-05-21"
"BLD-100834","Recruiting","9","2022-05-21"
"BLD-100834","Onboarding","8","2022-05-21"
"BLD-100834","Probation","8","2022-05-21"
"BLD-100835","Interview","10","2015-12-02"
"BLD-100835","Recruiting","9","2015-12-02"
"BLD-100835","Onboarding","8","2015-12-02"
"BLD-100835","Probation","8","2015-12-02"
"BLD-100836","Interview","10","2012-03-21"
"BLD-100836","Recruiting","9","2012-03-21"
"BLD-100836","Onboarding","8","2012-03-21"
"BLD-100836","Probation","8","2012-03-21"
"BLD-100837","Interview","10","2021-04-18"
"BLD-100837","Recruiting","9","2021-04-18"
"BLD-100837","Onboarding","8","2021-04-18"
"BLD-100837","Probation","8","2021-04-18"
"BLD-100838","Interview","10","2021-11-08"
"BLD-100838","Recruiting","9","2021-11-08"
"BLD-100838","Onboarding","8","2021-11-08"
"BLD-100838","Probation","8","2021-11-08"
"BLD-100839","Interview","10","2018-12-02"
"BLD-100839","Recruiting","9","2018-12-02"
"BLD-100839","Onboarding","8","2018-12-02"
"BLD-100839","Probation","8","2018-12-02"
"BLD-100840","Interview","10","2020-05-05"
"BLD-100840","Recruiting","9","2020-05-05"
"BLD-100840","Onboarding","8","2020-05-05"
"BLD-100840","Probation","8","2020-05-05"
"BLD-100841","Interview","10","2011-05-14"
"BLD-100841","Recruiting","9","2011-05-14"
"BLD-100841","Onboarding","8","2011-05-14"
"BLD-100841","Probation","8","2011-05-14"
"BLD-100842","Interview","10","2017-04-22"
"BLD-100842","Recruiting","9","2017-04-22"
"BLD-100842","Onboarding","8","2017-04-22"
"BLD-100842","Probation","8","2017-04-22"
"BLD-100843","Interview","10","2018-09-10"
"BLD-100843","Recruiting","9","2018-09-10"
"BLD-100843","Onboarding","8","2018-09-10"
"BLD-100843","Probation","8","2018-09-10"
"BLD-100844","Interview","10","2011-01-15"
"BLD-100844","Recruiting","9","2011-01-15"
"BLD-100844","Onboarding","8","2011-01-15"
"BLD-100844","Probation","8","2011-01-15"
"BLD-100845","Interview","10","2017-12-05"
"BLD-100845","Recruiting","9","2017-12-05"
"BLD-100845","Onboarding","8","2017-12-05"
"BLD-100845","Probation","8","2017-12-05"
"BLD-100846","Interview","10","2020-07-19"
"BLD-100846","Recruiting","9","2020-07-19"
"BLD-100846","Onboarding","8","2020-07-19"
"BLD-100846","Probation","8","2020-07-19"
"BLD-100847","Interview","10","2020-12-29"
"BLD-100847","Recruiting","9","2020-12-29"
"BLD-100847","Onboarding","8","2020-12-29"
"BLD-100847","Probation","8","2020-12-29"
"BLD-100848","Interview","10","2021-01-15"
"BLD-100848","Recruiting","9","2021-01-15"
"BLD-100848","Onboarding","8","2021-01-15"
"BLD-100848","Probation","8","2021-01-15"
"BLD-100849","Interview","10","2016-08-06"
"BLD-100849","Recruiting","9","2016-08-06"
"BLD-100849","Onboarding","8","2016-08-06"
"BLD-100849","Probation","8","2016-08-06"
"BLD-100850","Interview","10","2022-05-02"
"BLD-100850","Recruiting","9","2022-05-02"
"BLD-100850","Onboarding","8","2022-05-02"
"BLD-100850","Probation","8","2022-05-02"
"BLD-100851","Interview","10","2015-04-26"
"BLD-100851","Recruiting","9","2015-04-26"
"BLD-100851","Onboarding","8","2015-04-26"
"BLD-100851","Probation","8","2015-04-26"
"BLD-100852","Interview","10","2022-01-30"
"BLD-100852","Recruiting","9","2022-01-30"
"BLD-100852","Onboarding","8","2022-01-30"
"BLD-100852","Probation","8","2022-01-30"
"BLD-100853","Interview","10","2017-08-22"
"BLD-100853","Recruiting","9","2017-08-22"
"BLD-100853","Onboarding","8","2017-08-22"
"BLD-100853","Probation","8","2017-08-22"
"BLD-100854","Interview","10","2019-02-18"
"BLD-100854","Recruiting","9","2019-02-18"
"BLD-100854","Onboarding","8","2019-02-18"
"BLD-100854","Probation","8","2019-02-18"
"BLD-100855","Interview","10","2019-06-03"
"BLD-100855","Recruiting","9","2019-06-03"
"BLD-100855","Onboarding","8","2019-06-03"
"BLD-100855","Probation","8","2019-06-03"
"BLD-100856","Interview","10","2021-07-14"
"BLD-100856","Recruiting","9","2021-07-14"
"BLD-100856","Onboarding","8","2021-07-14"
"BLD-100856","Probation","8","2021-07-14"
"BLD-100857","Interview","10","2021-03-31"
"BLD-100857","Recruiting","9","2021-03-31"
"BLD-100857","Onboarding","8","2021-03-31"
"BLD-100857","Probation","8","2021-03-31"
"BLD-100858","Interview","10","2022-01-14"
"BLD-100858","Recruiting","9","2022-01-14"
"BLD-100858","Onboarding","8","2022-01-14"
"BLD-100858","Probation","8","2022-01-14"
"BLD-100859","Interview","10","2016-09-26"
"BLD-100859","Recruiting","9","2016-09-26"
"BLD-100859","Onboarding","8","2016-09-26"
"BLD-100859","Probation","8","2016-09-26"
"BLD-100860","Interview","10","2010-06-05"
"BLD-100860","Recruiting","9","2010-06-05"
"BLD-100860","Onboarding","8","2010-06-05"
"BLD-100860","Probation","8","2010-06-05"
"BLD-100861","Interview","10","2010-02-03"
"BLD-100861","Recruiting","9","2010-02-03"
"BLD-100861","Onboarding","8","2010-02-03"
"BLD-100861","Probation","8","2010-02-03"
"BLD-100862","Interview","10","2011-10-28"
"BLD-100862","Recruiting","9","2011-10-28"
"BLD-100862","Onboarding","8","2011-10-28"
"BLD-100862","Probation","8","2011-10-28"
"BLD-100863","Interview","10","2021-07-05"
"BLD-100863","Recruiting","9","2021-07-05"
"BLD-100863","Onboarding","8","2021-07-05"
"BLD-100863","Probation","8","2021-07-05"
"BLD-100864","Interview","10","2010-03-09"
"BLD-100864","Recruiting","9","2010-03-09"
"BLD-100864","Onboarding","8","2010-03-09"
"BLD-100864","Probation","8","2010-03-09"
"BLD-100865","Interview","10","2021-12-08"
"BLD-100865","Recruiting","9","2021-12-08"
"BLD-100865","Onboarding","8","2021-12-08"
"BLD-100865","Probation","8","2021-12-08"
"BLD-100866","Interview","10","2018-07-11"
"BLD-100866","Recruiting","9","2018-07-11"
"BLD-100866","Onboarding","8","2018-07-11"
"BLD-100866","Probation","8","2018-07-11"
"BLD-100867","Interview","10","2010-04-08"
"BLD-100867","Recruiting","9","2010-04-08"
"BLD-100867","Onboarding","8","2010-04-08"
"BLD-100867","Probation","8","2010-04-08"
"BLD-100868","Interview","10","2012-11-23"
"BLD-100868","Recruiting","9","2012-11-23"
"BLD-100868","Onboarding","8","2012-11-23"
"BLD-100868","Probation","8","2012-11-23"
"BLD-100869","Interview","10","2013-09-01"
"BLD-100869","Recruiting","9","2013-09-01"
"BLD-100869","Onboarding","8","2013-09-01"
"BLD-100869","Probation","8","2013-09-01"
"BLD-100870","Interview","10","2022-01-24"
"BLD-100870","Recruiting","9","2022-01-24"
"BLD-100870","Onboarding","8","2022-01-24"
"BLD-100870","Probation","8","2022-01-24"
"BLD-100871","Interview","10","2011-08-04"
"BLD-100871","Recruiting","9","2011-08-04"
"BLD-100871","Onboarding","8","2011-08-04"
"BLD-100871","Probation","8","2011-08-04"
"BLD-100872","Interview","10","2014-02-14"
"BLD-100872","Recruiting","9","2014-02-14"
"BLD-100872","Onboarding","8","2014-02-14"
"BLD-100872","Probation","8","2014-02-14"
"BLD-100873","Interview","10","2014-12-29"
"BLD-100873","Recruiting","9","2014-12-29"
"BLD-100873","Onboarding","8","2014-12-29"
"BLD-100873","Probation","8","2014-12-29"
"BLD-100874","Interview","10","2021-03-27"
"BLD-100874","Recruiting","9","2021-03-27"
"BLD-100874","Onboarding","8","2021-03-27"
"BLD-100874","Probation","8","2021-03-27"
"BLD-100875","Interview","10","2016-04-11"
"BLD-100875","Recruiting","9","2016-04-11"
"BLD-100875","Onboarding","8","2016-04-11"
"BLD-100875","Probation","8","2016-04-11"
"BLD-100876","Interview","10","2022-08-12"
"BLD-100876","Recruiting","9","2022-08-12"
"BLD-100876","Onboarding","8","2022-08-12"
"BLD-100876","Probation","8","2022-08-12"
"BLD-100877","Interview","10","2017-05-03"
"BLD-100877","Recruiting","9","2017-05-03"
"BLD-100877","Onboarding","8","2017-05-03"
"BLD-100877","Probation","8","2017-05-03"
"BLD-100878","Interview","10","2016-04-03"
"BLD-100878","Recruiting","9","2016-04-03"
"BLD-100878","Onboarding","8","2016-04-03"
"BLD-100878","Probation","8","2016-04-03"
"BLD-100879","Interview","10","2014-07-02"
"BLD-100879","Recruiting","9","2014-07-02"
"BLD-100879","Onboarding","8","2014-07-02"
"BLD-100879","Probation","8","2014-07-02"
"BLD-100880","Interview","10","2014-12-04"
"BLD-100880","Recruiting","9","2014-12-04"
"BLD-100880","Onboarding","8","2014-12-04"
"BLD-100880","Probation","8","2014-12-04"
"BLD-100881","Interview","10","2017-06-20"
"BLD-100881","Recruiting","9","2017-06-20"
"BLD-100881","Onboarding","8","2017-06-20"
"BLD-100881","Probation","8","2017-06-20"
"BLD-100882","Interview","10","2020-05-24"
"BLD-100882","Recruiting","9","2020-05-24"
"BLD-100882","Onboarding","8","2020-05-24"
"BLD-100882","Probation","8","2020-05-24"
"BLD-100883","Interview","10","2017-05-17"
"BLD-100883","Recruiting","9","2017-05-17"
"BLD-100883","Onboarding","8","2017-05-17"
"BLD-100883","Probation","8","2017-05-17"
"BLD-100884","Interview","10","2021-02-11"
"BLD-100884","Recruiting","9","2021-02-11"
"BLD-100884","Onboarding","8","2021-02-11"
"BLD-100884","Probation","8","2021-02-11"
"BLD-100885","Interview","10","2016-12-17"
"BLD-100885","Recruiting","9","2016-12-17"
"BLD-100885","Onboarding","8","2016-12-17"
"BLD-100885","Probation","8","2016-12-17"
"BLD-100886","Interview","10","2013-06-06"
"BLD-100886","Recruiting","9","2013-06-06"
"BLD-100886","Onboarding","8","2013-06-06"
"BLD-100886","Probation","8","2013-06-06"
"BLD-100887","Interview","10","2013-06-09"
"BLD-100887","Recruiting","9","2013-06-09"
"BLD-100887","Onboarding","8","2013-06-09"
"BLD-100887","Probation","8","2013-06-09"
"BLD-100888","Interview","10","2010-03-23"
"BLD-100888","Recruiting","9","2010-03-23"
"BLD-100888","Onboarding","8","2010-03-23"
"BLD-100888","Probation","8","2010-03-23"
"BLD-100889","Interview","10","2020-02-18"
"BLD-100889","Recruiting","9","2020-02-18"
"BLD-100889","Onboarding","8","2020-02-18"
"BLD-100889","Probation","8","2020-02-18"
"BLD-100890","Interview","10","2016-01-04"
"BLD-100890","Recruiting","9","2016-01-04"
"BLD-100890","Onboarding","8","2016-01-04"
"BLD-100890","Probation","8","2016-01-04"
"BLD-100891","Interview","10","2010-11-10"
"BLD-100891","Recruiting","9","2010-11-10"
"BLD-100891","Onboarding","8","2010-11-10"
"BLD-100891","Probation","8","2010-11-10"
"BLD-100892","Interview","10","2020-07-21"
"BLD-100892","Recruiting","9","2020-07-21"
"BLD-100892","Onboarding","8","2020-07-21"
"BLD-100892","Probation","8","2020-07-21"
"BLD-100893","Interview","10","2015-10-15"
"BLD-100893","Recruiting","9","2015-10-15"
"BLD-100893","Onboarding","8","2015-10-15"
"BLD-100893","Probation","8","2015-10-15"
"BLD-100894","Interview","10","2011-11-29"
"BLD-100894","Recruiting","9","2011-11-29"
"BLD-100894","Onboarding","8","2011-11-29"
"BLD-100894","Probation","8","2011-11-29"
"BLD-100895","Interview","10","2013-04-11"
"BLD-100895","Recruiting","9","2013-04-11"
"BLD-100895","Onboarding","8","2013-04-11"
"BLD-100895","Probation","8","2013-04-11"
"BLD-100896","Interview","10","2011-11-03"
"BLD-100896","Recruiting","9","2011-11-03"
"BLD-100896","Onboarding","8","2011-11-03"
"BLD-100896","Probation","8","2011-11-03"
"BLD-100897","Interview","10","2017-03-09"
"BLD-100897","Recruiting","9","2017-03-09"
"BLD-100897","Onboarding","8","2017-03-09"
"BLD-100897","Probation","8","2017-03-09"
"BLD-100898","Interview","10","2016-11-24"
"BLD-100898","Recruiting","9","2016-11-24"
"BLD-100898","Onboarding","8","2016-11-24"
"BLD-100898","Probation","8","2016-11-24"
"BLD-100899","Interview","10","2013-05-22"
"BLD-100899","Recruiting","9","2013-05-22"
"BLD-100899","Onboarding","8","2013-05-22"
"BLD-100899","Probation","8","2013-05-22"
"BLD-100900","Interview","10","2016-10-11"
"BLD-100900","Recruiting","9","2016-10-11"
"BLD-100900","Onboarding","8","2016-10-11"
"BLD-100900","Probation","8","2016-10-11"
"BLD-100901","Interview","10","2019-10-04"
"BLD-100901","Recruiting","9","2019-10-04"
"BLD-100901","Onboarding","8","2019-10-04"
"BLD-100901","Probation","8","2019-10-04"
"BLD-100902","Interview","10","2019-09-30"
"BLD-100902","Recruiting","9","2019-09-30"
"BLD-100902","Onboarding","8","2019-09-30"
"BLD-100902","Probation","8","2019-09-30"
"BLD-100903","Interview","10","2013-04-07"
"BLD-100903","Recruiting","9","2013-04-07"
"BLD-100903","Onboarding","8","2013-04-07"
"BLD-100903","Probation","8","2013-04-07"
"BLD-100904","Interview","10","2016-05-25"
"BLD-100904","Recruiting","9","2016-05-25"
"BLD-100904","Onboarding","8","2016-05-25"
"BLD-100904","Probation","8","2016-05-25"
"BLD-100905","Interview","10","2021-09-08"
"BLD-100905","Recruiting","9","2021-09-08"
"BLD-100905","Onboarding","8","2021-09-08"
"BLD-100905","Probation","8","2021-09-08"
"BLD-100906","Interview","10","2021-12-17"
"BLD-100906","Recruiting","9","2021-12-17"
"BLD-100906","Onboarding","8","2021-12-17"
"BLD-100906","Probation","8","2021-12-17"
"BLD-100907","Interview","10","2022-08-13"
"BLD-100907","Recruiting","9","2022-08-13"
"BLD-100907","Onboarding","8","2022-08-13"
"BLD-100907","Probation","8","2022-08-13"
"BLD-100908","Interview","10","2020-03-16"
"BLD-100908","Recruiting","9","2020-03-16"
"BLD-100908","Onboarding","8","2020-03-16"
"BLD-100908","Probation","8","2020-03-16"
"BLD-100909","Interview","10","2014-11-28"
"BLD-100909","Recruiting","9","2014-11-28"
"BLD-100909","Onboarding","8","2014-11-28"
"BLD-100909","Probation","8","2014-11-28"
"BLD-100910","Interview","10","2015-03-11"
"BLD-100910","Recruiting","9","2015-03-11"
"BLD-100910","Onboarding","8","2015-03-11"
"BLD-100910","Probation","8","2015-03-11"
"BLD-100911","Interview","10","2017-12-06"
"BLD-100911","Recruiting","9","2017-12-06"
"BLD-100911","Onboarding","8","2017-12-06"
"BLD-100911","Probation","8","2017-12-06"
"BLD-100912","Interview","10","2010-02-22"
"BLD-100912","Recruiting","9","2010-02-22"
"BLD-100912","Onboarding","8","2010-02-22"
"BLD-100912","Probation","8","2010-02-22"
"BLD-100913","Interview","10","2013-09-26"
"BLD-100913","Recruiting","9","2013-09-26"
"BLD-100913","Onboarding","8","2013-09-26"
"BLD-100913","Probation","8","2013-09-26"
"BLD-100914","Interview","10","2014-11-08"
"BLD-100914","Recruiting","9","2014-11-08"
"BLD-100914","Onboarding","8","2014-11-08"
"BLD-100914","Probation","8","2014-11-08"
"BLD-100915","Interview","10","2022-07-03"
"BLD-100915","Recruiting","9","2022-07-03"
"BLD-100915","Onboarding","8","2022-07-03"
"BLD-100915","Probation","8","2022-07-03"
"BLD-100916","Interview","10","2017-09-20"
"BLD-100916","Recruiting","9","2017-09-20"
"BLD-100916","Onboarding","8","2017-09-20"
"BLD-100916","Probation","8","2017-09-20"
"BLD-100917","Interview","10","2016-07-14"
"BLD-100917","Recruiting","9","2016-07-14"
"BLD-100917","Onboarding","8","2016-07-14"
"BLD-100917","Probation","8","2016-07-14"
"BLD-100918","Interview","10","2014-08-19"
"BLD-100918","Recruiting","9","2014-08-19"
"BLD-100918","Onboarding","8","2014-08-19"
"BLD-100918","Probation","8","2014-08-19"
"BLD-100919","Interview","10","2011-02-14"
"BLD-100919","Recruiting","9","2011-02-14"
"BLD-100919","Onboarding","8","2011-02-14"
"BLD-100919","Probation","8","2011-02-14"
"BLD-100920","Interview","10","2013-04-23"
"BLD-100920","Recruiting","9","2013-04-23"
"BLD-100920","Onboarding","8","2013-04-23"
"BLD-100920","Probation","8","2013-04-23"
"BLD-100921","Interview","10","2014-04-10"
"BLD-100921","Recruiting","9","2014-04-10"
"BLD-100921","Onboarding","8","2014-04-10"
"BLD-100921","Probation","8","2014-04-10"
"BLD-100922","Interview","10","2018-09-18"
"BLD-100922","Recruiting","9","2018-09-18"
"BLD-100922","Onboarding","8","2018-09-18"
"BLD-100922","Probation","8","2018-09-18"
"BLD-100923","Interview","10","2019-03-24"
"BLD-100923","Recruiting","9","2019-03-24"
"BLD-100923","Onboarding","8","2019-03-24"
"BLD-100923","Probation","8","2019-03-24"
"BLD-100924","Interview","10","2017-03-07"
"BLD-100924","Recruiting","9","2017-03-07"
"BLD-100924","Onboarding","8","2017-03-07"
"BLD-100924","Probation","8","2017-03-07"
"BLD-100925","Interview","10","2016-10-18"
"BLD-100925","Recruiting","9","2016-10-18"
"BLD-100925","Onboarding","8","2016-10-18"
"BLD-100925","Probation","8","2016-10-18"
"BLD-100926","Interview","10","2019-12-15"
"BLD-100926","Recruiting","9","2019-12-15"
"BLD-100926","Onboarding","8","2019-12-15"
"BLD-100926","Probation","8","2019-12-15"
"BLD-100927","Interview","10","2014-07-10"
"BLD-100927","Recruiting","9","2014-07-10"
"BLD-100927","Onboarding","8","2014-07-10"
"BLD-100927","Probation","8","2014-07-10"
"BLD-100928","Interview","10","2011-09-09"
"BLD-100928","Recruiting","9","2011-09-09"
"BLD-100928","Onboarding","8","2011-09-09"
"BLD-100928","Probation","8","2011-09-09"
"BLD-100929","Interview","10","2021-09-03"
"BLD-100929","Recruiting","9","2021-09-03"
"BLD-100929","Onboarding","8","2021-09-03"
"BLD-100929","Probation","8","2021-09-03"
"BLD-100930","Interview","10","2017-01-02"
"BLD-100930","Recruiting","9","2017-01-02"
"BLD-100930","Onboarding","8","2017-01-02"
"BLD-100930","Probation","8","2017-01-02"
"BLD-100931","Interview","10","2013-07-18"
"BLD-100931","Recruiting","9","2013-07-18"
"BLD-100931","Onboarding","8","2013-07-18"
"BLD-100931","Probation","8","2013-07-18"
"BLD-100932","Interview","10","2012-11-13"
"BLD-100932","Recruiting","9","2012-11-13"
"BLD-100932","Onboarding","8","2012-11-13"
"BLD-100932","Probation","8","2012-11-13"
"BLD-100933","Interview","10","2011-07-18"
"BLD-100933","Recruiting","9","2011-07-18"
"BLD-100933","Onboarding","8","2011-07-18"
"BLD-100933","Probation","8","2011-07-18"
"BLD-100934","Interview","10","2013-09-29"
"BLD-100934","Recruiting","9","2013-09-29"
"BLD-100934","Onboarding","8","2013-09-29"
"BLD-100934","Probation","8","2013-09-29"
"BLD-100935","Interview","10","2011-06-06"
"BLD-100935","Recruiting","9","2011-06-06"
"BLD-100935","Onboarding","8","2011-06-06"
"BLD-100935","Probation","8","2011-06-06"
"BLD-100936","Interview","10","2014-01-22"
"BLD-100936","Recruiting","9","2014-01-22"
"BLD-100936","Onboarding","8","2014-01-22"
"BLD-100936","Probation","8","2014-01-22"
"BLD-100937","Interview","10","2018-03-24"
"BLD-100937","Recruiting","9","2018-03-24"
"BLD-100937","Onboarding","8","2018-03-24"
"BLD-100937","Probation","8","2018-03-24"
"BLD-100938","Interview","10","2015-03-19"
"BLD-100938","Recruiting","9","2015-03-19"
"BLD-100938","Onboarding","8","2015-03-19"
"BLD-100938","Probation","8","2015-03-19"
"BLD-100939","Interview","10","2014-01-09"
"BLD-100939","Recruiting","9","2014-01-09"
"BLD-100939","Onboarding","8","2014-01-09"
"BLD-100939","Probation","8","2014-01-09"
"BLD-100940","Interview","10","2016-03-06"
"BLD-100940","Recruiting","9","2016-03-06"
"BLD-100940","Onboarding","8","2016-03-06"
"BLD-100940","Probation","8","2016-03-06"
"BLD-100941","Interview","10","2021-05-25"
"BLD-100941","Recruiting","9","2021-05-25"
"BLD-100941","Onboarding","8","2021-05-25"
"BLD-100941","Probation","8","2021-05-25"
"BLD-100942","Interview","10","2014-12-29"
"BLD-100942","Recruiting","9","2014-12-29"
"BLD-100942","Onboarding","8","2014-12-29"
"BLD-100942","Probation","8","2014-12-29"
"BLD-100943","Interview","10","2019-08-04"
"BLD-100943","Recruiting","9","2019-08-04"
"BLD-100943","Onboarding","8","2019-08-04"
"BLD-100943","Probation","8","2019-08-04"
"BLD-100944","Interview","10","2016-01-13"
"BLD-100944","Recruiting","9","2016-01-13"
"BLD-100944","Onboarding","8","2016-01-13"
"BLD-100944","Probation","8","2016-01-13"
"BLD-100945","Interview","10","2013-02-02"
"BLD-100945","Recruiting","9","2013-02-02"
"BLD-100945","Onboarding","8","2013-02-02"
"BLD-100945","Probation","8","2013-02-02"
"BLD-100946","Interview","10","2010-04-19"
"BLD-100946","Recruiting","9","2010-04-19"
"BLD-100946","Onboarding","8","2010-04-19"
"BLD-100946","Probation","8","2010-04-19"
"BLD-100947","Interview","10","2014-07-29"
"BLD-100947","Recruiting","9","2014-07-29"
"BLD-100947","Onboarding","8","2014-07-29"
"BLD-100947","Probation","8","2014-07-29"
"BLD-100948","Interview","10","2011-10-14"
"BLD-100948","Recruiting","9","2011-10-14"
"BLD-100948","Onboarding","8","2011-10-14"
"BLD-100948","Probation","8","2011-10-14"
"BLD-100949","Interview","10","2017-11-28"
"BLD-100949","Recruiting","9","2017-11-28"
"BLD-100949","Onboarding","8","2017-11-28"
"BLD-100949","Probation","8","2017-11-28"
"BLD-100950","Interview","10","2013-09-13"
"BLD-100950","Recruiting","9","2013-09-13"
"BLD-100950","Onboarding","8","2013-09-13"
"BLD-100950","Probation","8","2013-09-13"
"BLD-100951","Interview","10","2010-04-08"
"BLD-100951","Recruiting","9","2010-04-08"
"BLD-100951","Onboarding","8","2010-04-08"
"BLD-100951","Probation","8","2010-04-08"
"BLD-100952","Interview","10","2020-03-01"
"BLD-100952","Recruiting","9","2020-03-01"
"BLD-100952","Onboarding","8","2020-03-01"
"BLD-100952","Probation","8","2020-03-01"
"BLD-100953","Interview","10","2018-08-12"
"BLD-100953","Recruiting","9","2018-08-12"
"BLD-100953","Onboarding","8","2018-08-12"
"BLD-100953","Probation","8","2018-08-12"
"BLD-100954","Interview","10","2014-05-01"
"BLD-100954","Recruiting","9","2014-05-01"
"BLD-100954","Onboarding","8","2014-05-01"
"BLD-100954","Probation","8","2014-05-01"
"BLD-100955","Interview","10","2011-02-14"
"BLD-100955","Recruiting","9","2011-02-14"
"BLD-100955","Onboarding","8","2011-02-14"
"BLD-100955","Probation","8","2011-02-14"
"BLD-100956","Interview","10","2013-11-23"
"BLD-100956","Recruiting","9","2013-11-23"
"BLD-100956","Onboarding","8","2013-11-23"
"BLD-100956","Probation","8","2013-11-23"
"BLD-100957","Interview","10","2018-10-15"
"BLD-100957","Recruiting","9","2018-10-15"
"BLD-100957","Onboarding","8","2018-10-15"
"BLD-100957","Probation","8","2018-10-15"
"BLD-100958","Interview","10","2018-04-13"
"BLD-100958","Recruiting","9","2018-04-13"
"BLD-100958","Onboarding","8","2018-04-13"
"BLD-100958","Probation","8","2018-04-13"
"BLD-100959","Interview","10","2016-11-26"
"BLD-100959","Recruiting","9","2016-11-26"
"BLD-100959","Onboarding","8","2016-11-26"
"BLD-100959","Probation","8","2016-11-26"
"BLD-100960","Interview","10","2011-09-13"
"BLD-100960","Recruiting","9","2011-09-13"
"BLD-100960","Onboarding","8","2011-09-13"
"BLD-100960","Probation","8","2011-09-13"
"BLD-100961","Interview","10","2019-09-16"
"BLD-100961","Recruiting","9","2019-09-16"
"BLD-100961","Onboarding","8","2019-09-16"
"BLD-100961","Probation","8","2019-09-16"
"BLD-100962","Interview","10","2013-03-18"
"BLD-100962","Recruiting","9","2013-03-18"
"BLD-100962","Onboarding","8","2013-03-18"
"BLD-100962","Probation","8","2013-03-18"
"BLD-100963","Interview","10","2021-08-09"
"BLD-100963","Recruiting","9","2021-08-09"
"BLD-100963","Onboarding","8","2021-08-09"
"BLD-100963","Probation","8","2021-08-09"
"BLD-100964","Interview","10","2012-02-21"
"BLD-100964","Recruiting","9","2012-02-21"
"BLD-100964","Onboarding","8","2012-02-21"
"BLD-100964","Probation","8","2012-02-21"
"BLD-100965","Interview","10","2011-07-08"
"BLD-100965","Recruiting","9","2011-07-08"
"BLD-100965","Onboarding","8","2011-07-08"
"BLD-100965","Probation","8","2011-07-08"
"BLD-100966","Interview","10","2011-03-08"
"BLD-100966","Recruiting","9","2011-03-08"
"BLD-100966","Onboarding","8","2011-03-08"
"BLD-100966","Probation","8","2011-03-08"
"BLD-100967","Interview","10","2017-09-03"
"BLD-100967","Recruiting","9","2017-09-03"
"BLD-100967","Onboarding","8","2017-09-03"
"BLD-100967","Probation","8","2017-09-03"
"BLD-100968","Interview","10","2018-10-14"
"BLD-100968","Recruiting","9","2018-10-14"
"BLD-100968","Onboarding","8","2018-10-14"
"BLD-100968","Probation","8","2018-10-14"
"BLD-100969","Interview","10","2011-04-17"
"BLD-100969","Recruiting","9","2011-04-17"
"BLD-100969","Onboarding","8","2011-04-17"
