"employee_id","performance_cycle","goal_score","competency_score","overall_rating","rating_date","manager_rating","calibration_rating","promotion_recommendation"
"BLD-100671","2023 Annual","2.4","2.6","Meets Expectations","2023-12-15","Meets Expectations","Meets Expectations","No"
"BLD-100671","2024 Annual","3.2","3.7","Exceeds Expectations","2024-12-28","Exceeds Expectations","Exceeds Expectations","No"
"BLD-100672","2023 Annual","4.4","3.7","Exceeds Expectations","2023-12-17","Exceeds Expectations","Exceeds Expectations","Yes"
"BLD-100672","2024 Annual","2.7","2.9","Meets Expectations","2024-12-19","Meets Expectations","Meets Expectations","No"
"BLD-100672","2025 Annual","2.5","3.6","Meets Expectations","2025-12-24","Meets Expectations","Meets Expectations","No"
"BLD-100673","2023 Annual","3","2.6","Meets Expectations","2023-12-10","Meets Expectations","Meets Expectations","No"
"BLD-100673","2024 Annual","2.7","3.1","Meets Expectations","2024-12-13","Meets Expectations","Meets Expectations","No"
"BLD-100673","2025 Annual","2.6","3.2","Meets Some Expectations","2025-12-16","Meets Some Expectations","Meets Some Expectations","No"
"BLD-100674","2023 Annual","2.8","2.9","Meets Expectations","2023-12-18","Meets Expectations","Meets Expectations","No"
"BLD-100674","2024 Annual","2.8","3.1","Meets Expectations","2024-12-23","Meets Expectations","Meets Expectations","No"
"BLD-100674","2025 Annual","4.8","4.1","Exceptional","2025-12-26","Meets Expectations","Exceptional","No"
"BLD-100675","2023 Annual","3.3","2.9","Meets Expectations","2023-12-26","Meets Expectations","Meets Expectations","No"
"BLD-100675","2024 Annual","3.2","2.7","Meets Expectations","2024-12-19","Meets Expectations","Meets Expectations","No"
"BLD-100675","2025 Annual","2.9","3.2","Meets Expectations","2025-12-14","Meets Expectations","Meets Expectations","No"
"BLD-100676","2023 Annual","4.1","2.9","Exceeds Expectations","2023-12-16","Exceeds Expectations","Exceeds Expectations","Yes"
"BLD-100676","2024 Annual","3","3.3","Exceeds Expectations","2024-12-24","Exceeds Expectations","Exceeds Expectations","No"
"BLD-100676","2025 Annual","3.2","3.8","Meets Expectations","2025-12-18","Exceptional","Meets Expectations","No"
"BLD-100677","2023 Annual","2","2.2","Meets Some Expectations","2023-12-13","Meets Some Expectations","Meets Some Expectations","No"
"BLD-100677","2024 Annual","3.8","3.1","Exceeds Expectations","2024-12-19","Exceeds Expectations","Exceeds Expectations","Yes"
"BLD-100677","2025 Annual","2","2.5","Below Expectations","2025-12-20","Below Expectations","Below Expectations","No"
"BLD-100678","2023 Annual","2.6","3","Meets Expectations","2023-12-26","Meets Expectations","Meets Expectations","No"
"BLD-100678","2024 Annual","3.7","3.7","Exceptional","2024-12-28","Exceptional","Exceptional","No"
"BLD-100678","2025 Annual","2.4","2.9","Meets Expectations","2025-12-22","Meets Expectations","Meets Expectations","No"
"BLD-100679","2023 Annual","2.3","2.4","Meets Some Expectations","2023-12-16","Meets Some Expectations","Meets Some Expectations","No"
"BLD-100679","2024 Annual","3.6","3.2","Meets Expectations","2024-12-17","Meets Some Expectations","Meets Expectations","No"
"BLD-100679","2025 Annual","2.8","3.3","Meets Expectations","2025-12-26","Meets Expectations","Meets Expectations","No"
"BLD-100680","2023 Annual","4.5","3.9","Exceptional","2023-12-27","Exceptional","Exceptional","Yes"
"BLD-100681","2023 Annual","3","2.8","Meets Expectations","2023-12-13","Meets Expectations","Meets Expectations","No"
"BLD-100681","2024 Annual","3.2","2.7","Meets Expectations","2024-12-27","Meets Expectations","Meets Expectations","No"
"BLD-100682","2023 Annual","3.5","2.1","Meets Expectations","2023-12-23","Meets Expectations","Meets Expectations","No"
"BLD-100683","2023 Annual","3.1","3.2","Meets Expectations","2023-12-23","Meets Expectations","Meets Expectations","No"
"BLD-100683","2024 Annual","3.2","3.7","Meets Expectations","2024-12-10","Meets Expectations","Meets Expectations","No"
"BLD-100683","2025 Annual","3.4","2.3","Meets Expectations","2025-12-21","Meets Expectations","Meets Expectations","No"
"BLD-100684","2023 Annual","3","3.4","Meets Expectations","2023-12-24","Meets Expectations","Meets Expectations","No"
"BLD-100684","2024 Annual","3.6","3.2","Meets Expectations","2024-12-23","Meets Expectations","Meets Expectations","No"
"BLD-100685","2023 Annual","3.7","3.5","Exceeds Expectations","2023-12-28","Exceeds Expectations","Exceeds Expectations","No"
"BLD-100685","2024 Annual","3.5","2.1","Meets Expectations","2024-12-21","Meets Expectations","Meets Expectations","No"
"BLD-100685","2025 Annual","3.1","3.5","Meets Expectations","2025-12-10","Meets Expectations","Meets Expectations","No"
"BLD-100687","2023 Annual","3.9","3.7","Exceeds Expectations","2023-12-12","Exceeds Expectations","Exceeds Expectations","No"
"BLD-100687","2024 Annual","3","2.6","Meets Expectations","2024-12-11","Meets Expectations","Meets Expectations","No"
"BLD-100687","2025 Annual","3.3","3.5","Exceeds Expectations","2025-12-14","Exceeds Expectations","Exceeds Expectations","No"
"BLD-100688","2023 Annual","3.2","3.5","Meets Expectations","2023-12-24","Meets Expectations","Meets Expectations","No"
"BLD-100689","2023 Annual","3.4","2.9","Meets Expectations","2023-12-12","Meets Expectations","Meets Expectations","No"
"BLD-100689","2024 Annual","3.7","3.6","Exceeds Expectations","2024-12-27","Exceeds Expectations","Exceeds Expectations","Yes"
"BLD-100689","2025 Annual","3.1","2.4","Meets Expectations","2025-12-20","Meets Expectations","Meets Expectations","No"
"BLD-100690","2023 Annual","3.9","3.2","Exceptional","2023-12-22","Meets Expectations","Exceptional","No"
"BLD-100690","2024 Annual","3","3.2","Meets Expectations","2024-12-25","Meets Expectations","Meets Expectations","No"
"BLD-100690","2025 Annual","2.3","2.6","Meets Some Expectations","2025-12-18","Meets Some Expectations","Meets Some Expectations","No"
"BLD-100691","2023 Annual","2.8","2.9","Meets Expectations","2023-12-16","Meets Expectations","Meets Expectations","No"
"BLD-100691","2024 Annual","4.3","3.2","Meets Expectations","2024-12-15","Meets Expectations","Meets Expectations","No"
"BLD-100691","2025 Annual","2.6","3.4","Meets Expectations","2025-12-28","Meets Expectations","Meets Expectations","No"
"BLD-100692","2023 Annual","3.7","3.8","Exceeds Expectations","2023-12-27","Exceeds Expectations","Exceeds Expectations","Yes"
"BLD-100692","2024 Annual","3.5","3.1","Meets Expectations","2024-12-15","Meets Expectations","Meets Expectations","No"
"BLD-100692","2025 Annual","3.1","3.1","Meets Expectations","2025-12-22","Meets Expectations","Meets Expectations","No"
"BLD-100693","2023 Annual","2.6","2.4","Meets Some Expectations","2023-12-22","Meets Some Expectations","Meets Some Expectations","No"
"BLD-100693","2024 Annual","2.8","2.7","Meets Some Expectations","2024-12-26","Meets Some Expectations","Meets Some Expectations","No"
"BLD-100694","2023 Annual","2.9","3","Meets Expectations","2023-12-21","Meets Expectations","Meets Expectations","No"
"BLD-100695","2023 Annual","4.6","4","Exceptional","2023-12-12","Exceptional","Exceptional","No"
"BLD-100695","2024 Annual","2.4","2.7","Meets Some Expectations","2024-12-23","Meets Some Expectations","Meets Some Expectations","No"
"BLD-100695","2025 Annual","3.7","3.2","Exceeds Expectations","2025-12-24","Exceeds Expectations","Exceeds Expectations","Yes"
"BLD-100696","2023 Annual","3.3","3","Exceeds Expectations","2023-12-26","Exceeds Expectations","Exceeds Expectations","No"
"BLD-100696","2024 Annual","3.3","3.3","Exceeds Expectations","2024-12-20","Exceeds Expectations","Exceeds Expectations","No"
"BLD-100697","2023 Annual","3.3","3.2","Meets Expectations","2023-12-21","Meets Expectations","Meets Expectations","No"
"BLD-100697","2024 Annual","3","2.9","Meets Some Expectations","2024-12-27","Meets Some Expectations","Meets Some Expectations","No"
"BLD-100697","2025 Annual","2.4","2.1","Meets Some Expectations","2025-12-13","Meets Some Expectations","Meets Some Expectations","No"
"BLD-100698","2023 Annual","2.4","2.4","Meets Expectations","2023-12-10","Meets Expectations","Meets Expectations","No"
"BLD-100698","2024 Annual","3.3","3","Meets Expectations","2024-12-24","Meets Expectations","Meets Expectations","No"
"BLD-100699","2023 Annual","3","2.5","Meets Expectations","2023-12-19","Meets Expectations","Meets Expectations","No"
"BLD-100699","2024 Annual","3.4","2.9","Meets Expectations","2024-12-23","Meets Expectations","Meets Expectations","No"
"BLD-100699","2025 Annual","3.2","3.5","Meets Expectations","2025-12-11","Meets Expectations","Meets Expectations","No"
"BLD-100700","2023 Annual","4.2","3.3","Exceeds Expectations","2023-12-12","Exceeds Expectations","Exceeds Expectations","Yes"
"BLD-100700","2024 Annual","2.6","3.2","Meets Expectations","2024-12-15","Meets Some Expectations","Meets Expectations","No"
"BLD-100700","2025 Annual","2.8","2.6","Meets Expectations","2025-12-23","Meets Expectations","Meets Expectations","No"
"BLD-100701","2023 Annual","2.5","2.5","Meets Some Expectations","2023-12-23","Meets Some Expectations","Meets Some Expectations","No"
"BLD-100701","2024 Annual","3.6","2.6","Meets Expectations","2024-12-26","Exceeds Expectations","Meets Expectations","No"
"BLD-100701","2025 Annual","2.7","2.8","Meets Some Expectations","2025-12-23","Meets Some Expectations","Meets Some Expectations","No"
"BLD-100702","2023 Annual","2.8","3.2","Meets Expectations","2023-12-22","Meets Expectations","Meets Expectations","No"
"BLD-100702","2024 Annual","3.3","2.4","Meets Expectations","2024-12-15","Meets Expectations","Meets Expectations","No"
"BLD-100702","2025 Annual","3.3","4.3","Exceeds Expectations","2025-12-13","Exceeds Expectations","Exceeds Expectations","No"
"BLD-100703","2023 Annual","1.8","2.7","Below Expectations","2023-12-20","Below Expectations","Below Expectations","No"
"BLD-100703","2024 Annual","3.2","2.8","Meets Expectations","2024-12-16","Meets Expectations","Meets Expectations","No"
"BLD-100703","2025 Annual","4.2","3.1","Exceeds Expectations","2025-12-13","Exceeds Expectations","Exceeds Expectations","No"
"BLD-100704","2023 Annual","3.1","2.9","Meets Expectations","2023-12-14","Meets Expectations","Meets Expectations","No"
"BLD-100704","2024 Annual","3.1","2.8","Meets Expectations","2024-12-27","Meets Expectations","Meets Expectations","No"
"BLD-100704","2025 Annual","3","2.8","Meets Expectations","2025-12-13","Meets Expectations","Meets Expectations","No"
"BLD-100705","2023 Annual","4.1","3.5","Exceptional","2023-12-27","Exceeds Expectations","Exceptional","Yes"
"BLD-100705","2024 Annual","3.1","2.8","Meets Expectations","2024-12-20","Meets Expectations","Meets Expectations","No"
"BLD-100705","2025 Annual","2.6","2.9","Meets Expectations","2025-12-23","Meets Expectations","Meets Expectations","No"
"BLD-100706","2023 Annual","4.6","4.1","Exceptional","2023-12-23","Exceptional","Exceptional","No"
"BLD-100706","2024 Annual","2.1","3.1","Meets Some Expectations","2024-12-20","Meets Some Expectations","Meets Some Expectations","No"
"BLD-100706","2025 Annual","3.4","4.2","Exceeds Expectations","2025-12-20","Exceeds Expectations","Exceeds Expectations","Yes"
"BLD-100707","2023 Annual","2.8","2.6","Meets Expectations","2023-12-16","Meets Expectations","Meets Expectations","No"
"BLD-100708","2023 Annual","3.4","3.4","Exceeds Expectations","2023-12-24","Exceeds Expectations","Exceeds Expectations","Yes"
"BLD-100708","2024 Annual","3.2","3.2","Meets Expectations","2024-12-11","Meets Expectations","Meets Expectations","No"
"BLD-100708","2025 Annual","3.5","3.5","Exceeds Expectations","2025-12-14","Meets Expectations","Exceeds Expectations","No"
"BLD-100709","2023 Annual","2.8","2.8","Meets Expectations","2023-12-28","Meets Expectations","Meets Expectations","No"
"BLD-100709","2024 Annual","2.5","2.6","Meets Some Expectations","2024-12-22","Meets Some Expectations","Meets Some Expectations","No"
"BLD-100709","2025 Annual","3.3","3.3","Meets Expectations","2025-12-15","Meets Expectations","Meets Expectations","No"
"BLD-100710","2023 Annual","2.6","2.9","Meets Expectations","2023-12-12","Meets Expectations","Meets Expectations","No"
"BLD-100710","2024 Annual","2.9","3","Meets Expectations","2024-12-12","Meets Expectations","Meets Expectations","No"
"BLD-100710","2025 Annual","2.8","3.4","Meets Expectations","2025-12-12","Meets Expectations","Meets Expectations","No"
"BLD-100711","2023 Annual","1.9","2.6","Meets Some Expectations","2023-12-28","Exceeds Expectations","Meets Some Expectations","No"
"BLD-100712","2023 Annual","2.2","1.7","Below Expectations","2023-12-22","Below Expectations","Below Expectations","No"
"BLD-100712","2024 Annual","2.9","2.3","Meets Some Expectations","2024-12-26","Meets Some Expectations","Meets Some Expectations","No"
"BLD-100713","2023 Annual","3.1","2","Meets Some Expectations","2023-12-10","Meets Some Expectations","Meets Some Expectations","No"
"BLD-100713","2024 Annual","2.7","3.2","Exceeds Expectations","2024-12-17","Exceeds Expectations","Exceeds Expectations","No"
"BLD-100713","2025 Annual","2.6","2.8","Meets Expectations","2025-12-10","Meets Expectations","Meets Expectations","No"
"BLD-100714","2023 Annual","3.9","3.5","Exceptional","2023-12-28","Exceptional","Exceptional","No"
"BLD-100714","2024 Annual","2.7","2.7","Meets Some Expectations","2024-12-11","Meets Some Expectations","Meets Some Expectations","No"
"BLD-100714","2025 Annual","2.9","2.9","Meets Expectations","2025-12-24","Meets Expectations","Meets Expectations","No"
"BLD-100715","2023 Annual","3.6","3.3","Meets Expectations","2023-12-16","Meets Expectations","Meets Expectations","No"
"BLD-100715","2024 Annual","2.5","2.3","Meets Some Expectations","2024-12-24","Meets Some Expectations","Meets Some Expectations","No"
"BLD-100715","2025 Annual","3.8","4","Exceptional","2025-12-27","Meets Expectations","Exceptional","No"
"BLD-100716","2023 Annual","3.5","3","Meets Expectations","2023-12-26","Meets Expectations","Meets Expectations","No"
"BLD-100716","2024 Annual","4.3","3.2","Exceptional","2024-12-11","Exceptional","Exceptional","No"
"BLD-100717","2023 Annual","2.7","3","Meets Expectations","2023-12-16","Meets Expectations","Meets Expectations","No"
"BLD-100717","2024 Annual","3.4","2.7","Meets Expectations","2024-12-17","Meets Expectations","Meets Expectations","No"
"BLD-100717","2025 Annual","2.3","2.3","Below Expectations","2025-12-20","Below Expectations","Below Expectations","No"
"BLD-100718","2023 Annual","3.7","3.1","Exceeds Expectations","2023-12-27","Exceeds Expectations","Exceeds Expectations","No"
"BLD-100718","2024 Annual","4.1","2.9","Exceptional","2024-12-22","Exceptional","Exceptional","No"
"BLD-100718","2025 Annual","3","1.8","Meets Expectations","2025-12-25","Meets Expectations","Meets Expectations","No"
"BLD-100719","2023 Annual","3.4","2.9","Meets Expectations","2023-12-27","Meets Expectations","Meets Expectations","No"
"BLD-100719","2024 Annual","3.9","3.3","Exceptional","2024-12-19","Meets Expectations","Exceptional","No"
"BLD-100719","2025 Annual","1.8","1.5","Below Expectations","2025-12-26","Below Expectations","Below Expectations","No"
"BLD-100722","2023 Annual","2.8","3","Meets Expectations","2023-12-28","Meets Expectations","Meets Expectations","No"
"BLD-100722","2024 Annual","2.7","2.7","Meets Expectations","2024-12-14","Meets Some Expectations","Meets Expectations","No"
"BLD-100722","2025 Annual","3.1","3.1","Meets Expectations","2025-12-27","Meets Expectations","Meets Expectations","No"
"BLD-100723","2023 Annual","2.9","3.2","Meets Expectations","2023-12-22","Meets Expectations","Meets Expectations","No"
"BLD-100724","2023 Annual","3.2","3.2","Meets Expectations","2023-12-23","Meets Expectations","Meets Expectations","No"
"BLD-100725","2023 Annual","2.8","3.2","Meets Expectations","2023-12-18","Meets Expectations","Meets Expectations","No"
"BLD-100725","2024 Annual","3.4","3.1","Exceeds Expectations","2024-12-14","Exceeds Expectations","Exceeds Expectations","No"
"BLD-100725","2025 Annual","4.2","3.1","Meets Expectations","2025-12-11","Meets Expectations","Meets Expectations","No"
"BLD-100726","2023 Annual","2.6","2.8","Meets Expectations","2023-12-26","Meets Expectations","Meets Expectations","No"
"BLD-100726","2024 Annual","3.6","3.1","Meets Expectations","2024-12-18","Meets Expectations","Meets Expectations","No"
"BLD-100726","2025 Annual","3.7","3.5","Exceeds Expectations","2025-12-24","Exceeds Expectations","Exceeds Expectations","No"
"BLD-100727","2023 Annual","3.6","3.3","Exceeds Expectations","2023-12-18","Exceeds Expectations","Exceeds Expectations","No"
"BLD-100727","2024 Annual","3.2","2.8","Meets Expectations","2024-12-13","Meets Expectations","Meets Expectations","No"
"BLD-100727","2025 Annual","3.2","3.5","Exceeds Expectations","2025-12-27","Exceeds Expectations","Exceeds Expectations","Yes"
"BLD-100729","2023 Annual","3.3","2.8","Meets Expectations","2023-12-22","Meets Expectations","Meets Expectations","No"
"BLD-100729","2024 Annual","3","3.5","Meets Expectations","2024-12-15","Meets Expectations","Meets Expectations","No"
"BLD-100729","2025 Annual","4.4","4.1","Exceptional","2025-12-22","Exceptional","Exceptional","Yes"
"BLD-100730","2023 Annual","2.6","2.5","Meets Expectations","2023-12-28","Meets Expectations","Meets Expectations","No"
"BLD-100730","2024 Annual","3","2.8","Meets Expectations","2024-12-27","Meets Expectations","Meets Expectations","No"
"BLD-100730","2025 Annual","2.6","2.8","Meets Expectations","2025-12-14","Meets Expectations","Meets Expectations","No"
"BLD-100731","2023 Annual","3.3","3","Meets Expectations","2023-12-25","Meets Expectations","Meets Expectations","No"
"BLD-100731","2024 Annual","2.5","3.7","Meets Expectations","2024-12-17","Meets Expectations","Meets Expectations","No"
"BLD-100731","2025 Annual","3.5","2.8","Meets Expectations","2025-12-23","Meets Expectations","Meets Expectations","No"
"BLD-100732","2023 Annual","3.3","2.9","Meets Expectations","2023-12-19","Meets Expectations","Meets Expectations","No"
"BLD-100732","2024 Annual","3.9","3.7","Exceptional","2024-12-21","Exceptional","Exceptional","No"
"BLD-100732","2025 Annual","2.3","2.9","Meets Expectations","2025-12-14","Meets Expectations","Meets Expectations","No"
"BLD-100733","2023 Annual","3.3","3.6","Exceptional","2023-12-18","Exceptional","Exceptional","Yes"
"BLD-100733","2024 Annual","4.3","3.6","Exceptional","2024-12-14","Exceptional","Exceptional","No"
"BLD-100733","2025 Annual","2.5","2.7","Meets Expectations","2025-12-17","Meets Expectations","Meets Expectations","No"
"BLD-100734","2023 Annual","3.5","2.9","Meets Expectations","2023-12-23","Meets Expectations","Meets Expectations","No"
"BLD-100734","2024 Annual","2.9","3.4","Exceeds Expectations","2024-12-18","Exceeds Expectations","Exceeds Expectations","Yes"
"BLD-100734","2025 Annual","2.3","2.6","Meets Some Expectations","2025-12-21","Meets Some Expectations","Meets Some Expectations","No"
"BLD-100735","2023 Annual","3.4","2.8","Meets Expectations","2023-12-27","Meets Expectations","Meets Expectations","No"
"BLD-100735","2024 Annual","2.7","3.4","Meets Expectations","2024-12-19","Meets Expectations","Meets Expectations","No"
"BLD-100735","2025 Annual","4","3.8","Exceeds Expectations","2025-12-27","Exceeds Expectations","Exceeds Expectations","Yes"
"BLD-100737","2023 Annual","3","3.3","Exceeds Expectations","2023-12-19","Exceeds Expectations","Exceeds Expectations","No"
"BLD-100738","2023 Annual","2.9","3.2","Meets Expectations","2023-12-26","Meets Expectations","Meets Expectations","No"
"BLD-100738","2024 Annual","2.4","3.1","Meets Expectations","2024-12-11","Meets Expectations","Meets Expectations","No"
"BLD-100738","2025 Annual","3.7","3.9","Exceptional","2025-12-24","Exceptional","Exceptional","Yes"
"BLD-100739","2023 Annual","2.9","2.4","Meets Some Expectations","2023-12-23","Meets Some Expectations","Meets Some Expectations","No"
"BLD-100739","2024 Annual","3.3","2.8","Meets Expectations","2024-12-23","Meets Some Expectations","Meets Expectations","No"
"BLD-100740","2023 Annual","2.8","3.7","Meets Expectations","2023-12-12","Meets Expectations","Meets Expectations","No"
"BLD-100740","2024 Annual","3.6","3.6","Exceptional","2024-12-17","Exceptional","Exceptional","No"
"BLD-100741","2023 Annual","3.5","4.3","Exceptional","2023-12-22","Meets Expectations","Exceptional","No"
"BLD-100741","2024 Annual","4.1","4","Exceptional","2024-12-23","Exceeds Expectations","Exceptional","No"
"BLD-100741","2025 Annual","2.8","2.2","Meets Some Expectations","2025-12-26","Meets Some Expectations","Meets Some Expectations","No"
"BLD-100742","2023 Annual","2.6","2.6","Meets Expectations","2023-12-15","Meets Expectations","Meets Expectations","No"
"BLD-100742","2024 Annual","3","3.2","Meets Expectations","2024-12-13","Meets Expectations","Meets Expectations","No"
"BLD-100742","2025 Annual","2.2","3.2","Meets Expectations","2025-12-10","Meets Expectations","Meets Expectations","No"
"BLD-100743","2023 Annual","3.2","2.5","Meets Expectations","2023-12-15","Meets Expectations","Meets Expectations","No"
"BLD-100743","2024 Annual","2.6","1.8","Meets Some Expectations","2024-12-24","Meets Some Expectations","Meets Some Expectations","No"
"BLD-100743","2025 Annual","3.2","3.1","Meets Expectations","2025-12-27","Meets Expectations","Meets Expectations","No"
"BLD-100744","2023 Annual","3.1","2.6","Meets Expectations","2023-12-17","Meets Expectations","Meets Expectations","No"
"BLD-100744","2024 Annual","3.2","2.4","Meets Expectations","2024-12-16","Meets Expectations","Meets Expectations","No"
"BLD-100744","2025 Annual","3.5","2.8","Meets Expectations","2025-12-12","Meets Expectations","Meets Expectations","No"
"BLD-100745","2023 Annual","2.6","4","Meets Expectations","2023-12-25","Meets Expectations","Meets Expectations","No"
"BLD-100745","2024 Annual","3.1","3.1","Meets Expectations","2024-12-14","Meets Expectations","Meets Expectations","No"
"BLD-100745","2025 Annual","3.1","4.3","Exceeds Expectations","2025-12-24","Meets Expectations","Exceeds Expectations","No"
"BLD-100746","2023 Annual","3.3","2.8","Exceeds Expectations","2023-12-25","Exceeds Expectations","Exceeds Expectations","Yes"
"BLD-100746","2024 Annual","3.8","3.4","Exceptional","2024-12-27","Exceptional","Exceptional","No"
"BLD-100747","2023 Annual","2.9","2.5","Meets Some Expectations","2023-12-13","Meets Some Expectations","Meets Some Expectations","No"
"BLD-100747","2024 Annual","3.5","4","Exceptional","2024-12-14","Exceptional","Exceptional","Yes"
"BLD-100747","2025 Annual","3.1","3","Exceeds Expectations","2025-12-15","Exceeds Expectations","Exceeds Expectations","No"
"BLD-100749","2023 Annual","3.2","3.6","Meets Expectations","2023-12-28","Meets Expectations","Meets Expectations","No"
"BLD-100749","2024 Annual","3.1","3.6","Meets Expectations","2024-12-20","Meets Expectations","Meets Expectations","No"
"BLD-100749","2025 Annual","2.9","3.5","Meets Expectations","2025-12-21","Meets Expectations","Meets Expectations","No"
"BLD-100750","2023 Annual","3.8","3.1","Meets Expectations","2023-12-16","Meets Expectations","Meets Expectations","No"
"BLD-100750","2024 Annual","2.5","3.5","Meets Expectations","2024-12-28","Meets Expectations","Meets Expectations","No"
"BLD-100750","2025 Annual","3","2","Meets Expectations","2025-12-10","Meets Expectations","Meets Expectations","No"
"BLD-100752","2023 Annual","2.9","2.8","Meets Some Expectations","2023-12-19","Meets Some Expectations","Meets Some Expectations","No"
"BLD-100752","2024 Annual","3.7","3.7","Exceeds Expectations","2024-12-14","Exceeds Expectations","Exceeds Expectations","No"
"BLD-100752","2025 Annual","2.7","3.1","Meets Expectations","2025-12-28","Meets Expectations","Meets Expectations","No"
"BLD-100753","2023 Annual","3.9","3","Exceeds Expectations","2023-12-17","Exceeds Expectations","Exceeds Expectations","No"
"BLD-100753","2024 Annual","3","2.9","Meets Expectations","2024-12-15","Meets Expectations","Meets Expectations","No"
"BLD-100753","2025 Annual","3","3.4","Meets Expectations","2025-12-10","Meets Expectations","Meets Expectations","No"
"BLD-100754","2023 Annual","3","3.3","Meets Expectations","2023-12-12","Meets Expectations","Meets Expectations","No"
"BLD-100754","2024 Annual","2.7","3.3","Meets Expectations","2024-12-24","Meets Expectations","Meets Expectations","No"
"BLD-100754","2025 Annual","2.5","2.4","Meets Expectations","2025-12-10","Meets Expectations","Meets Expectations","No"
"BLD-100756","2023 Annual","2.4","3.2","Meets Expectations","2023-12-20","Meets Expectations","Meets Expectations","No"
"BLD-100757","2023 Annual","3.8","4.5","Exceptional","2023-12-25","Exceptional","Exceptional","Yes"
"BLD-100757","2024 Annual","2.4","3.4","Meets Some Expectations","2024-12-10","Meets Some Expectations","Meets Some Expectations","No"
"BLD-100757","2025 Annual","2.3","2.3","Meets Some Expectations","2025-12-26","Meets Expectations","Meets Some Expectations","No"
"BLD-100758","2023 Annual","2.5","2","Meets Expectations","2023-12-19","Meets Expectations","Meets Expectations","No"
"BLD-100758","2024 Annual","2.3","2.6","Meets Expectations","2024-12-10","Meets Expectations","Meets Expectations","No"
"BLD-100758","2025 Annual","3","3.2","Meets Expectations","2025-12-27","Meets Expectations","Meets Expectations","No"
"BLD-100759","2023 Annual","3.7","3.1","Exceptional","2023-12-12","Exceptional","Exceptional","No"
"BLD-100759","2024 Annual","2.7","2.2","Meets Expectations","2024-12-27","Meets Expectations","Meets Expectations","No"
"BLD-100759","2025 Annual","3.4","2.7","Meets Expectations","2025-12-27","Meets Expectations","Meets Expectations","No"
"BLD-100760","2023 Annual","2.8","3.1","Meets Expectations","2023-12-25","Exceeds Expectations","Meets Expectations","No"
"BLD-100760","2024 Annual","3.3","3.1","Meets Expectations","2024-12-14","Meets Expectations","Meets Expectations","No"
"BLD-100760","2025 Annual","3.2","3","Meets Expectations","2025-12-22","Meets Expectations","Meets Expectations","No"
"BLD-100761","2023 Annual","3.7","3","Meets Expectations","2023-12-16","Meets Expectations","Meets Expectations","No"
"BLD-100763","2023 Annual","2.8","3.3","Exceeds Expectations","2023-12-19","Exceeds Expectations","Exceeds Expectations","No"
"BLD-100763","2024 Annual","2.4","3.8","Meets Expectations","2024-12-26","Meets Expectations","Meets Expectations","No"
"BLD-100763","2025 Annual","2.6","2.9","Meets Expectations","2025-12-13","Meets Expectations","Meets Expectations","No"
"BLD-100764","2023 Annual","3","3.2","Meets Expectations","2023-12-14","Meets Expectations","Meets Expectations","No"
"BLD-100765","2023 Annual","4.6","3.7","Exceptional","2023-12-13","Meets Expectations","Exceptional","No"
"BLD-100765","2024 Annual","2.6","2.6","Meets Some Expectations","2024-12-20","Meets Some Expectations","Meets Some Expectations","No"
"BLD-100765","2025 Annual","3.1","3","Meets Expectations","2025-12-26","Meets Expectations","Meets Expectations","No"
"BLD-100766","2023 Annual","2.1","1.9","Below Expectations","2023-12-19","Below Expectations","Below Expectations","No"
"BLD-100766","2024 Annual","2.4","2.8","Meets Expectations","2024-12-28","Meets Expectations","Meets Expectations","No"
"BLD-100766","2025 Annual","2.7","2.7","Meets Some Expectations","2025-12-26","Meets Some Expectations","Meets Some Expectations","No"
"BLD-100767","2023 Annual","2.9","3.5","Meets Expectations","2023-12-16","Meets Expectations","Meets Expectations","No"
"BLD-100767","2024 Annual","4","3.5","Exceptional","2024-12-10","Exceptional","Exceptional","No"
"BLD-100769","2023 Annual","2.3","3.1","Meets Expectations","2023-12-12","Meets Expectations","Meets Expectations","No"
"BLD-100769","2024 Annual","3.5","3.6","Meets Expectations","2024-12-28","Meets Expectations","Meets Expectations","No"
"BLD-100769","2025 Annual","2.9","3.7","Exceeds Expectations","2025-12-16","Meets Expectations","Exceeds Expectations","No"
"BLD-100771","2023 Annual","4.1","3.9","Exceptional","2023-12-16","Exceptional","Exceptional","Yes"
"BLD-100772","2023 Annual","4.1","4.1","Exceptional","2023-12-15","Exceptional","Exceptional","No"
"BLD-100772","2024 Annual","4.2","3.2","Exceeds Expectations","2024-12-21","Exceeds Expectations","Exceeds Expectations","No"
"BLD-100772","2025 Annual","2.8","3.1","Meets Expectations","2025-12-10","Meets Expectations","Meets Expectations","No"
"BLD-100773","2023 Annual","2.6","3","Meets Some Expectations","2023-12-27","Meets Some Expectations","Meets Some Expectations","No"
"BLD-100773","2024 Annual","2.4","2.6","Meets Some Expectations","2024-12-21","Meets Some Expectations","Meets Some Expectations","No"
"BLD-100773","2025 Annual","3.6","2.8","Meets Expectations","2025-12-25","Meets Expectations","Meets Expectations","No"
"BLD-100774","2023 Annual","3.1","3.9","Exceeds Expectations","2023-12-17","Exceeds Expectations","Exceeds Expectations","No"
"BLD-100774","2024 Annual","2.6","3.3","Meets Expectations","2024-12-27","Meets Expectations","Meets Expectations","No"
"BLD-100774","2025 Annual","3.8","2.8","Exceeds Expectations","2025-12-23","Exceeds Expectations","Exceeds Expectations","No"
