"employee_id","course_name","training_category","training_hours","training_cost","completion_status","completion_date","certification_achieved"
"BLD-100691","Presentation Skills","Soft Skills","4","310","Not Started",,"No"
"BLD-100691","Time Management","Soft Skills","2","1510","Completed","2023-03-11","No"
"BLD-100691","First-Time Manager Program","Leadership","8","1190","In Progress",,"No"
"BLD-100691","Anti-Bribery & Ethics","Mandatory","16","0","Completed","2025-10-04","No"
"BLD-100691","SAP for HR Users","Technical","8","480","Completed","2024-11-11","No"
"BLD-100691","Dairy Processing Fundamentals","Technical","4","2150","Completed","2024-10-25","No"
"BLD-100691","Coaching for Performance","Leadership","2","1470","In Progress",,"No"
"BLD-100691","DOA & Governance Training","Compliance","2","0","Completed","2025-08-04","Yes"
"BLD-100691","Qatar Labor Law Essentials","Compliance","16","0","Completed","2023-01-18","Yes"
"BLD-100691","Dairy Processing Fundamentals","Technical","2","1890","Completed","2025-08-23","No"
"BLD-100691","Food Safety & HACCP Refresher","Mandatory","4","0","Completed","2024-10-20","No"
"BLD-100692","Food Safety & HACCP Refresher","Mandatory","2","0","Completed","2023-06-27","No"
"BLD-100692","Effective Communication","Soft Skills","4","1240","Completed","2024-12-07","No"
"BLD-100692","Qatar Labor Law Essentials","Compliance","8","0","Not Started",,"No"
"BLD-100692","Food Safety & HACCP Refresher","Mandatory","8","0","Completed","2023-05-31","No"
"BLD-100692","Health & Safety Induction","Mandatory","2","0","In Progress",,"No"
"BLD-100692","Time Management","Soft Skills","4","940","Completed","2024-07-16","No"
"BLD-100693","Cold Chain Logistics","Technical","16","1810","Completed","2025-04-28","Yes"
"BLD-100693","Food Safety & HACCP Refresher","Mandatory","2","0","In Progress",,"No"
"BLD-100693","SAP for HR Users","Technical","8","300","Completed","2023-03-21","Yes"
"BLD-100693","Food Safety & HACCP Refresher","Mandatory","8","0","Completed","2024-04-21","No"
"BLD-100693","Conflict Resolution","Soft Skills","8","2110","In Progress",,"No"
"BLD-100693","Conflict Resolution","Soft Skills","2","510","Completed","2023-01-18","No"
"BLD-100693","Conflict Resolution","Soft Skills","4","1850","Completed","2023-06-02","No"
"BLD-100693","Data Privacy Awareness","Mandatory","4","0","Completed","2023-03-08","No"
"BLD-100693","Dairy Processing Fundamentals","Technical","2","2020","Completed","2024-12-28","Yes"
"BLD-100693","Presentation Skills","Soft Skills","4","1300","Completed","2023-09-02","No"
"BLD-100693","Strategic Leadership Workshop","Leadership","8","1800","Completed","2024-04-23","No"
"BLD-100693","Advanced Excel for Reporting","Technical","2","790","Completed","2023-02-17","No"
"BLD-100694","First-Time Manager Program","Leadership","2","1090","Completed","2023-04-23","No"
"BLD-100694","DOA & Governance Training","Compliance","2","0","Completed","2023-01-12","Yes"
"BLD-100695","Time Management","Soft Skills","8","1740","In Progress",,"No"
"BLD-100695","Fire & Emergency Response","Mandatory","8","0","In Progress",,"No"
"BLD-100695","Egyptian Labor Law Essentials","Compliance","4","0","Completed","2025-03-18","Yes"
"BLD-100695","Presentation Skills","Soft Skills","4","950","Completed","2025-09-11","No"
"BLD-100695","Coaching for Performance","Leadership","2","1180","Completed","2023-05-13","No"
"BLD-100695","Egyptian Labor Law Essentials","Compliance","2","0","Completed","2023-05-06","Yes"
"BLD-100695","Strategic Leadership Workshop","Leadership","8","440","Completed","2024-03-11","No"
"BLD-100695","Conflict Resolution","Soft Skills","2","300","In Progress",,"No"
"BLD-100695","Fire & Emergency Response","Mandatory","8","0","Completed","2025-12-09","No"
"BLD-100695","Health & Safety Induction","Mandatory","2","0","Completed","2025-12-07","No"
"BLD-100695","Anti-Bribery & Ethics","Mandatory","8","0","Completed","2024-10-20","No"
"BLD-100695","Fire & Emergency Response","Mandatory","8","0","Completed","2024-10-14","No"
"BLD-100695","DOA & Governance Training","Compliance","2","0","Not Started",,"No"
"BLD-100695","Cold Chain Logistics","Technical","2","330","Completed","2025-01-21","Yes"
"BLD-100695","Egyptian Labor Law Essentials","Compliance","4","0","Completed","2024-07-18","No"
"BLD-100696","Cold Chain Logistics","Technical","4","310","Completed","2024-08-11","No"
"BLD-100696","DOA & Governance Training","Compliance","8","0","Completed","2025-05-08","Yes"
"BLD-100696","Quality Control Techniques","Technical","2","1300","Completed","2025-02-20","Yes"
"BLD-100696","Qatar Labor Law Essentials","Compliance","2","0","Completed","2024-03-22","Yes"
"BLD-100697","Dairy Processing Fundamentals","Technical","2","630","Completed","2025-06-05","Yes"
"BLD-100697","First-Time Manager Program","Leadership","4","1400","Completed","2023-04-07","No"
"BLD-100697","Presentation Skills","Soft Skills","4","1870","Completed","2024-06-05","No"
"BLD-100697","Dairy Processing Fundamentals","Technical","4","1920","Completed","2025-03-11","No"
"BLD-100697","Health & Safety Induction","Mandatory","4","0","Completed","2025-05-06","No"
"BLD-100697","Fire & Emergency Response","Mandatory","8","0","Completed","2023-05-20","No"
"BLD-100697","Conflict Resolution","Soft Skills","8","360","Completed","2024-07-02","No"
"BLD-100697","Coaching for Performance","Leadership","8","1790","Completed","2025-12-13","No"
"BLD-100698","Dairy Processing Fundamentals","Technical","4","1180","Completed","2025-05-24","No"
"BLD-100698","DOA & Governance Training","Compliance","16","0","Completed","2024-10-04","Yes"
"BLD-100698","Egyptian Labor Law Essentials","Compliance","2","0","In Progress",,"No"
"BLD-100698","First-Time Manager Program","Leadership","4","1660","Completed","2024-12-11","No"
"BLD-100698","Dairy Processing Fundamentals","Technical","2","1960","Completed","2024-11-14","No"
"BLD-100699","Effective Communication","Soft Skills","2","1640","Completed","2025-09-26","No"
"BLD-100699","Advanced Excel for Reporting","Technical","8","1980","Completed","2023-09-07","Yes"
"BLD-100699","Advanced Excel for Reporting","Technical","2","1850","In Progress",,"No"
"BLD-100699","Quality Control Techniques","Technical","8","1540","Completed","2025-03-17","Yes"
"BLD-100700","Fire & Emergency Response","Mandatory","8","0","Completed","2023-08-06","No"
"BLD-100700","Time Management","Soft Skills","8","380","Completed","2024-09-21","No"
"BLD-100700","SAP for HR Users","Technical","8","170","Completed","2025-02-16","No"
"BLD-100700","Health & Safety Induction","Mandatory","8","0","Completed","2023-01-07","No"
"BLD-100700","Qatar Labor Law Essentials","Compliance","2","0","Completed","2025-01-05","Yes"
"BLD-100700","Anti-Bribery & Ethics","Mandatory","2","0","Completed","2024-03-14","No"
"BLD-100700","Data Privacy Awareness","Mandatory","2","0","In Progress",,"No"
"BLD-100701","Conflict Resolution","Soft Skills","2","920","Not Started",,"No"
"BLD-100701","SAP for HR Users","Technical","2","2080","Completed","2023-07-01","Yes"
"BLD-100701","Effective Communication","Soft Skills","2","520","Not Started",,"No"
"BLD-100701","First-Time Manager Program","Leadership","4","650","Completed","2023-11-09","No"
"BLD-100701","Quality Control Techniques","Technical","8","860","Completed","2024-11-13","Yes"
"BLD-100702","SAP for HR Users","Technical","4","160","In Progress",,"No"
"BLD-100702","Coaching for Performance","Leadership","2","670","Completed","2025-09-17","No"
"BLD-100702","Fire & Emergency Response","Mandatory","16","0","Completed","2023-02-21","No"
"BLD-100702","Data Privacy Awareness","Mandatory","4","0","Completed","2023-12-26","No"
"BLD-100702","Time Management","Soft Skills","8","670","Completed","2024-02-04","No"
"BLD-100702","Effective Communication","Soft Skills","4","540","Completed","2024-02-29","No"
"BLD-100702","Effective Communication","Soft Skills","2","440","Completed","2023-07-12","No"
"BLD-100702","Health & Safety Induction","Mandatory","8","0","Completed","2024-01-21","No"
"BLD-100702","Coaching for Performance","Leadership","2","1120","Completed","2023-07-09","No"
"BLD-100702","Strategic Leadership Workshop","Leadership","8","1110","Completed","2023-05-29","No"
"BLD-100702","Effective Communication","Soft Skills","2","1860","Completed","2025-10-13","No"
"BLD-100703","First-Time Manager Program","Leadership","2","470","Completed","2025-06-11","No"
"BLD-100703","Health & Safety Induction","Mandatory","8","0","Completed","2024-07-10","No"
"BLD-100703","Time Management","Soft Skills","8","330","Completed","2023-12-11","No"
"BLD-100703","Fire & Emergency Response","Mandatory","4","0","Not Started",,"No"
"BLD-100703","Egyptian Labor Law Essentials","Compliance","8","0","Completed","2025-07-01","No"
"BLD-100703","Presentation Skills","Soft Skills","2","520","Completed","2023-09-06","No"
"BLD-100703","Egyptian Labor Law Essentials","Compliance","2","0","Completed","2025-09-04","Yes"
"BLD-100703","Time Management","Soft Skills","8","730","Completed","2024-08-30","No"
"BLD-100703","Anti-Bribery & Ethics","Mandatory","2","0","In Progress",,"No"
"BLD-100703","Fire & Emergency Response","Mandatory","4","0","Completed","2024-08-13","No"
"BLD-100703","Dairy Processing Fundamentals","Technical","4","1040","Completed","2023-07-21","No"
"BLD-100704","Health & Safety Induction","Mandatory","4","0","Completed","2023-03-29","No"
"BLD-100704","DOA & Governance Training","Compliance","2","0","Completed","2023-05-03","Yes"
"BLD-100704","Effective Communication","Soft Skills","4","210","In Progress",,"No"
"BLD-100704","Presentation Skills","Soft Skills","8","1750","Completed","2024-08-24","No"
"BLD-100705","Advanced Excel for Reporting","Technical","2","1110","Not Started",,"No"
"BLD-100705","Food Safety & HACCP Refresher","Mandatory","2","0","In Progress",,"No"
"BLD-100705","Cold Chain Logistics","Technical","4","1390","Completed","2025-04-11","Yes"
"BLD-100705","Coaching for Performance","Leadership","2","940","Completed","2023-01-30","No"
"BLD-100706","Conflict Resolution","Soft Skills","4","2020","Completed","2024-02-24","No"
"BLD-100706","Health & Safety Induction","Mandatory","8","0","Completed","2024-11-17","No"
"BLD-100706","Cold Chain Logistics","Technical","4","2200","Completed","2024-11-18","No"
"BLD-100706","Qatar Labor Law Essentials","Compliance","2","0","Not Started",,"No"
"BLD-100706","Qatar Labor Law Essentials","Compliance","4","0","Completed","2025-01-12","Yes"
"BLD-100706","Dairy Processing Fundamentals","Technical","4","480","Completed","2023-04-13","No"
"BLD-100706","Conflict Resolution","Soft Skills","4","1270","Completed","2025-07-09","No"
"BLD-100706","Effective Communication","Soft Skills","8","1460","Completed","2023-11-11","No"
"BLD-100707","First-Time Manager Program","Leadership","8","400","Completed","2023-01-29","No"
"BLD-100707","Conflict Resolution","Soft Skills","4","1770","Completed","2024-03-18","No"
"BLD-100708","Cold Chain Logistics","Technical","2","1560","Completed","2024-12-08","Yes"
"BLD-100708","Fire & Emergency Response","Mandatory","2","0","Completed","2024-01-13","No"
"BLD-100708","Cold Chain Logistics","Technical","2","2160","Completed","2024-06-01","No"
"BLD-100708","Strategic Leadership Workshop","Leadership","2","2140","Completed","2024-08-07","No"
"BLD-100708","Food Safety & HACCP Refresher","Mandatory","16","0","Completed","2024-01-22","No"
"BLD-100708","Fire & Emergency Response","Mandatory","2","0","In Progress",,"No"
"BLD-100708","Presentation Skills","Soft Skills","2","1630","Completed","2023-02-26","No"
"BLD-100709","Quality Control Techniques","Technical","4","900","Completed","2024-01-10","No"
"BLD-100709","Cold Chain Logistics","Technical","2","1380","Completed","2023-12-19","No"
"BLD-100709","Qatar Labor Law Essentials","Compliance","16","0","Completed","2023-06-19","Yes"
"BLD-100709","Quality Control Techniques","Technical","4","550","Completed","2023-01-06","No"
"BLD-100709","First-Time Manager Program","Leadership","2","1850","Completed","2024-04-07","No"
"BLD-100709","Dairy Processing Fundamentals","Technical","2","890","Completed","2023-05-05","No"
"BLD-100710","First-Time Manager Program","Leadership","2","460","Completed","2023-10-24","No"
"BLD-100710","Conflict Resolution","Soft Skills","8","430","Completed","2025-09-18","No"
"BLD-100710","Cold Chain Logistics","Technical","8","610","In Progress",,"No"
"BLD-100710","Quality Control Techniques","Technical","4","1920","Completed","2023-08-26","No"
"BLD-100710","DOA & Governance Training","Compliance","8","0","Completed","2024-01-04","No"
"BLD-100710","Strategic Leadership Workshop","Leadership","4","990","Completed","2024-06-30","No"
"BLD-100710","Time Management","Soft Skills","2","710","Completed","2024-11-01","No"
"BLD-100710","Anti-Bribery & Ethics","Mandatory","8","0","Completed","2023-03-18","No"
"BLD-100710","Health & Safety Induction","Mandatory","2","0","Completed","2024-08-02","No"
"BLD-100711","Conflict Resolution","Soft Skills","4","1730","Completed","2023-10-13","No"
"BLD-100711","Health & Safety Induction","Mandatory","2","0","Completed","2023-07-20","No"
"BLD-100712","Quality Control Techniques","Technical","4","1160","Completed","2023-07-11","Yes"
"BLD-100712","Effective Communication","Soft Skills","8","520","Completed","2024-06-20","No"
"BLD-100712","Fire & Emergency Response","Mandatory","2","0","Completed","2023-09-11","No"
"BLD-100712","Effective Communication","Soft Skills","8","1260","Completed","2024-06-02","No"
"BLD-100713","Advanced Excel for Reporting","Technical","8","2030","Completed","2023-02-01","No"
"BLD-100713","Dairy Processing Fundamentals","Technical","2","400","Completed","2023-05-17","No"
"BLD-100713","Data Privacy Awareness","Mandatory","2","0","Completed","2025-10-17","No"
"BLD-100713","Quality Control Techniques","Technical","2","1910","Not Started",,"No"
"BLD-100713","Cold Chain Logistics","Technical","8","210","In Progress",,"No"
"BLD-100713","Cold Chain Logistics","Technical","4","1260","Completed","2024-11-22","No"
"BLD-100713","Data Privacy Awareness","Mandatory","4","0","Not Started",,"No"
"BLD-100714","Presentation Skills","Soft Skills","8","1960","Completed","2025-11-25","No"
"BLD-100714","Dairy Processing Fundamentals","Technical","2","240","Completed","2023-06-19","Yes"
"BLD-100714","Health & Safety Induction","Mandatory","8","0","In Progress",,"No"
"BLD-100714","Dairy Processing Fundamentals","Technical","8","2150","Completed","2025-11-28","No"
"BLD-100714","Presentation Skills","Soft Skills","2","1760","Completed","2025-10-21","No"
"BLD-100714","Egyptian Labor Law Essentials","Compliance","8","0","In Progress",,"No"
"BLD-100714","Time Management","Soft Skills","4","2070","Completed","2025-03-27","No"
"BLD-100714","Food Safety & HACCP Refresher","Mandatory","4","0","Completed","2024-04-18","No"
"BLD-100715","Health & Safety Induction","Mandatory","4","0","Completed","2023-05-03","No"
"BLD-100715","First-Time Manager Program","Leadership","2","430","Completed","2025-02-20","No"
"BLD-100715","DOA & Governance Training","Compliance","8","0","Not Started",,"No"
"BLD-100715","Presentation Skills","Soft Skills","4","800","Completed","2023-07-30","No"
"BLD-100715","Cold Chain Logistics","Technical","2","590","In Progress",,"No"
"BLD-100715","Fire & Emergency Response","Mandatory","16","0","Completed","2025-05-13","No"
"BLD-100715","Data Privacy Awareness","Mandatory","8","0","Completed","2025-07-16","No"
"BLD-100715","Coaching for Performance","Leadership","8","2000","Completed","2023-05-30","No"
"BLD-100715","Time Management","Soft Skills","8","1740","Completed","2024-04-25","No"
"BLD-100716","Data Privacy Awareness","Mandatory","2","0","Completed","2024-01-22","No"
"BLD-100716","Conflict Resolution","Soft Skills","8","570","Completed","2024-01-30","No"
"BLD-100716","DOA & Governance Training","Compliance","4","0","Not Started",,"No"
"BLD-100716","SAP for HR Users","Technical","4","1450","Completed","2023-07-21","Yes"
"BLD-100716","Data Privacy Awareness","Mandatory","4","0","Completed","2024-03-30","No"
"BLD-100717","Data Privacy Awareness","Mandatory","4","0","Completed","2023-07-08","No"
"BLD-100717","Advanced Excel for Reporting","Technical","2","2140","Completed","2024-08-19","Yes"
"BLD-100717","Qatar Labor Law Essentials","Compliance","4","0","Completed","2025-09-18","No"
"BLD-100717","Conflict Resolution","Soft Skills","8","1530","Completed","2025-09-17","No"
"BLD-100717","Quality Control Techniques","Technical","4","950","Completed","2025-06-25","No"
"BLD-100717","SAP for HR Users","Technical","16","920","Completed","2023-06-09","Yes"
"BLD-100717","Presentation Skills","Soft Skills","16","1710","Not Started",,"No"
"BLD-100718","Data Privacy Awareness","Mandatory","4","0","Completed","2024-12-02","No"
"BLD-100718","Cold Chain Logistics","Technical","2","740","Completed","2024-02-06","No"
"BLD-100718","Effective Communication","Soft Skills","2","310","Completed","2023-05-10","No"
"BLD-100718","Food Safety & HACCP Refresher","Mandatory","4","0","Completed","2023-08-14","No"
"BLD-100718","Quality Control Techniques","Technical","8","960","Completed","2024-12-02","No"
"BLD-100718","Fire & Emergency Response","Mandatory","4","0","Completed","2023-02-15","No"
"BLD-100718","Data Privacy Awareness","Mandatory","8","0","Completed","2025-01-14","No"
"BLD-100718","First-Time Manager Program","Leadership","2","1650","Completed","2025-12-14","No"
"BLD-100718","Effective Communication","Soft Skills","2","2150","Completed","2023-01-01","No"
"BLD-100718","Food Safety & HACCP Refresher","Mandatory","8","0","Completed","2025-05-17","No"
"BLD-100718","Anti-Bribery & Ethics","Mandatory","16","0","Completed","2023-10-11","No"
"BLD-100718","Advanced Excel for Reporting","Technical","2","1220","Completed","2023-06-09","Yes"
"BLD-100718","Data Privacy Awareness","Mandatory","2","0","Completed","2023-02-11","No"
"BLD-100718","Egyptian Labor Law Essentials","Compliance","2","0","Completed","2023-01-17","No"
"BLD-100719","Food Safety & HACCP Refresher","Mandatory","16","0","Completed","2023-04-17","No"
"BLD-100719","DOA & Governance Training","Compliance","8","0","Completed","2025-12-15","No"
"BLD-100719","Advanced Excel for Reporting","Technical","4","2030","Completed","2023-05-05","Yes"
"BLD-100720","Dairy Processing Fundamentals","Technical","2","1940","Not Started",,"No"
"BLD-100720","Food Safety & HACCP Refresher","Mandatory","2","0","Completed","2023-01-20","No"
"BLD-100721","Data Privacy Awareness","Mandatory","2","0","In Progress",,"No"
"BLD-100722","Health & Safety Induction","Mandatory","2","0","Completed","2025-02-28","No"
"BLD-100722","SAP for HR Users","Technical","4","1920","Completed","2023-12-17","No"
"BLD-100722","Data Privacy Awareness","Mandatory","2","0","Completed","2023-07-24","No"
"BLD-100722","SAP for HR Users","Technical","2","1390","Completed","2025-04-24","Yes"
"BLD-100723","SAP for HR Users","Technical","8","1600","Completed","2023-06-19","Yes"
"BLD-100724","Dairy Processing Fundamentals","Technical","4","170","Completed","2023-07-17","Yes"
"BLD-100724","Fire & Emergency Response","Mandatory","2","0","Completed","2024-01-27","No"
"BLD-100725","Quality Control Techniques","Technical","2","1950","Completed","2025-10-01","Yes"
"BLD-100725","Time Management","Soft Skills","4","1170","Completed","2024-08-11","No"
"BLD-100725","Fire & Emergency Response","Mandatory","8","0","Completed","2024-12-26","No"
"BLD-100725","Effective Communication","Soft Skills","2","1730","Completed","2025-07-14","No"
"BLD-100725","SAP for HR Users","Technical","8","2170","Not Started",,"No"
"BLD-100725","Quality Control Techniques","Technical","8","1110","In Progress",,"No"
"BLD-100725","First-Time Manager Program","Leadership","16","830","Not Started",,"No"
"BLD-100725","DOA & Governance Training","Compliance","2","0","Completed","2024-03-19","Yes"
"BLD-100725","Data Privacy Awareness","Mandatory","4","0","Completed","2023-04-22","No"
"BLD-100725","Qatar Labor Law Essentials","Compliance","2","0","Completed","2025-01-06","No"
"BLD-100726","Food Safety & HACCP Refresher","Mandatory","4","0","Completed","2024-10-25","No"
"BLD-100726","Strategic Leadership Workshop","Leadership","4","1180","Completed","2024-10-18","No"
"BLD-100726","DOA & Governance Training","Compliance","2","0","Completed","2025-12-25","No"
"BLD-100726","Data Privacy Awareness","Mandatory","4","0","Completed","2023-12-23","No"
"BLD-100726","Data Privacy Awareness","Mandatory","8","0","Completed","2025-12-09","No"
"BLD-100726","Conflict Resolution","Soft Skills","4","1580","Completed","2023-03-02","No"
"BLD-100726","Advanced Excel for Reporting","Technical","2","2160","Completed","2024-07-17","Yes"
"BLD-100726","Advanced Excel for Reporting","Technical","16","1540","Completed","2025-09-18","Yes"
"BLD-100726","Health & Safety Induction","Mandatory","4","0","Completed","2024-01-26","No"
"BLD-100727","Qatar Labor Law Essentials","Compliance","8","0","Completed","2025-04-14","Yes"
"BLD-100727","DOA & Governance Training","Compliance","2","0","Completed","2025-02-27","Yes"
"BLD-100727","Fire & Emergency Response","Mandatory","2","0","In Progress",,"No"
"BLD-100727","Time Management","Soft Skills","4","1660","Completed","2023-05-10","No"
"BLD-100727","Health & Safety Induction","Mandatory","4","0","Completed","2023-12-27","No"
"BLD-100727","Qatar Labor Law Essentials","Compliance","8","0","Completed","2023-10-29","No"
"BLD-100727","Qatar Labor Law Essentials","Compliance","2","0","Completed","2023-03-24","No"
"BLD-100727","Conflict Resolution","Soft Skills","8","600","Completed","2024-02-23","No"
"BLD-100727","Food Safety & HACCP Refresher","Mandatory","4","0","Completed","2025-09-16","No"
"BLD-100727","DOA & Governance Training","Compliance","2","0","Completed","2023-01-12","Yes"
"BLD-100727","Cold Chain Logistics","Technical","8","1870","In Progress",,"No"
"BLD-100729","Time Management","Soft Skills","2","2160","Completed","2025-04-07","No"
"BLD-100729","Dairy Processing Fundamentals","Technical","2","1790","Completed","2025-06-25","Yes"
"BLD-100729","Conflict Resolution","Soft Skills","2","1550","Completed","2025-11-13","No"
"BLD-100729","Health & Safety Induction","Mandatory","4","0","Completed","2025-03-14","No"
"BLD-100729","Fire & Emergency Response","Mandatory","8","0","In Progress",,"No"
"BLD-100729","Egyptian Labor Law Essentials","Compliance","2","0","Not Started",,"No"
"BLD-100729","Egyptian Labor Law Essentials","Compliance","4","0","In Progress",,"No"
"BLD-100730","DOA & Governance Training","Compliance","16","0","Completed","2024-01-26","Yes"
"BLD-100730","Effective Communication","Soft Skills","8","1970","Completed","2025-01-02","No"
"BLD-100730","Anti-Bribery & Ethics","Mandatory","4","0","Completed","2025-07-17","No"
"BLD-100730","Advanced Excel for Reporting","Technical","2","1410","Completed","2023-01-11","Yes"
"BLD-100730","Food Safety & HACCP Refresher","Mandatory","8","0","Completed","2024-03-21","No"
"BLD-100730","Strategic Leadership Workshop","Leadership","4","1380","In Progress",,"No"
"BLD-100730","Data Privacy Awareness","Mandatory","2","0","Completed","2023-10-17","No"
"BLD-100731","DOA & Governance Training","Compliance","8","0","Completed","2024-07-06","Yes"
"BLD-100731","Advanced Excel for Reporting","Technical","8","2140","In Progress",,"No"
"BLD-100731","Health & Safety Induction","Mandatory","8","0","Completed","2023-11-13","No"
"BLD-100731","Dairy Processing Fundamentals","Technical","4","210","Completed","2023-01-18","No"
"BLD-100731","Fire & Emergency Response","Mandatory","4","0","Completed","2025-02-19","No"
"BLD-100731","Quality Control Techniques","Technical","4","1970","Completed","2025-09-29","No"
"BLD-100731","Time Management","Soft Skills","2","2030","Completed","2023-05-16","No"
"BLD-100731","Food Safety & HACCP Refresher","Mandatory","2","0","Completed","2025-12-29","No"
"BLD-100731","DOA & Governance Training","Compliance","4","0","Completed","2025-05-12","No"
"BLD-100731","Effective Communication","Soft Skills","2","1200","Completed","2023-09-18","No"
"BLD-100731","Presentation Skills","Soft Skills","2","2040","Completed","2025-10-07","No"
"BLD-100731","Qatar Labor Law Essentials","Compliance","2","0","In Progress",,"No"
"BLD-100732","Fire & Emergency Response","Mandatory","2","0","Completed","2023-03-25","No"
"BLD-100732","DOA & Governance Training","Compliance","4","0","Completed","2025-12-19","Yes"
"BLD-100732","Data Privacy Awareness","Mandatory","4","0","Completed","2024-11-22","No"
"BLD-100732","Fire & Emergency Response","Mandatory","4","0","Completed","2025-09-17","No"
"BLD-100732","Presentation Skills","Soft Skills","4","240","Completed","2025-08-29","No"
"BLD-100732","Food Safety & HACCP Refresher","Mandatory","8","0","Completed","2024-02-11","No"
"BLD-100732","Dairy Processing Fundamentals","Technical","4","2020","Completed","2024-07-03","No"
"BLD-100733","Strategic Leadership Workshop","Leadership","2","650","Completed","2025-03-30","No"
"BLD-100733","DOA & Governance Training","Compliance","2","0","Completed","2023-12-05","No"
"BLD-100733","DOA & Governance Training","Compliance","2","0","Completed","2024-08-02","No"
"BLD-100733","Time Management","Soft Skills","2","1610","In Progress",,"No"
"BLD-100733","Effective Communication","Soft Skills","2","2110","Completed","2024-05-17","No"
"BLD-100733","Anti-Bribery & Ethics","Mandatory","4","0","Completed","2023-08-14","No"
"BLD-100733","Coaching for Performance","Leadership","4","2130","In Progress",,"No"
"BLD-100733","DOA & Governance Training","Compliance","4","0","In Progress",,"No"
"BLD-100734","Qatar Labor Law Essentials","Compliance","4","0","Completed","2023-03-11","Yes"
"BLD-100734","Conflict Resolution","Soft Skills","8","1460","Completed","2023-05-05","No"
"BLD-100734","Presentation Skills","Soft Skills","4","1770","Completed","2023-08-09","No"
"BLD-100734","Dairy Processing Fundamentals","Technical","16","1120","Completed","2025-07-08","Yes"
"BLD-100734","Dairy Processing Fundamentals","Technical","2","1560","Completed","2024-05-29","Yes"
"BLD-100734","Advanced Excel for Reporting","Technical","4","1220","Completed","2023-03-25","Yes"
"BLD-100734","Anti-Bribery & Ethics","Mandatory","2","0","Completed","2024-10-12","No"
"BLD-100734","Coaching for Performance","Leadership","2","810","Completed","2024-02-14","No"
"BLD-100734","Cold Chain Logistics","Technical","2","700","In Progress",,"No"
"BLD-100734","Conflict Resolution","Soft Skills","4","1260","Completed","2025-06-25","No"
"BLD-100734","Coaching for Performance","Leadership","4","770","Completed","2023-11-05","No"
"BLD-100734","Data Privacy Awareness","Mandatory","4","0","Completed","2024-06-05","No"
"BLD-100735","Cold Chain Logistics","Technical","8","650","In Progress",,"No"
"BLD-100735","Presentation Skills","Soft Skills","2","1300","In Progress",,"No"
"BLD-100735","Cold Chain Logistics","Technical","2","810","Completed","2025-02-19","Yes"
"BLD-100735","First-Time Manager Program","Leadership","4","660","In Progress",,"No"
"BLD-100735","Data Privacy Awareness","Mandatory","2","0","Completed","2023-05-22","No"
"BLD-100735","Quality Control Techniques","Technical","8","1950","Completed","2023-03-14","No"
"BLD-100735","Coaching for Performance","Leadership","2","1400","Completed","2025-07-15","No"
"BLD-100735","Fire & Emergency Response","Mandatory","2","0","Completed","2025-08-16","No"
"BLD-100737","Health & Safety Induction","Mandatory","16","0","Completed","2024-01-06","No"
"BLD-100737","Fire & Emergency Response","Mandatory","8","0","Completed","2023-06-22","No"
"BLD-100737","Qatar Labor Law Essentials","Compliance","8","0","Completed","2023-09-17","No"
"BLD-100737","Advanced Excel for Reporting","Technical","2","1240","Completed","2024-02-05","Yes"
"BLD-100738","First-Time Manager Program","Leadership","2","160","Completed","2025-06-08","No"
"BLD-100738","Quality Control Techniques","Technical","4","380","Completed","2023-01-21","No"
"BLD-100738","Effective Communication","Soft Skills","2","760","Completed","2023-08-02","No"
"BLD-100738","Quality Control Techniques","Technical","4","2070","Completed","2024-09-17","Yes"
"BLD-100738","SAP for HR Users","Technical","2","1980","Completed","2024-06-18","No"
"BLD-100738","Conflict Resolution","Soft Skills","8","1660","Completed","2024-07-15","No"
"BLD-100738","Coaching for Performance","Leadership","8","1600","Completed","2025-11-10","No"
"BLD-100738","Time Management","Soft Skills","4","1540","Completed","2024-03-03","No"
"BLD-100739","Strategic Leadership Workshop","Leadership","2","1970","Completed","2023-04-11","No"
"BLD-100739","Presentation Skills","Soft Skills","2","1710","Completed","2024-02-28","No"
"BLD-100739","Presentation Skills","Soft Skills","8","1160","In Progress",,"No"
"BLD-100739","Health & Safety Induction","Mandatory","4","0","Completed","2025-03-20","No"
"BLD-100740","DOA & Governance Training","Compliance","4","0","Completed","2024-04-08","Yes"
"BLD-100740","Effective Communication","Soft Skills","16","2070","Completed","2023-07-28","No"
"BLD-100740","Dairy Processing Fundamentals","Technical","2","1580","Completed","2024-07-21","Yes"
"BLD-100740","Fire & Emergency Response","Mandatory","8","0","Completed","2023-12-03","No"
"BLD-100740","Dairy Processing Fundamentals","Technical","16","700","Completed","2024-05-22","No"
"BLD-100740","SAP for HR Users","Technical","4","1130","In Progress",,"No"
"BLD-100741","Cold Chain Logistics","Technical","2","1250","Completed","2023-05-24","Yes"
"BLD-100741","DOA & Governance Training","Compliance","16","0","Completed","2023-01-18","Yes"
"BLD-100741","Strategic Leadership Workshop","Leadership","4","910","Not Started",,"No"
"BLD-100741","Time Management","Soft Skills","4","1860","Completed","2023-10-19","No"
"BLD-100741","Quality Control Techniques","Technical","2","2030","In Progress",,"No"
"BLD-100741","Time Management","Soft Skills","4","1700","Completed","2024-11-27","No"
"BLD-100741","Presentation Skills","Soft Skills","8","1590","Completed","2023-02-01","No"
