"employee_id","gender","nationality","ethnicity","age","age_band","disability_status","grade","management_level","leadership_status"
"BLD-100916","Female","Sri Lankan","Not Tracked","58","55+","Not Disclosed","G10","Managerial","Leadership"
"BLD-100917","Male","Egyptian","Not Tracked","61","55+","Not Disclosed","G6","Supervisory","Non-Leadership"
"BLD-100920","Male","Egyptian","Not Tracked","47","45-54","Not Disclosed","G1","Staff","Non-Leadership"
"BLD-100924","Male","Pakistani","Not Tracked","58","55+","Not Disclosed","G1","Staff","Non-Leadership"
"BLD-100925","Male","Sri Lankan","Not Tracked","54","45-54","Not Disclosed","G6","Supervisory","Non-Leadership"
"BLD-100926","Female","Bangladeshi","Not Tracked","55","55+","Not Disclosed","G6","Supervisory","Non-Leadership"
"BLD-100927","Male","Qatari","Not Tracked","59","55+","Not Disclosed","G1","Staff","Non-Leadership"
"BLD-100928","Female","Egyptian","Not Tracked","50","45-54","Not Disclosed","G9","Supervisory","Non-Leadership"
"BLD-100930","Male","Indian","Not Tracked","34","25-34","Not Disclosed","G11","Managerial","Leadership"
"BLD-100931","Male","Filipino","Not Tracked","49","45-54","Not Disclosed","G11","Managerial","Leadership"
"BLD-100936","Male","Qatari","Not Tracked","47","45-54","Not Disclosed","G1","Staff","Non-Leadership"
"BLD-100937","Female","Jordanian","Not Tracked","56","55+","Not Disclosed","G8","Supervisory","Non-Leadership"
"BLD-100944","Male","Sri Lankan","Not Tracked","32","25-34","Not Disclosed","G6","Supervisory","Non-Leadership"
"BLD-100948","Male","Filipino","Not Tracked","56","55+","Not Disclosed","G3","Staff","Non-Leadership"
"BLD-100949","Female","Egyptian","Not Tracked","51","45-54","Not Disclosed","G8","Supervisory","Non-Leadership"
"BLD-100951","Female","Egyptian","Not Tracked","63","55+","Not Disclosed","G10","Managerial","Leadership"
"BLD-100953","Male","Egyptian","Not Tracked","45","45-54","Not Disclosed","G2","Staff","Non-Leadership"
"BLD-100959","Male","Sudanese","Not Tracked","57","55+","Not Disclosed","G1","Staff","Non-Leadership"
"BLD-100960","Male","Egyptian","Not Tracked","57","55+","Not Disclosed","G3","Staff","Non-Leadership"
"BLD-100961","Male","Filipino","Not Tracked","26","25-34","Not Disclosed","G8","Supervisory","Non-Leadership"
"BLD-100962","Female","Pakistani","Not Tracked","63","55+","Not Disclosed","G2","Staff","Non-Leadership"
"BLD-100966","Male","Jordanian","Not Tracked","55","55+","Not Disclosed","G1","Staff","Non-Leadership"
"BLD-100970","Male","Nepali","Not Tracked","51","45-54","Not Disclosed","G2","Staff","Non-Leadership"
"BLD-100971","Female","Egyptian","Not Tracked","60","55+","Not Disclosed","G3","Staff","Non-Leadership"
"BLD-100972","Male","Egyptian","Not Tracked","32","25-34","Not Disclosed","G4","Staff","Non-Leadership"
"BLD-100973","Male","Egyptian","Not Tracked","31","25-34","Not Disclosed","G2","Staff","Non-Leadership"
"BLD-100975","Male","Egyptian","Not Tracked","64","55+","Not Disclosed","G5","Staff","Non-Leadership"
"BLD-100976","Female","Egyptian","Not Tracked","55","55+","Not Disclosed","G10","Managerial","Leadership"
"BLD-100977","Male","Bangladeshi","Not Tracked","39","35-44","Not Disclosed","G1","Staff","Non-Leadership"
"BLD-100980","Male","Indian","Not Tracked","53","45-54","Not Disclosed","G6","Supervisory","Non-Leadership"
"BLD-100981","Male","Jordanian","Not Tracked","60","55+","Not Disclosed","G11","Managerial","Leadership"
"BLD-100982","Male","Egyptian","Not Tracked","55","55+","Not Disclosed","G8","Supervisory","Non-Leadership"
"BLD-100983","Female","Egyptian","Not Tracked","51","45-54","Not Disclosed","G6","Supervisory","Non-Leadership"
"BLD-100989","Female","Indian","Not Tracked","61","55+","Not Disclosed","G7","Supervisory","Non-Leadership"
"BLD-100992","Male","Egyptian","Not Tracked","47","45-54","Not Disclosed","G6","Supervisory","Non-Leadership"
"BLD-100993","Male","Egyptian","Not Tracked","50","45-54","Not Disclosed","G10","Managerial","Leadership"
"BLD-100994","Male","Sri Lankan","Not Tracked","24","<25","Not Disclosed","G12","Managerial","Leadership"
"BLD-100995","Male","Sri Lankan","Not Tracked","48","45-54","Not Disclosed","G5","Staff","Non-Leadership"
"BLD-100999","Male","Egyptian","Not Tracked","52","45-54","Not Disclosed","G1","Staff","Non-Leadership"
"BLD-101000","Female","Nepali","Not Tracked","56","55+","Not Disclosed","G6","Supervisory","Non-Leadership"
"BLD-101001","Female","Egyptian","Not Tracked","36","35-44","Not Disclosed","G11","Managerial","Leadership"
"BLD-101006","Male","Egyptian","Not Tracked","50","45-54","Not Disclosed","G1","Staff","Non-Leadership"
"BLD-101009","Male","Egyptian","Not Tracked","34","25-34","Not Disclosed","G10","Managerial","Leadership"
"BLD-101010","Female","Indian","Not Tracked","48","45-54","Not Disclosed","G1","Staff","Non-Leadership"
"BLD-101012","Male","Jordanian","Not Tracked","36","35-44","Not Disclosed","G12","Managerial","Leadership"
"BLD-101013","Male","Egyptian","Not Tracked","43","35-44","Not Disclosed","G12","Managerial","Leadership"
"BLD-101014","Male","Pakistani","Not Tracked","41","35-44","Not Disclosed","G12","Managerial","Leadership"
"BLD-101016","Male","Egyptian","Not Tracked","27","25-34","Not Disclosed","G1","Staff","Non-Leadership"
"BLD-101017","Male","Filipino","Not Tracked","45","45-54","Not Disclosed","G3","Staff","Non-Leadership"
"BLD-101018","Female","Indian","Not Tracked","47","45-54","Not Disclosed","G11","Managerial","Leadership"
"BLD-101021","Male","Sri Lankan","Not Tracked","52","45-54","Not Disclosed","G11","Managerial","Leadership"
"BLD-101023","Male","Indian","Not Tracked","48","45-54","Not Disclosed","G2","Staff","Non-Leadership"
"BLD-101024","Female","Qatari","Not Tracked","59","55+","Not Disclosed","G7","Supervisory","Non-Leadership"
"BLD-101027","Female","Egyptian","Not Tracked","57","55+","Not Disclosed","G1","Staff","Non-Leadership"
"BLD-101028","Female","Indian","Not Tracked","41","35-44","Not Disclosed","G7","Supervisory","Non-Leadership"
"BLD-101030","Female","Filipino","Not Tracked","44","35-44","Not Disclosed","G12","Managerial","Leadership"
"BLD-101031","Male","Egyptian","Not Tracked","47","45-54","Not Disclosed","G5","Staff","Non-Leadership"
"BLD-101032","Male","Filipino","Not Tracked","39","35-44","Not Disclosed","G5","Staff","Non-Leadership"
"BLD-101033","Male","Pakistani","Not Tracked","34","25-34","Not Disclosed","G8","Supervisory","Non-Leadership"
"BLD-101038","Male","Bangladeshi","Not Tracked","24","<25","Not Disclosed","G1","Staff","Non-Leadership"
"BLD-101039","Male","Indian","Not Tracked","50","45-54","Not Disclosed","G8","Supervisory","Non-Leadership"
"BLD-101040","Male","Egyptian","Not Tracked","53","45-54","Not Disclosed","G8","Supervisory","Non-Leadership"
"BLD-101041","Female","Egyptian","Not Tracked","52","45-54","Not Disclosed","G9","Supervisory","Non-Leadership"
"BLD-101042","Male","Indian","Not Tracked","36","35-44","Not Disclosed","G7","Supervisory","Non-Leadership"
"BLD-101043","Male","Indian","Not Tracked","52","45-54","Not Disclosed","G3","Staff","Non-Leadership"
"BLD-101045","Female","Nepali","Not Tracked","45","45-54","Not Disclosed","G11","Managerial","Leadership"
"BLD-101048","Female","Egyptian","Not Tracked","57","55+","Not Disclosed","G7","Supervisory","Non-Leadership"
"BLD-101049","Female","Indian","Not Tracked","26","25-34","Not Disclosed","G2","Staff","Non-Leadership"
"BLD-101051","Female","Sudanese","Not Tracked","37","35-44","Not Disclosed","G1","Staff","Non-Leadership"
"BLD-101052","Male","Egyptian","Not Tracked","38","35-44","Not Disclosed","G8","Supervisory","Non-Leadership"
"BLD-101053","Female","Filipino","Not Tracked","24","<25","Not Disclosed","G11","Managerial","Leadership"
"BLD-101056","Female","Indian","Not Tracked","55","55+","Not Disclosed","G4","Staff","Non-Leadership"
"BLD-101057","Male","Egyptian","Not Tracked","41","35-44","Not Disclosed","G10","Managerial","Leadership"
"BLD-101059","Male","Egyptian","Not Tracked","38","35-44","Not Disclosed","G4","Staff","Non-Leadership"
"BLD-101060","Male","Pakistani","Not Tracked","49","45-54","Not Disclosed","G4","Staff","Non-Leadership"
"BLD-101062","Male","Pakistani","Not Tracked","35","35-44","Not Disclosed","G8","Supervisory","Non-Leadership"
"BLD-101063","Female","Egyptian","Not Tracked","26","25-34","Not Disclosed","G9","Supervisory","Non-Leadership"
"BLD-101065","Male","Indian","Not Tracked","28","25-34","Not Disclosed","G6","Supervisory","Non-Leadership"
"BLD-101066","Male","Indian","Not Tracked","47","45-54","Not Disclosed","G8","Supervisory","Non-Leadership"
"BLD-101067","Male","Nepali","Not Tracked","47","45-54","Not Disclosed","G8","Supervisory","Non-Leadership"
"BLD-101068","Male","Egyptian","Not Tracked","48","45-54","Not Disclosed","G1","Staff","Non-Leadership"
"BLD-101069","Female","Sudanese","Not Tracked","51","45-54","Not Disclosed","G9","Supervisory","Non-Leadership"
"BLD-101070","Male","Sri Lankan","Not Tracked","44","35-44","Not Disclosed","G11","Managerial","Leadership"
"BLD-101073","Female","Indian","Not Tracked","49","45-54","Not Disclosed","G6","Supervisory","Non-Leadership"
"BLD-101074","Male","Jordanian","Not Tracked","56","55+","Not Disclosed","G6","Supervisory","Non-Leadership"
"BLD-101075","Female","Egyptian","Not Tracked","50","45-54","Not Disclosed","G1","Staff","Non-Leadership"
"BLD-101077","Female","Sri Lankan","Not Tracked","49","45-54","Not Disclosed","G2","Staff","Non-Leadership"
"BLD-101079","Male","Sri Lankan","Not Tracked","35","35-44","Not Disclosed","G9","Supervisory","Non-Leadership"
"BLD-101081","Male","Egyptian","Not Tracked","24","<25","Not Disclosed","G10","Managerial","Leadership"
"BLD-101082","Male","Pakistani","Not Tracked","40","35-44","Not Disclosed","G2","Staff","Non-Leadership"
"BLD-101083","Female","Egyptian","Not Tracked","40","35-44","Not Disclosed","G1","Staff","Non-Leadership"
"BLD-101084","Male","Egyptian","Not Tracked","31","25-34","Not Disclosed","G10","Managerial","Leadership"
"BLD-101085","Male","Filipino","Not Tracked","22","<25","Not Disclosed","G9","Supervisory","Non-Leadership"
"BLD-101087","Female","Nepali","Not Tracked","51","45-54","Not Disclosed","G6","Supervisory","Non-Leadership"
"BLD-101090","Male","Indian","Not Tracked","23","<25","Not Disclosed","G5","Staff","Non-Leadership"
"BLD-101091","Male","Egyptian","Not Tracked","55","55+","Not Disclosed","G3","Staff","Non-Leadership"
"BLD-101094","Male","Filipino","Not Tracked","49","45-54","Not Disclosed","G8","Supervisory","Non-Leadership"
"BLD-101096","Male","Egyptian","Not Tracked","52","45-54","Not Disclosed","G3","Staff","Non-Leadership"
"BLD-101098","Male","Bangladeshi","Not Tracked","52","45-54","Not Disclosed","G2","Staff","Non-Leadership"
"BLD-101099","Male","Egyptian","Not Tracked","48","45-54","Not Disclosed","G1","Staff","Non-Leadership"
"BLD-101101","Female","Pakistani","Not Tracked","38","35-44","Not Disclosed","G1","Staff","Non-Leadership"
"BLD-101103","Female","Jordanian","Not Tracked","33","25-34","Not Disclosed","G4","Staff","Non-Leadership"
"BLD-101104","Male","Egyptian","Not Tracked","40","35-44","Not Disclosed","G6","Supervisory","Non-Leadership"
"BLD-101105","Female","Egyptian","Not Tracked","43","35-44","Not Disclosed","G10","Managerial","Leadership"
"BLD-101108","Male","Egyptian","Not Tracked","39","35-44","Not Disclosed","G7","Supervisory","Non-Leadership"
"BLD-101109","Male","Sri Lankan","Not Tracked","26","25-34","Not Disclosed","G9","Supervisory","Non-Leadership"
"BLD-101110","Male","Indian","Not Tracked","20","<25","Not Disclosed","G5","Staff","Non-Leadership"
"BLD-101111","Male","Nepali","Not Tracked","45","45-54","Not Disclosed","G1","Staff","Non-Leadership"
"BLD-101112","Female","Nepali","Not Tracked","26","25-34","Not Disclosed","G6","Supervisory","Non-Leadership"
"BLD-101115","Male","Egyptian","Not Tracked","26","25-34","Not Disclosed","G8","Supervisory","Non-Leadership"
"BLD-101116","Female","Jordanian","Not Tracked","30","25-34","Not Disclosed","G5","Staff","Non-Leadership"
"BLD-101117","Male","Jordanian","Not Tracked","31","25-34","Not Disclosed","G1","Staff","Non-Leadership"
"BLD-101120","Female","Egyptian","Not Tracked","47","45-54","Not Disclosed","G2","Staff","Non-Leadership"
"BLD-101124","Female","Filipino","Not Tracked","21","<25","Not Disclosed","G7","Supervisory","Non-Leadership"
"BLD-101125","Male","Sudanese","Not Tracked","22","<25","Not Disclosed","G8","Supervisory","Non-Leadership"
"BLD-101126","Male","Nepali","Not Tracked","44","35-44","Not Disclosed","G11","Managerial","Leadership"
"BLD-101127","Female","Egyptian","Not Tracked","47","45-54","Not Disclosed","G3","Staff","Non-Leadership"
"BLD-101128","Male","Egyptian","Not Tracked","31","25-34","Not Disclosed","G13","Executive","Leadership"
"BLD-101129","Female","Egyptian","Not Tracked","30","25-34","Not Disclosed","G6","Supervisory","Non-Leadership"
"BLD-101130","Male","Egyptian","Not Tracked","44","35-44","Not Disclosed","G2","Staff","Non-Leadership"
"BLD-101131","Female","Egyptian","Not Tracked","51","45-54","Not Disclosed","G3","Staff","Non-Leadership"
"BLD-101133","Female","Egyptian","Not Tracked","38","35-44","Not Disclosed","G10","Managerial","Leadership"
"BLD-101135","Female","Pakistani","Not Tracked","33","25-34","Not Disclosed","G3","Staff","Non-Leadership"
"BLD-101136","Male","Indian","Not Tracked","47","45-54","Not Disclosed","G10","Managerial","Leadership"
"BLD-101137","Male","Egyptian","Not Tracked","29","25-34","Not Disclosed","G3","Staff","Non-Leadership"
"BLD-101138","Male","Nepali","Not Tracked","25","25-34","Not Disclosed","G7","Supervisory","Non-Leadership"
"BLD-101139","Female","Nepali","Not Tracked","33","25-34","Not Disclosed","G4","Staff","Non-Leadership"
"BLD-101140","Male","Nepali","Not Tracked","27","25-34","Not Disclosed","G3","Staff","Non-Leadership"
"BLD-101141","Female","Egyptian","Not Tracked","54","45-54","Not Disclosed","G8","Supervisory","Non-Leadership"
"BLD-101143","Female","Nepali","Not Tracked","22","<25","Not Disclosed","G11","Managerial","Leadership"
"BLD-101144","Female","Pakistani","Not Tracked","23","<25","Not Disclosed","G1","Staff","Non-Leadership"
"BLD-101145","Female","Pakistani","Not Tracked","22","<25","Not Disclosed","G3","Staff","Non-Leadership"
"BLD-101146","Male","Indian","Not Tracked","28","25-34","Not Disclosed","G3","Staff","Non-Leadership"
"BLD-101147","Male","Pakistani","Not Tracked","26","25-34","Not Disclosed","G13","Executive","Leadership"
"BLD-101148","Male","Filipino","Not Tracked","51","45-54","Not Disclosed","G9","Supervisory","Non-Leadership"
"BLD-101149","Female","Filipino","Not Tracked","41","35-44","Not Disclosed","G8","Supervisory","Non-Leadership"
"BLD-101150","Male","Nepali","Not Tracked","34","25-34","Not Disclosed","G10","Managerial","Leadership"
"BLD-101151","Female","Egyptian","Not Tracked","37","35-44","Not Disclosed","G9","Supervisory","Non-Leadership"
"BLD-101152","Male","Sri Lankan","Not Tracked","35","35-44","Not Disclosed","G4","Staff","Non-Leadership"
"BLD-101153","Male","Qatari","Not Tracked","28","25-34","Not Disclosed","G7","Supervisory","Non-Leadership"
"BLD-101154","Male","Egyptian","Not Tracked","38","35-44","Not Disclosed","G11","Managerial","Leadership"
"BLD-101156","Male","Pakistani","Not Tracked","29","25-34","Not Disclosed","G1","Staff","Non-Leadership"
"BLD-101158","Male","Jordanian","Not Tracked","49","45-54","Not Disclosed","G9","Supervisory","Non-Leadership"
"BLD-101159","Male","Bangladeshi","Not Tracked","47","45-54","Not Disclosed","G4","Staff","Non-Leadership"
"BLD-101160","Male","Sri Lankan","Not Tracked","51","45-54","Not Disclosed","G10","Managerial","Leadership"
"BLD-101161","Male","Pakistani","Not Tracked","44","35-44","Not Disclosed","G7","Supervisory","Non-Leadership"
"BLD-101163","Male","Pakistani","Not Tracked","44","35-44","Not Disclosed","G7","Supervisory","Non-Leadership"
"BLD-101165","Female","Nepali","Not Tracked","39","35-44","Not Disclosed","G6","Supervisory","Non-Leadership"
"BLD-101168","Male","Nepali","Not Tracked","41","35-44","Not Disclosed","G2","Staff","Non-Leadership"
"BLD-101169","Male","Nepali","Not Tracked","32","25-34","Not Disclosed","G3","Staff","Non-Leadership"
"BLD-101170","Male","Filipino","Not Tracked","22","<25","Not Disclosed","G1","Staff","Non-Leadership"
"BLD-101171","Male","Qatari","Not Tracked","48","45-54","Not Disclosed","G1","Staff","Non-Leadership"
"BLD-101172","Male","Indian","Not Tracked","39","35-44","Not Disclosed","G7","Supervisory","Non-Leadership"
"BLD-101176","Male","Pakistani","Not Tracked","36","35-44","Not Disclosed","G4","Staff","Non-Leadership"
"BLD-101177","Male","Egyptian","Not Tracked","22","<25","Not Disclosed","G2","Staff","Non-Leadership"
"BLD-101178","Male","Indian","Not Tracked","20","<25","Not Disclosed","G11","Managerial","Leadership"
"BLD-101179","Male","Jordanian","Not Tracked","53","45-54","Not Disclosed","G6","Supervisory","Non-Leadership"
"BLD-101181","Female","Bangladeshi","Not Tracked","31","25-34","Not Disclosed","G1","Staff","Non-Leadership"
"BLD-101183","Male","Egyptian","Not Tracked","41","35-44","Not Disclosed","G7","Supervisory","Non-Leadership"
"BLD-101184","Female","Egyptian","Not Tracked","54","45-54","Not Disclosed","G2","Staff","Non-Leadership"
"BLD-101185","Male","Egyptian","Not Tracked","22","<25","Not Disclosed","G7","Supervisory","Non-Leadership"
"BLD-101186","Female","Egyptian","Not Tracked","54","45-54","Not Disclosed","G8","Supervisory","Non-Leadership"
"BLD-101189","Male","Filipino","Not Tracked","38","35-44","Not Disclosed","G3","Staff","Non-Leadership"
"BLD-101192","Male","Indian","Not Tracked","31","25-34","Not Disclosed","G8","Supervisory","Non-Leadership"
"BLD-101193","Male","Pakistani","Not Tracked","42","35-44","Not Disclosed","G5","Staff","Non-Leadership"
"BLD-101194","Female","Egyptian","Not Tracked","48","45-54","Not Disclosed","G11","Managerial","Leadership"
"BLD-101195","Male","Egyptian","Not Tracked","49","45-54","Not Disclosed","G4","Staff","Non-Leadership"
"BLD-101196","Male","Egyptian","Not Tracked","36","35-44","Not Disclosed","G1","Staff","Non-Leadership"
"BLD-101197","Male","Nepali","Not Tracked","56","55+","Not Disclosed","G2","Staff","Non-Leadership"
"BLD-101198","Female","Bangladeshi","Not Tracked","27","25-34","Not Disclosed","G1","Staff","Non-Leadership"
"BLD-101199","Male","Indian","Not Tracked","51","45-54","Not Disclosed","G13","Executive","Leadership"
"BLD-101201","Male","Sudanese","Not Tracked","40","35-44","Not Disclosed","G6","Supervisory","Non-Leadership"
"BLD-101202","Male","Nepali","Not Tracked","27","25-34","Not Disclosed","G3","Staff","Non-Leadership"
"BLD-101203","Male","Egyptian","Not Tracked","33","25-34","Not Disclosed","G1","Staff","Non-Leadership"
"BLD-101204","Male","Egyptian","Not Tracked","45","45-54","Not Disclosed","G2","Staff","Non-Leadership"
"BLD-101205","Male","Indian","Not Tracked","29","25-34","Not Disclosed","G3","Staff","Non-Leadership"
"BLD-101206","Male","Egyptian","Not Tracked","33","25-34","Not Disclosed","G1","Staff","Non-Leadership"
"BLD-101207","Male","Pakistani","Not Tracked","25","25-34","Not Disclosed","G2","Staff","Non-Leadership"
"BLD-101208","Female","Bangladeshi","Not Tracked","26","25-34","Not Disclosed","G12","Managerial","Leadership"
"BLD-101210","Female","Egyptian","Not Tracked","34","25-34","Not Disclosed","G10","Managerial","Leadership"
"BLD-101211","Female","Indian","Not Tracked","28","25-34","Not Disclosed","G1","Staff","Non-Leadership"
"BLD-101212","Female","Bangladeshi","Not Tracked","37","35-44","Not Disclosed","G6","Supervisory","Non-Leadership"
"BLD-101213","Male","Pakistani","Not Tracked","30","25-34","Not Disclosed","G3","Staff","Non-Leadership"
"BLD-101215","Female","Bangladeshi","Not Tracked","54","45-54","Not Disclosed","G11","Managerial","Leadership"
"BLD-101216","Male","Egyptian","Not Tracked","51","45-54","Not Disclosed","G2","Staff","Non-Leadership"
"BLD-101217","Male","Egyptian","Not Tracked","53","45-54","Not Disclosed","G6","Supervisory","Non-Leadership"
"BLD-101218","Male","Egyptian","Not Tracked","36","35-44","Not Disclosed","G8","Supervisory","Non-Leadership"
"BLD-101219","Male","Pakistani","Not Tracked","35","35-44","Not Disclosed","G10","Managerial","Leadership"
"BLD-101220","Female","Egyptian","Not Tracked","49","45-54","Not Disclosed","G11","Managerial","Leadership"
"BLD-101221","Male","Sudanese","Not Tracked","53","45-54","Not Disclosed","G2","Staff","Non-Leadership"
"BLD-101222","Female","Egyptian","Not Tracked","25","25-34","Not Disclosed","G9","Supervisory","Non-Leadership"
"BLD-101223","Male","Sri Lankan","Not Tracked","25","25-34","Not Disclosed","G6","Supervisory","Non-Leadership"
"BLD-101225","Male","Nepali","Not Tracked","30","25-34","Not Disclosed","G1","Staff","Non-Leadership"
"BLD-101227","Male","Egyptian","Not Tracked","50","45-54","Not Disclosed","G7","Supervisory","Non-Leadership"
"BLD-101228","Male","Egyptian","Not Tracked","30","25-34","Not Disclosed","G3","Staff","Non-Leadership"
"BLD-101229","Male","Egyptian","Not Tracked","45","45-54","Not Disclosed","G5","Staff","Non-Leadership"
"BLD-101232","Male","Pakistani","Not Tracked","26","25-34","Not Disclosed","G3","Staff","Non-Leadership"
"BLD-101233","Male","Nepali","Not Tracked","43","35-44","Not Disclosed","G6","Supervisory","Non-Leadership"
"BLD-101234","Male","Nepali","Not Tracked","43","35-44","Not Disclosed","G3","Staff","Non-Leadership"
"BLD-101235","Male","Nepali","Not Tracked","28","25-34","Not Disclosed","G1","Staff","Non-Leadership"
"BLD-101238","Female","Indian","Not Tracked","46","45-54","Not Disclosed","G1","Staff","Non-Leadership"
"BLD-101239","Male","Egyptian","Not Tracked","54","45-54","Not Disclosed","G6","Supervisory","Non-Leadership"
"BLD-101240","Male","Egyptian","Not Tracked","25","25-34","Not Disclosed","G2","Staff","Non-Leadership"
"BLD-101241","Male","Egyptian","Not Tracked","29","25-34","Not Disclosed","G10","Managerial","Leadership"
"BLD-101245","Female","Egyptian","Not Tracked","44","35-44","Not Disclosed","G5","Staff","Non-Leadership"
"BLD-101246","Male","Egyptian","Not Tracked","41","35-44","Not Disclosed","G1","Staff","Non-Leadership"
"BLD-101247","Male","Pakistani","Not Tracked","53","45-54","Not Disclosed","G12","Managerial","Leadership"
"BLD-101248","Female","Nepali","Not Tracked","20","<25","Not Disclosed","G3","Staff","Non-Leadership"
"BLD-101249","Female","Indian","Not Tracked","50","45-54","Not Disclosed","G2","Staff","Non-Leadership"
"BLD-101250","Male","Egyptian","Not Tracked","35","35-44","Not Disclosed","G9","Supervisory","Non-Leadership"
"BLD-101251","Male","Indian","Not Tracked","32","25-34","Not Disclosed","G9","Supervisory","Non-Leadership"
"BLD-101252","Male","Indian","Not Tracked","43","35-44","Not Disclosed","G10","Managerial","Leadership"
"BLD-101253","Female","Bangladeshi","Not Tracked","55","55+","Not Disclosed","G7","Supervisory","Non-Leadership"
"BLD-101254","Male","Nepali","Not Tracked","31","25-34","Not Disclosed","G1","Staff","Non-Leadership"
"BLD-101255","Female","Egyptian","Not Tracked","37","35-44","Not Disclosed","G8","Supervisory","Non-Leadership"
"BLD-101256","Male","Pakistani","Not Tracked","44","35-44","Not Disclosed","G4","Staff","Non-Leadership"
"BLD-101257","Female","Sudanese","Not Tracked","55","55+","Not Disclosed","G8","Supervisory","Non-Leadership"
"BLD-101259","Male","Sri Lankan","Not Tracked","32","25-34","Not Disclosed","G10","Managerial","Leadership"
"BLD-101260","Male","Pakistani","Not Tracked","56","55+","Not Disclosed","G5","Staff","Non-Leadership"
"BLD-101261","Male","Nepali","Not Tracked","40","35-44","Not Disclosed","G7","Supervisory","Non-Leadership"
"BLD-101262","Female","Egyptian","Not Tracked","44","35-44","Not Disclosed","G6","Supervisory","Non-Leadership"
"BLD-101263","Female","Bangladeshi","Not Tracked","47","45-54","Not Disclosed","G9","Supervisory","Non-Leadership"
"BLD-101265","Male","Filipino","Not Tracked","49","45-54","Not Disclosed","G11","Managerial","Leadership"
"BLD-101267","Male","Nepali","Not Tracked","28","25-34","Not Disclosed","G1","Staff","Non-Leadership"
"BLD-101268","Female","Indian","Not Tracked","46","45-54","Not Disclosed","G2","Staff","Non-Leadership"
"BLD-101271","Male","Egyptian","Not Tracked","48","45-54","Not Disclosed","G2","Staff","Non-Leadership"
"BLD-101273","Female","Qatari","Not Tracked","38","35-44","Not Disclosed","G1","Staff","Non-Leadership"
"BLD-101274","Male","Indian","Not Tracked","54","45-54","Not Disclosed","G11","Managerial","Leadership"
"BLD-101275","Male","Egyptian","Not Tracked","52","45-54","Not Disclosed","G2","Staff","Non-Leadership"
"BLD-101276","Male","Nepali","Not Tracked","29","25-34","Not Disclosed","G2","Staff","Non-Leadership"
"BLD-101278","Female","Egyptian","Not Tracked","46","45-54","Not Disclosed","G4","Staff","Non-Leadership"
"BLD-101279","Male","Indian","Not Tracked","46","45-54","Not Disclosed","G10","Managerial","Leadership"
"BLD-101280","Male","Egyptian","Not Tracked","51","45-54","Not Disclosed","G6","Supervisory","Non-Leadership"
"BLD-101281","Male","Bangladeshi","Not Tracked","56","55+","Not Disclosed","G3","Staff","Non-Leadership"
"BLD-101282","Male","Sri Lankan","Not Tracked","26","25-34","Not Disclosed","G5","Staff","Non-Leadership"
"BLD-101283","Female","Sudanese","Not Tracked","55","55+","Not Disclosed","G5","Staff","Non-Leadership"
"BLD-101285","Female","Egyptian","Not Tracked","48","45-54","Not Disclosed","G4","Staff","Non-Leadership"
"BLD-101286","Male","Egyptian","Not Tracked","35","35-44","Not Disclosed","G2","Staff","Non-Leadership"
"BLD-101288","Male","Egyptian","Not Tracked","44","35-44","Not Disclosed","G5","Staff","Non-Leadership"
"BLD-101290","Female","Egyptian","Not Tracked","45","45-54","Not Disclosed","G5","Staff","Non-Leadership"
"BLD-101292","Female","Egyptian","Not Tracked","41","35-44","Not Disclosed","G13","Executive","Leadership"
"BLD-101293","Male","Egyptian","Not Tracked","43","35-44","Not Disclosed","G7","Supervisory","Non-Leadership"
"BLD-101295","Male","Egyptian","Not Tracked","29","25-34","Not Disclosed","G1","Staff","Non-Leadership"
"BLD-101297","Male","Sri Lankan","Not Tracked","43","35-44","Not Disclosed","G13","Executive","Leadership"
"BLD-101298","Female","Egyptian","Not Tracked","23","<25","Not Disclosed","G1","Staff","Non-Leadership"
"BLD-101299","Male","Sri Lankan","Not Tracked","55","55+","Not Disclosed","G10","Managerial","Leadership"
"BLD-101303","Male","Indian","Not Tracked","45","45-54","Not Disclosed","G1","Staff","Non-Leadership"
"BLD-101304","Female","Nepali","Not Tracked","23","<25","Not Disclosed","G10","Managerial","Leadership"
"BLD-101305","Female","Egyptian","Not Tracked","52","45-54","Not Disclosed","G8","Supervisory","Non-Leadership"
"BLD-101307","Female","Egyptian","Not Tracked","47","45-54","Not Disclosed","G14","Executive","Leadership"
"BLD-101308","Female","Nepali","Not Tracked","55","55+","Not Disclosed","G11","Managerial","Leadership"
"BLD-101309","Male","Bangladeshi","Not Tracked","30","25-34","Not Disclosed","G10","Managerial","Leadership"
"BLD-101310","Female","Egyptian","Not Tracked","52","45-54","Not Disclosed","G8","Supervisory","Non-Leadership"
"BLD-101312","Male","Egyptian","Not Tracked","48","45-54","Not Disclosed","G8","Supervisory","Non-Leadership"
"BLD-101313","Male","Filipino","Not Tracked","32","25-34","Not Disclosed","G8","Supervisory","Non-Leadership"
"BLD-101314","Male","Jordanian","Not Tracked","49","45-54","Not Disclosed","G10","Managerial","Leadership"
"BLD-101316","Female","Qatari","Not Tracked","37","35-44","Not Disclosed","G4","Staff","Non-Leadership"
"BLD-101317","Male","Egyptian","Not Tracked","42","35-44","Not Disclosed","G3","Staff","Non-Leadership"
"BLD-101319","Female","Qatari","Not Tracked","40","35-44","Not Disclosed","G1","Staff","Non-Leadership"
