"requisition_id","vacancy_position","job_grade","department","hiring_manager","requisition_open_date","requisition_close_date","candidate_id","candidate_gender","candidate_nationality","source_of_hire","interview_date","offer_date","joining_date","recruitment_cost"
"REQ-5275","Senior Technician - Engineering & Maintenance","G6","Engineering & Maintenance","Ramesh Kapoor","2023-07-14","2023-09-06","CAN-5275","Female","Filipino","Agency","2023-08-21","2023-08-30","2023-09-10","11280"
"REQ-5276","Operator - Quality Assurance & Food Safety","G4","Quality Assurance & Food Safety","Sunita Cruz","2024-06-05","2024-08-06","CAN-5276","Male","Egyptian","Agency","2024-06-24","2024-06-30","2024-08-10","6290"
"REQ-5277","Manager - Finance","G10","Finance","Mariam Khan","2025-06-01","2025-07-12","CAN-5277","Male","Egyptian","LinkedIn","2025-07-05","2025-07-11","2025-07-15","11020"
"REQ-5278","Associate - Quality Assurance & Food Safety","G1","Quality Assurance & Food Safety","Hassan Rai","2024-05-23","2024-07-30","CAN-5278","Male","Bangladeshi","University Hiring","2024-06-11","2024-06-23","2024-08-03","9140"
"REQ-5279","Officer - Corporate & Executive Office","G4","Corporate & Executive Office","Rakesh Islam","2023-03-03","2023-05-13","CAN-5279","Male","Sri Lankan","Agency","2023-03-19","2023-03-30","2023-05-16","5910"
"REQ-5280","Associate - Corporate & Executive Office","G3","Corporate & Executive Office","Rowena Fernandes","2025-08-25","2025-10-21","CAN-5280","Male","Indian","LinkedIn","2025-09-22","2025-10-02","2025-10-22","3690"
"REQ-5281","Coordinator - Farm Operations","G4","Farm Operations","Ramesh Malik","2024-06-10","2024-07-23","CAN-5281","Male","Sudanese","Referral","2024-06-30","2024-07-07","2024-07-25","9940"
"REQ-5282","Assistant - Quality Assurance & Food Safety","G1","Quality Assurance & Food Safety","Aisha Ahmed","2025-11-06","2025-12-07","CAN-5282","Male","Nepali","Referral","2025-12-03","2025-12-07","2025-12-11","4560"
"REQ-5283","Senior Technician - Marketing","G6","Marketing","Priya Abdullah","2024-08-22","2024-10-02","CAN-5283","Male","Filipino","Referral","2024-09-05","2024-09-17","2024-10-05","9470"
"REQ-5284","Team Lead - Corporate & Executive Office","G7","Corporate & Executive Office","Noor Abdullah","2023-06-12","2023-08-04","CAN-5284","Female","Pakistani","University Hiring","2023-06-25","2023-07-02","2023-08-04","2960"
"REQ-5285","Associate - Supply Chain & Logistics","G1","Supply Chain & Logistics","Layla Ahmed","2024-11-09","2025-01-20","CAN-5285","Male","Indian","Internal Transfer","2024-11-19","2024-11-26","2025-01-20","0"
"REQ-5286","Senior Technician - Quality Assurance & Food Safety","G6","Quality Assurance & Food Safety","Manoj Al-Kuwari","2024-05-31","2024-08-03","CAN-5286","Male","Jordanian","Referral","2024-06-18","2024-07-02","2024-08-07","2350"
"REQ-5287","Specialist - People & Culture","G6","People & Culture","Sameer Iqbal","2023-03-14","2023-05-02","CAN-5287","Male","Egyptian","Walk-in","2023-03-31","2023-04-05","2023-05-05","8230"
"REQ-5288","Specialist - People & Culture","G7","People & Culture","Juan Malik","2023-10-08","2023-11-21","CAN-5288","Female","Jordanian","Referral","2023-11-08","2023-11-20","2023-11-21","5540"
"REQ-5289","Associate - Supply Chain & Logistics","G1","Supply Chain & Logistics","Ramesh Santos","2023-02-17","2023-04-03","CAN-5289","Male","Pakistani","Internal Transfer","2023-03-06","2023-03-14","2023-04-05","0"
"REQ-5290","Specialist - Production","G9","Production","Ali Ibrahim","2023-06-02","2023-08-01","CAN-5290","Male","Egyptian","University Hiring","2023-06-12","2023-06-26","2023-08-04","6580"
"REQ-5291","Specialist - Engineering & Maintenance","G6","Engineering & Maintenance","Ramesh Kapoor","2024-08-25","2024-09-19","CAN-5291","Male","Filipino","University Hiring","2024-09-24","2024-10-05","2024-09-19","4370"
"REQ-5292","Operator - Procurement","G3","Procurement","Yasmin Iqbal","2025-05-27","2025-06-30","CAN-5292","Male","Filipino","Referral","2025-06-11","2025-06-18","2025-07-02","8330"
"REQ-5293","Officer - Procurement","G1","Procurement","Mohamed Chowdhury","2023-04-08","2023-06-07","CAN-5293","Male","Filipino","Career Site","2023-04-27","2023-05-09","2023-06-08","10000"
"REQ-5294","Officer - Supply Chain & Logistics","G5","Supply Chain & Logistics","Anil Islam","2022-11-11","2023-01-19","CAN-5294","Female","Egyptian","Career Site","2022-12-02","2022-12-08","2023-01-21","9780"
"REQ-5295","Specialist - Engineering & Maintenance","G9","Engineering & Maintenance","Suresh Devi","2024-08-03","2024-08-30","CAN-5295","Male","Indian","Referral","2024-08-19","2024-09-01","2024-09-01","10650"
"REQ-5296","Supervisor - Finance","G6","Finance","Sameer Abdullah","2023-03-30","2023-06-08","CAN-5296","Female","Sudanese","Agency","2023-04-18","2023-04-21","2023-06-08","1560"
"REQ-5297","Associate - Quality Assurance & Food Safety","G2","Quality Assurance & Food Safety","Pooja Mansour","2023-02-12","2023-04-01","CAN-5297","Male","Egyptian","Agency","2023-02-28","2023-03-02","2023-04-01","9480"
"REQ-5298","Senior Officer - Sales & Distribution","G6","Sales & Distribution","Yasmin Sharma","2024-09-10","2024-10-05","CAN-5298","Male","Egyptian","Career Site","2024-09-30","2024-10-10","2024-10-05","2680"
"REQ-5299","Team Lead - People & Culture","G8","People & Culture","Sunita Youssef","2025-01-26","2025-02-16","CAN-5299","Male","Egyptian","Career Site","2025-02-06","2025-02-19","2025-02-16","6840"
"REQ-5300","Assistant - Engineering & Maintenance","G5","Engineering & Maintenance","Bishnu El-Sayed","2025-01-22","2025-03-04","CAN-5300","Male","Pakistani","LinkedIn","2025-02-02","2025-02-05","2025-03-08","9060"
"REQ-5301","Specialist - Production","G9","Production","Mohamed Baig","2024-08-04","2024-09-24","CAN-5301","Male","Egyptian","Agency","2024-08-23","2024-09-03","2024-09-25","9200"
"REQ-5302","Team Lead - Sales & Distribution","G8","Sales & Distribution","Suresh Iqbal","2024-04-27","2024-06-23","CAN-5302","Male","Egyptian","Referral","2024-05-16","2024-05-22","2024-06-25","3130"
"REQ-5303","Coordinator - Farm Operations","G5","Farm Operations","Sameer Kapoor","2023-04-01","2023-05-23","CAN-5303","Male","Sri Lankan","Referral","2023-05-09","2023-05-12","2023-05-26","2770"
"REQ-5304","Coordinator - Sales & Distribution","G1","Sales & Distribution","Jose Malik","2024-08-18","2024-09-15","CAN-5304","Male","Egyptian","LinkedIn","2024-08-29","2024-09-10","2024-09-15","11890"
"REQ-5305","Operator - Finance","G5","Finance","Fatima Youssef","2024-05-13","2024-07-18","CAN-5305","Female","Egyptian","Agency","2024-06-21","2024-07-01","2024-07-18","5200"
"REQ-5306","Operator - Quality Assurance & Food Safety","G2","Quality Assurance & Food Safety","Kumar Mansour","2022-12-07","2023-01-02","CAN-5306","Male","Jordanian","Walk-in","2023-01-14","2023-01-28","2023-01-06","2950"
"REQ-5307","Manager - IT & Digital","G10","IT & Digital","Deepak Gurung","2024-07-16","2024-09-06","CAN-5307","Male","Indian","LinkedIn","2024-08-09","2024-08-19","2024-09-07","9030"
"REQ-5308","Team Lead - R&D","G8","R&D","Hind Khan","2024-11-06","2024-11-24","CAN-5308","Female","Indian","Career Site","2024-12-08","2024-12-17","2024-11-26","8760"
"REQ-5309","Specialist - IT & Digital","G9","IT & Digital","Ahmed Al-Sayed","2024-01-12","2024-02-26","CAN-5309","Female","Nepali","Internal Transfer","2024-02-06","2024-02-08","2024-02-26","0"
"REQ-5310","Associate - Production","G1","Production","Kavita Chowdhury","2023-11-04","2023-12-12","CAN-5310","Male","Egyptian","LinkedIn","2023-12-02","2023-12-07","2023-12-14","9290"
"REQ-5311","Officer - Finance","G5","Finance","Santosh Reyes","2024-07-20","2024-08-10","CAN-5311","Male","Egyptian","LinkedIn","2024-08-09","2024-08-18","2024-08-14","3830"
"REQ-5312","Associate - Corporate & Executive Office","G1","Corporate & Executive Office","Deepak Abdullah","2024-04-17","2024-05-12","CAN-5312","Female","Indian","Agency","2024-05-01","2024-05-07","2024-05-14","8380"
"REQ-5313","Manager - Finance","G11","Finance","Krishna Kapoor","2025-10-07","2025-12-12","CAN-5313","Male","Indian","Referral","2025-10-27","2025-10-29","2025-12-12","10820"
"REQ-5314","Officer - Marketing","G4","Marketing","Dina Farouk","2025-01-04","2025-03-04","CAN-5314","Male","Egyptian","Walk-in","2025-02-06","2025-02-10","2025-03-07","6060"
"REQ-5315","Senior Technician - Farm Operations","G9","Farm Operations","Ahmed Cruz","2022-11-20","2023-01-22","CAN-5315","Female","Nepali","Referral","2022-12-25","2023-01-08","2023-01-24","3210"
"REQ-5316","Operator - Finance","G3","Finance","Mohamed Al-Sayed","2025-03-16","2025-04-29","CAN-5316","Male","Nepali","Internal Transfer","2025-04-08","2025-04-12","2025-05-01","0"
"REQ-5317","Technician - Marketing","G1","Marketing","Dina Farouk","2025-05-12","2025-06-01","CAN-5317","Female","Indian","Referral","2025-06-17","2025-06-20","2025-06-02","5530"
"REQ-5318","Assistant Manager - Quality Assurance & Food Safety","G10","Quality Assurance & Food Safety","Anil Khan","2023-03-31","2023-05-18","CAN-5318","Male","Sri Lankan","Walk-in","2023-04-12","2023-04-15","2023-05-18","4390"
"REQ-5319","Manager - R&D","G11","R&D","Manoj Fernandes","2022-12-08","2023-01-14","CAN-5319","Female","Indian","LinkedIn","2022-12-25","2022-12-27","2023-01-15","3770"
"REQ-5320","Manager - Marketing","G10","Marketing","Huda Abdullah","2023-02-09","2023-04-18","CAN-5320","Female","Filipino","Walk-in","2023-03-03","2023-03-07","2023-04-21","11210"
"REQ-5321","Operator - Procurement","G4","Procurement","Bikram Youssef","2024-10-22","2024-12-19","CAN-5321","Male","Bangladeshi","Referral","2024-11-23","2024-11-26","2024-12-19","7740"
"REQ-5322","Technician - Sales & Distribution","G1","Sales & Distribution","Ramesh El-Sayed","2025-05-30","2025-07-11","CAN-5322","Female","Indian","Career Site","2025-06-14","2025-06-27","2025-07-11","9980"
"REQ-5323","Specialist - Supply Chain & Logistics","G9","Supply Chain & Logistics","Rakesh Cruz","2024-11-29","2025-01-24","CAN-5323","Female","Filipino","Referral","2024-12-13","2024-12-27","2025-01-26","5290"
"REQ-5324","Operator - Finance","G2","Finance","Santosh Fernandes","2023-07-11","2023-08-02","CAN-5324","Male","Egyptian","Agency","2023-08-04","2023-08-18","2023-08-03","9830"
"REQ-5325","Supervisor - Procurement","G9","Procurement","Bikram Al-Sayed","2024-12-26","2025-03-06","CAN-5325","Female","Pakistani","Agency","2025-01-29","2025-02-12","2025-03-06","6330"
"REQ-5326","Assistant Manager - Supply Chain & Logistics","G11","Supply Chain & Logistics","Suresh Reyes","2023-06-14","2023-07-15","CAN-5326","Male","Nepali","LinkedIn","2023-07-22","2023-07-28","2023-07-19","7350"
"REQ-5327","Operator - Corporate & Executive Office","G1","Corporate & Executive Office","Rakesh Sharma","2023-05-24","2023-07-08","CAN-5327","Female","Indian","Referral","2023-06-22","2023-06-28","2023-07-08","1960"
"REQ-5328","Coordinator - Supply Chain & Logistics","G5","Supply Chain & Logistics","Rina Hassan","2023-12-24","2024-02-21","CAN-5328","Male","Jordanian","LinkedIn","2024-01-03","2024-01-12","2024-02-25","5380"
"REQ-5329","Coordinator - Production","G3","Production","Bishnu Mansour","2023-09-07","2023-10-19","CAN-5329","Male","Nepali","Walk-in","2023-10-11","2023-10-21","2023-10-21","11250"
"REQ-5330","Technician - Procurement","G1","Procurement","Rakesh Fernandes","2025-06-12","2025-08-10","CAN-5330","Male","Indian","Agency","2025-07-15","2025-07-21","2025-08-11","7160"
"REQ-5331","Supervisor - IT & Digital","G7","IT & Digital","Ahmed Al-Sayed","2023-11-02","2023-12-11","CAN-5331","Female","Pakistani","Agency","2023-11-20","2023-11-30","2023-12-13","4390"
"REQ-5332","Officer - IT & Digital","G2","IT & Digital","Jose Chowdhury","2025-07-07","2025-09-17","CAN-5332","Male","Indian","Referral","2025-07-19","2025-07-25","2025-09-18","2660"
"REQ-5333","Operator - Marketing","G1","Marketing","Bishnu Sharma","2025-09-29","2025-11-12","CAN-5333","Female","Nepali","Referral","2025-11-07","2025-11-14","2025-11-15","7100"
"REQ-5334","Officer - Sales & Distribution","G4","Sales & Distribution","Sameer Islam","2025-09-14","2025-11-11","CAN-5334","Male","Indian","Career Site","2025-10-09","2025-10-14","2025-11-14","11190"
"REQ-5335","Officer - Procurement","G2","Procurement","Mohamed Chowdhury","2025-07-20","2025-08-16","CAN-5335","Male","Bangladeshi","Referral","2025-08-02","2025-08-12","2025-08-18","11390"
"REQ-5336","Officer - Production","G5","Production","Deepak Mahmoud","2025-06-19","2025-08-23","CAN-5336","Male","Egyptian","Agency","2025-07-02","2025-07-16","2025-08-24","850"
"REQ-5337","Supervisor - Sales & Distribution","G7","Sales & Distribution","Kumar El-Sayed","2023-08-12","2023-10-04","CAN-5337","Female","Egyptian","Agency","2023-09-19","2023-09-29","2023-10-04","1100"
"REQ-5338","Associate - Procurement","G1","Procurement","Faisal Iqbal","2024-10-10","2024-11-14","CAN-5338","Male","Indian","Agency","2024-10-24","2024-11-06","2024-11-17","6020"
"REQ-5339","Team Lead - Sales & Distribution","G7","Sales & Distribution","Suresh Hassan","2024-09-04","2024-10-18","CAN-5339","Male","Indian","LinkedIn","2024-10-01","2024-10-13","2024-10-18","10640"
"REQ-5340","Officer - Finance","G4","Finance","Grace Fernandes","2023-07-03","2023-09-14","CAN-5340","Male","Egyptian","LinkedIn","2023-08-07","2023-08-16","2023-09-15","2600"
"REQ-5341","Assistant - People & Culture","G1","People & Culture","Juan Gurung","2024-08-29","2024-10-08","CAN-5341","Female","Egyptian","Agency","2024-09-12","2024-09-20","2024-10-11","11610"
"REQ-5342","Officer - Production","G4","Production","Santosh Gurung","2025-07-28","2025-08-17","CAN-5342","Male","Egyptian","Referral","2025-08-30","2025-09-12","2025-08-21","7460"
"REQ-5343","Assistant - Sales & Distribution","G3","Sales & Distribution","Manoj Reyes","2024-01-15","2024-03-23","CAN-5343","Male","Egyptian","Referral","2024-02-11","2024-02-17","2024-03-27","9880"
"REQ-5344","Assistant - Production","G5","Production","Sameer Cruz","2024-10-02","2024-11-16","CAN-5344","Male","Qatari","University Hiring","2024-10-19","2024-10-28","2024-11-18","7600"
"REQ-5345","Coordinator - R&D","G2","R&D","Kumar Malik","2024-04-18","2024-06-25","CAN-5345","Female","Bangladeshi","LinkedIn","2024-05-26","2024-06-01","2024-06-27","2130"
"REQ-5346","Coordinator - R&D","G1","R&D","Layla Chowdhury","2025-03-20","2025-05-24","CAN-5346","Male","Filipino","LinkedIn","2025-04-05","2025-04-17","2025-05-27","4200"
"REQ-5347","Operator - Finance","G4","Finance","Ravi Islam","2024-10-02","2024-11-27","CAN-5347","Female","Egyptian","Agency","2024-10-13","2024-10-15","2024-12-01","5990"
"REQ-5348","Team Lead - Sales & Distribution","G9","Sales & Distribution","Hassan Baig","2023-12-08","2024-01-17","CAN-5348","Male","Sri Lankan","Internal Transfer","2024-01-04","2024-01-08","2024-01-20","0"
"REQ-5349","Senior Technician - IT & Digital","G8","IT & Digital","Anita Fernandes","2023-04-01","2023-04-26","CAN-5349","Male","Bangladeshi","Referral","2023-05-04","2023-05-14","2023-04-27","5970"
"REQ-5350","Manager - People & Culture","G12","People & Culture","Prakash Mendoza","2024-03-10","2024-05-19","CAN-5350","Male","Nepali","Referral","2024-04-16","2024-04-20","2024-05-21","2910"
"REQ-5351","Assistant - Procurement","G1","Procurement","Bikram Al-Kuwari","2024-11-20","2025-01-05","CAN-5351","Female","Jordanian","Walk-in","2024-12-05","2024-12-08","2025-01-06","5340"
"REQ-5352","Senior Technician - IT & Digital","G8","IT & Digital","Manoj Abdullah","2024-03-30","2024-04-27","CAN-5352","Male","Egyptian","Referral","2024-04-21","2024-05-05","2024-05-01","8100"
"REQ-5353","Operator - Production","G4","Production","Omar Al-Kuwari","2023-05-23","2023-08-01","CAN-5353","Male","Sri Lankan","Agency","2023-06-28","2023-07-08","2023-08-05","5630"
"REQ-5354","Officer - Procurement","G5","Procurement","Yasmin Iqbal","2024-05-03","2024-06-12","CAN-5354","Male","Nepali","University Hiring","2024-05-19","2024-05-27","2024-06-12","11540"
"REQ-5355","Team Lead - Quality Assurance & Food Safety","G9","Quality Assurance & Food Safety","Rajesh Fernandes","2025-04-19","2025-06-14","CAN-5355","Male","Egyptian","LinkedIn","2025-05-05","2025-05-16","2025-06-14","10910"
"REQ-5356","Technician - Sales & Distribution","G5","Sales & Distribution","Bishnu Al-Marri","2025-08-05","2025-09-15","CAN-5356","Female","Indian","Career Site","2025-08-24","2025-09-07","2025-09-15","2120"
"REQ-5357","Assistant - Supply Chain & Logistics","G4","Supply Chain & Logistics","Bishnu Al-Marri","2023-03-18","2023-04-22","CAN-5357","Male","Pakistani","Referral","2023-03-28","2023-04-09","2023-04-22","6790"
"REQ-5358","Senior Manager - Finance","G11","Finance","Krishna Kapoor","2023-12-27","2024-01-15","CAN-5358","Male","Indian","LinkedIn","2024-02-01","2024-02-10","2024-01-19","5780"
"REQ-5359","Supervisor - Supply Chain & Logistics","G6","Supply Chain & Logistics","Prakash Kapoor","2022-12-21","2023-03-05","CAN-5359","Male","Egyptian","LinkedIn","2023-01-05","2023-01-19","2023-03-05","2920"
"REQ-5360","Operator - Production","G3","Production","Arjun Kapoor","2023-10-28","2023-12-14","CAN-5360","Male","Bangladeshi","Referral","2023-11-12","2023-11-26","2023-12-15","10510"
"REQ-5361","Team Lead - Marketing","G9","Marketing","Priya Abdullah","2025-10-22","2025-11-15","CAN-5361","Male","Nepali","University Hiring","2025-11-17","2025-11-29","2025-11-18","10230"
"REQ-5362","Senior Officer - Finance","G9","Finance","Shobha Thapa","2024-08-07","2024-09-11","CAN-5362","Female","Egyptian","Career Site","2024-09-04","2024-09-07","2024-09-15","6910"
"REQ-5363","Officer - People & Culture","G3","People & Culture","Noor Mahmoud","2024-01-08","2024-02-16","CAN-5363","Male","Sudanese","University Hiring","2024-02-15","2024-02-28","2024-02-18","8690"
"REQ-5364","Assistant Manager - People & Culture","G11","People & Culture","Prakash Mendoza","2025-07-01","2025-08-30","CAN-5364","Male","Pakistani","LinkedIn","2025-07-24","2025-07-31","2025-09-01","4850"
"REQ-5365","Senior Technician - Supply Chain & Logistics","G8","Supply Chain & Logistics","Prakash Kapoor","2024-07-19","2024-08-17","CAN-5365","Male","Egyptian","Referral","2024-08-01","2024-08-04","2024-08-18","9530"
"REQ-5366","Assistant - Quality Assurance & Food Safety","G2","Quality Assurance & Food Safety","Pooja Mansour","2023-11-05","2024-01-01","CAN-5366","Female","Egyptian","Internal Transfer","2023-11-20","2023-12-04","2024-01-03","0"
"REQ-5367","Technician - IT & Digital","G4","IT & Digital","Aisha Al-Sayed","2024-07-30","2024-08-23","CAN-5367","Male","Egyptian","Referral","2024-08-18","2024-08-22","2024-08-23","11730"
"REQ-5368","Supervisor - People & Culture","G7","People & Culture","Khalid Santos","2025-08-22","2025-10-25","CAN-5368","Female","Pakistani","Walk-in","2025-09-12","2025-09-20","2025-10-26","11740"
"REQ-5369","Assistant - Corporate & Executive Office","G2","Corporate & Executive Office","Krishna Al-Sayed","2023-01-22","2023-02-12","CAN-5369","Male","Jordanian","Referral","2023-02-17","2023-02-19","2023-02-13","1510"
"REQ-5370","Officer - Quality Assurance & Food Safety","G1","Quality Assurance & Food Safety","Waleed Gurung","2023-03-16","2023-04-13","CAN-5370","Male","Indian","Walk-in","2023-03-30","2023-04-08","2023-04-13","6820"
"REQ-5371","Coordinator - IT & Digital","G2","IT & Digital","Hassan Malik","2023-09-14","2023-11-06","CAN-5371","Male","Indian","Career Site","2023-10-17","2023-10-21","2023-11-09","7720"
"REQ-5372","Officer - Marketing","G1","Marketing","Priya Devi","2023-07-22","2023-09-11","CAN-5372","Male","Nepali","LinkedIn","2023-08-19","2023-09-02","2023-09-15","1810"
"REQ-5373","Operator - Quality Assurance & Food Safety","G5","Quality Assurance & Food Safety","Pooja Thapa","2024-06-17","2024-07-31","CAN-5373","Female","Egyptian","Walk-in","2024-07-09","2024-07-16","2024-08-01","5040"
"REQ-5374","Supervisor - Marketing","G6","Marketing","Anil Kapoor","2024-06-03","2024-07-07","CAN-5374","Male","Qatari","Referral","2024-06-16","2024-06-25","2024-07-10","4390"
"REQ-5375","Operator - R&D","G5","R&D","Dina Al-Marri","2024-10-02","2024-10-29","CAN-5375","Male","Nepali","Agency","2024-10-17","2024-10-27","2024-11-01","3360"
"REQ-5376","Associate - Farm Operations","G3","Farm Operations","Khalid Gurung","2024-11-19","2025-01-17","CAN-5376","Male","Jordanian","Walk-in","2024-12-26","2024-12-30","2025-01-20","2900"
"REQ-5377","Supervisor - Finance","G7","Finance","Arjun Cruz","2023-12-16","2024-02-19","CAN-5377","Male","Sri Lankan","Agency","2024-01-12","2024-01-20","2024-02-19","6490"
"REQ-5378","Assistant - Production","G4","Production","Bishnu Mansour","2022-12-13","2023-02-20","CAN-5378","Male","Egyptian","Agency","2022-12-31","2023-01-14","2023-02-22","6150"
"REQ-5379","Technician - People & Culture","G4","People & Culture","Juan Gurung","2024-10-04","2024-12-11","CAN-5379","Male","Egyptian","Agency","2024-11-12","2024-11-14","2024-12-13","3350"
"REQ-5380","Officer - Corporate & Executive Office","G1","Corporate & Executive Office","Pooja Abdullah","2022-11-16","2023-01-11","CAN-5380","Male","Nepali","University Hiring","2022-12-14","2022-12-16","2023-01-14","6050"
"REQ-5381","Coordinator - Corporate & Executive Office","G4","Corporate & Executive Office","Pooja Abdullah","2023-03-15","2023-04-27","CAN-5381","Female","Indian","Referral","2023-04-02","2023-04-10","2023-05-01","10010"
"REQ-5382","Coordinator - Sales & Distribution","G3","Sales & Distribution","Omar Chowdhury","2023-05-23","2023-07-18","CAN-5382","Male","Indian","Agency","2023-06-24","2023-07-06","2023-07-21","7940"
"REQ-5383","Senior Technician - Engineering & Maintenance","G9","Engineering & Maintenance","Ravi Youssef","2025-08-16","2025-09-11","CAN-5383","Male","Indian","LinkedIn","2025-09-18","2025-09-28","2025-09-15","8220"
"REQ-5384","Officer - Supply Chain & Logistics","G3","Supply Chain & Logistics","Khalid Santos","2023-07-04","2023-09-01","CAN-5384","Male","Bangladeshi","LinkedIn","2023-08-10","2023-08-24","2023-09-04","5560"
"REQ-5385","Supervisor - Engineering & Maintenance","G6","Engineering & Maintenance","Ramesh Kapoor","2023-04-25","2023-06-14","CAN-5385","Male","Nepali","Career Site","2023-05-16","2023-05-24","2023-06-18","5950"
"REQ-5386","Technician - Supply Chain & Logistics","G2","Supply Chain & Logistics","Sanjay El-Sayed","2024-09-26","2024-11-13","CAN-5386","Male","Bangladeshi","Referral","2024-10-23","2024-11-03","2024-11-14","3020"
"REQ-5387","Technician - Engineering & Maintenance","G2","Engineering & Maintenance","Hassan Kapoor","2024-02-24","2024-04-01","CAN-5387","Male","Indian","Walk-in","2024-03-08","2024-03-19","2024-04-04","3850"
"REQ-5388","Associate - Production","G4","Production","Kumar Iqbal","2025-10-25","2025-12-14","CAN-5388","Male","Egyptian","Referral","2025-11-06","2025-11-20","2025-12-14","3010"
"REQ-5389","Associate - Farm Operations","G2","Farm Operations","Noor Islam","2023-08-07","2023-09-16","CAN-5389","Male","Nepali","Walk-in","2023-08-26","2023-09-03","2023-09-17","9320"
"REQ-5390","Manager - Sales & Distribution","G10","Sales & Distribution","Mohamed Rai","2025-04-19","2025-05-15","CAN-5390","Male","Jordanian","LinkedIn","2025-05-24","2025-05-28","2025-05-18","6160"
"REQ-5391","Operator - Quality Assurance & Food Safety","G4","Quality Assurance & Food Safety","Waleed Baig","2025-02-05","2025-04-10","CAN-5391","Male","Egyptian","LinkedIn","2025-02-26","2025-03-03","2025-04-10","2230"
"REQ-5392","Senior Officer - Procurement","G9","Procurement","Santosh Mansour","2025-08-04","2025-09-29","CAN-5392","Female","Bangladeshi","Referral","2025-09-07","2025-09-18","2025-10-01","6190"
"REQ-5393","Technician - Engineering & Maintenance","G3","Engineering & Maintenance","Sanjay Baig","2023-01-16","2023-02-15","CAN-5393","Male","Pakistani","Career Site","2023-02-12","2023-02-23","2023-02-18","5820"
"REQ-5394","Specialist - Quality Assurance & Food Safety","G7","Quality Assurance & Food Safety","Anil Gurung","2023-07-21","2023-08-30","CAN-5394","Male","Filipino","LinkedIn","2023-08-08","2023-08-13","2023-09-03","2780"
"REQ-5395","Senior Manager - Sales & Distribution","G10","Sales & Distribution","Anil Khan","2023-06-11","2023-07-11","CAN-5395","Male","Indian","LinkedIn","2023-07-01","2023-07-08","2023-07-13","9220"
"REQ-5396","Technician - Supply Chain & Logistics","G1","Supply Chain & Logistics","Ramesh Santos","2023-08-22","2023-09-19","CAN-5396","Female","Indian","Referral","2023-09-06","2023-09-11","2023-09-20","5710"
"REQ-5397","Assistant Manager - Quality Assurance & Food Safety","G12","Quality Assurance & Food Safety","Rakesh Cruz","2024-02-25","2024-04-22","CAN-5397","Female","Egyptian","LinkedIn","2024-03-31","2024-04-06","2024-04-23","9350"
"REQ-5398","Associate - Corporate & Executive Office","G1","Corporate & Executive Office","Rina Iqbal","2025-03-23","2025-04-11","CAN-5398","Male","Bangladeshi","Internal Transfer","2025-04-12","2025-04-20","2025-04-15","0"
"REQ-5399","Associate - Farm Operations","G3","Farm Operations","Krishna Thapa","2023-08-31","2023-09-17","CAN-5399","Male","Nepali","Internal Transfer","2023-09-28","2023-10-12","2023-09-21","0"
"REQ-5400","Coordinator - Corporate & Executive Office","G1","Corporate & Executive Office","Faisal Cruz","2025-09-03","2025-10-13","CAN-5400","Male","Sri Lankan","Career Site","2025-10-07","2025-10-20","2025-10-17","5960"
"REQ-5401","Coordinator - Production","G1","Production","Rakesh Youssef","2025-01-17","2025-03-19","CAN-5401","Male","Indian","Agency","2025-02-17","2025-02-19","2025-03-19","6340"
"REQ-5402","Associate - Production","G4","Production","Krishna Santos","2023-01-28","2023-03-14","CAN-5402","Male","Egyptian","Agency","2023-02-20","2023-03-01","2023-03-16","10170"
"REQ-5403","Senior Technician - Sales & Distribution","G9","Sales & Distribution","Yasmin Sharma","2023-08-22","2023-11-04","CAN-5403","Male","Egyptian","Career Site","2023-09-22","2023-09-26","2023-11-04","10300"
"REQ-5404","Assistant - Quality Assurance & Food Safety","G2","Quality Assurance & Food Safety","Aisha Ahmed","2023-01-03","2023-03-02","CAN-5404","Female","Bangladeshi","Walk-in","2023-02-02","2023-02-15","2023-03-06","4320"
"REQ-5405","Technician - Farm Operations","G3","Farm Operations","Ramesh Malik","2024-12-10","2025-01-04","CAN-5405","Male","Nepali","Internal Transfer","2025-01-11","2025-01-16","2025-01-06","0"
"REQ-5406","Officer - IT & Digital","G3","IT & Digital","Hari Al-Marri","2025-09-21","2025-11-10","CAN-5406","Male","Indian","Agency","2025-10-13","2025-10-19","2025-11-14","4120"
"REQ-5407","Senior Manager - R&D","G10","R&D","Suresh Reyes","2025-05-13","2025-06-13","CAN-5407","Female","Filipino","Referral","2025-05-29","2025-06-02","2025-06-13","11430"
"REQ-5408","Senior Officer - Sales & Distribution","G7","Sales & Distribution","Rakesh Baig","2025-01-17","2025-03-18","CAN-5408","Male","Egyptian","Internal Transfer","2025-01-28","2025-02-09","2025-03-20","0"
"REQ-5409","Operator - Engineering & Maintenance","G3","Engineering & Maintenance","Ravi Mansour","2025-06-23","2025-08-18","CAN-5409","Male","Nepali","Career Site","2025-07-25","2025-07-29","2025-08-18","3760"
"REQ-5410","Operator - Procurement","G3","Procurement","Sanjay Fernandes","2025-07-19","2025-09-23","CAN-5410","Male","Filipino","Internal Transfer","2025-08-21","2025-08-24","2025-09-27","0"
"REQ-5411","Associate - People & Culture","G2","People & Culture","Hassan Cruz","2023-03-03","2023-05-12","CAN-5411","Female","Filipino","LinkedIn","2023-03-25","2023-03-30","2023-05-16","11600"
