"employee_id","salary_effective_date","housing_allowance","transport_allowance","education_allowance","other_allowances","variable_pay","bonus","incentive","total_cash_compensation","total_remuneration"
"BLD-100636","2025-01-01","850","1000","800","0","0","1290","0","7810","8890"
"BLD-100637","2023-01-01","1840","700","0","0","0","6670","0","16240","17850"
"BLD-100637","2024-01-01","1760","1040","0","0","0","0","0","11030","12140"
"BLD-100637","2025-01-01","2100","900","0","0","0","0","0","11020","12470"
"BLD-100638","2023-01-01","2640","1140","410","0","0","0","0","13110","14980"
"BLD-100638","2024-01-01","2970","620","0","0","0","5770","0","19660","21090"
"BLD-100638","2025-01-01","1970","900","480","0","0","0","0","12860","14090"
"BLD-100639","2023-01-01","1030","1060","1380","220","0","0","460","9100","10300"
"BLD-100640","2023-01-01","1170","1130","0","0","0","0","0","6390","7210"
"BLD-100641","2023-01-01","1170","990","0","330","0","0","0","7320","7730"
"BLD-100641","2024-01-01","1000","960","0","0","0","2770","0","9540","10020"
"BLD-100641","2025-01-01","1500","610","680","0","0","0","0","8030","8850"
"BLD-100642","2023-01-01","1290","830","0","0","0","0","0","7130","8090"
"BLD-100642","2024-01-01","1420","850","0","0","0","4400","0","11590","12630"
"BLD-100642","2025-01-01","1440","630","620","0","0","0","0","8380","8830"
"BLD-100643","2023-01-01","1690","750","900","0","0","0","0","10270","11070"
"BLD-100644","2023-01-01","850","730","710","0","0","0","250","5810","6190"
"BLD-100644","2024-01-01","710","600","0","0","0","0","750","4970","5650"
"BLD-100644","2025-01-01","900","1150","0","310","0","2560","70","8340","8850"
"BLD-100645","2023-01-01","820","1090","0","0","0","0","0","5130","5570"
"BLD-100645","2024-01-01","720","1120","170","240","0","0","0","5240","5710"
"BLD-100646","2023-01-01","1950","990","0","170","0","0","0","11430","12300"
"BLD-100646","2024-01-01","2280","620","1160","0","0","0","0","13530","14840"
"BLD-100646","2025-01-01","2420","740","1010","0","0","0","0","14320","15690"
"BLD-100647","2023-01-01","730","1100","1350","210","0","2600","0","9320","9980"
"BLD-100648","2023-01-01","1200","710","0","0","0","2200","0","8630","9760"
"BLD-100648","2024-01-01","1250","870","1090","0","0","1480","0","9310","10590"
"BLD-100648","2025-01-01","970","630","0","0","0","0","0","6170","6960"
"BLD-100649","2023-01-01","1100","1050","0","0","0","0","0","5880","6230"
"BLD-100649","2024-01-01","1080","1140","0","290","0","0","0","6730","7500"
"BLD-100649","2025-01-01","1310","810","0","0","0","0","0","6710","7140"
"BLD-100650","2023-01-01","1330","1120","0","120","0","0","0","7380","8010"
"BLD-100650","2024-01-01","1380","900","470","0","0","2170","0","9830","10470"
"BLD-100650","2025-01-01","1530","860","0","0","0","0","0","7880","8300"
"BLD-100651","2023-01-01","4020","1050","0","0","980","6460","0","26360","29420"
"BLD-100652","2023-01-01","1120","710","1270","350","0","1780","0","9770","11040"
"BLD-100652","2024-01-01","970","910","0","0","0","1560","0","8050","8980"
"BLD-100653","2023-01-01","1960","910","0","0","0","0","0","9750","11020"
"BLD-100654","2023-01-01","1170","780","0","0","0","2780","0","10260","11440"
"BLD-100654","2024-01-01","1200","870","1330","250","0","0","0","9490","10560"
"BLD-100654","2025-01-01","1520","650","0","0","0","4390","0","12340","13350"
"BLD-100655","2023-01-01","1320","710","0","0","0","0","0","6810","7300"
"BLD-100655","2024-01-01","1470","1030","0","0","0","3140","0","10610","11550"
"BLD-100655","2025-01-01","1210","990","0","0","0","4230","0","11410","12220"
"BLD-100656","2023-01-01","860","620","0","370","0","1230","0","6030","6500"
"BLD-100657","2023-01-01","4110","890","0","0","270","6190","0","26160","29520"
"BLD-100657","2024-01-01","3360","940","0","100","1010","7530","0","26370","30180"
"BLD-100657","2025-01-01","3260","660","0","0","430","0","0","18150","19120"
"BLD-100658","2023-01-01","1260","960","0","0","0","3590","0","11520","12270"
"BLD-100659","2023-01-01","1550","820","0","80","0","0","90","8180","9140"
"BLD-100659","2024-01-01","1510","1110","1340","0","0","3570","180","14060","15410"
"BLD-100659","2025-01-01","1910","1190","0","330","0","1290","60","12120","13120"
"BLD-100660","2023-01-01","1290","1050","0","60","0","0","80","7460","8110"
"BLD-100660","2024-01-01","1240","1000","0","0","0","4190","600","12620","13550"
"BLD-100660","2025-01-01","1330","870","0","0","0","2930","150","11120","12400"
"BLD-100661","2023-01-01","800","790","1120","310","0","0","0","6180","7040"
"BLD-100661","2024-01-01","620","1150","0","0","0","0","0","4790","5170"
"BLD-100661","2025-01-01","720","1180","0","0","0","0","0","5340","5760"
"BLD-100662","2023-01-01","1250","690","0","0","0","320","0","6800","7620"
"BLD-100662","2024-01-01","940","780","0","0","0","730","0","6760","7110"
"BLD-100662","2025-01-01","940","660","1130","270","0","0","0","7620","8670"
"BLD-100663","2023-01-01","3790","1190","0","380","1080","2190","0","21860","25000"
"BLD-100664","2023-01-01","1150","1030","1090","0","0","0","0","8050","8600"
"BLD-100664","2024-01-01","1020","1190","300","0","0","1090","0","8500","9500"
"BLD-100664","2025-01-01","1480","770","0","0","0","4130","0","11990","13090"
"BLD-100665","2023-01-01","4890","870","1090","0","780","21950","0","53290","57630"
"BLD-100665","2024-01-01","5830","760","0","0","10","0","0","29230","31370"
"BLD-100665","2025-01-01","4880","1140","0","0","2170","3660","0","33970","37430"
"BLD-100666","2023-01-01","1190","880","240","0","0","0","0","7210","8100"
"BLD-100666","2024-01-01","850","780","0","0","0","0","0","5870","6440"
"BLD-100666","2025-01-01","1380","1140","0","0","0","1530","0","9190","10450"
"BLD-100667","2023-01-01","640","1040","1430","140","0","0","0","6000","6460"
"BLD-100668","2023-01-01","1200","660","0","0","0","2610","0","8710","9250"
"BLD-100669","2023-01-01","860","930","1390","0","0","2900","0","9100","9800"
"BLD-100669","2024-01-01","660","1010","0","0","0","520","0","5220","5670"
"BLD-100669","2025-01-01","850","1080","0","0","0","1350","0","6420","7270"
"BLD-100670","2023-01-01","2920","720","0","200","0","9680","0","24510","27500"
"BLD-100670","2024-01-01","2980","1000","0","0","0","4080","0","18750","20340"
"BLD-100670","2025-01-01","3360","790","0","0","0","11640","0","28630","31050"
"BLD-100671","2023-01-01","2710","760","990","0","0","1950","0","15690","17960"
"BLD-100671","2024-01-01","2420","880","0","0","0","0","0","13560","14310"
"BLD-100671","2025-01-01","3050","630","270","0","0","6940","0","21480","24470"
"BLD-100672","2023-01-01","5470","1080","450","90","1380","2370","660","35080","37250"
"BLD-100672","2024-01-01","7280","1020","1340","0","750","0","570","36090","38990"
"BLD-100672","2025-01-01","6220","1170","0","0","420","0","740","32530","36390"
"BLD-100673","2023-01-01","2160","960","0","0","0","2780","460","16710","18500"
"BLD-100673","2024-01-01","2350","970","0","250","0","0","350","15180","17150"
"BLD-100673","2025-01-01","3660","1170","1420","0","0","6430","30","25100","27830"
"BLD-100674","2023-01-01","830","740","0","0","0","1840","0","6730","7310"
"BLD-100674","2024-01-01","910","830","0","0","0","0","0","5100","5650"
"BLD-100674","2025-01-01","720","1180","1350","0","0","0","0","6770","7490"
"BLD-100675","2023-01-01","3130","820","380","0","0","9320","0","26050","28680"
"BLD-100675","2024-01-01","2370","950","0","90","0","0","0","14990","15900"
"BLD-100675","2025-01-01","2850","770","1200","0","0","7360","0","25730","28260"
"BLD-100676","2023-01-01","3050","810","0","0","420","10240","20","29530","32650"
"BLD-100676","2024-01-01","3700","730","0","160","750","8960","600","29570","33880"
"BLD-100676","2025-01-01","3290","1130","0","0","1060","7830","360","27930","31070"
"BLD-100677","2023-01-01","1720","910","1320","0","0","0","0","10470","11750"
"BLD-100677","2024-01-01","1450","620","0","0","0","5140","0","13280","14140"
"BLD-100677","2025-01-01","1780","700","0","0","0","0","0","9330","10090"
"BLD-100678","2023-01-01","610","1070","0","0","0","0","0","4420","4900"
"BLD-100678","2024-01-01","750","1080","0","0","0","1150","0","6440","7290"
"BLD-100678","2025-01-01","770","700","1220","300","0","0","0","6020","6710"
"BLD-100679","2023-01-01","3140","680","1420","0","0","10920","0","27380","28980"
"BLD-100679","2024-01-01","3060","1130","0","0","0","6790","0","21940","23290"
"BLD-100679","2025-01-01","3250","1100","0","240","0","0","0","18720","20230"
"BLD-100680","2023-01-01","730","860","0","0","0","300","0","4930","5580"
"BLD-100680","2024-01-01","1020","610","0","0","0","0","0","5180","5560"
"BLD-100681","2023-01-01","1260","1200","0","0","0","2980","0","9730","11030"
"BLD-100681","2024-01-01","1460","670","0","0","0","3740","0","10810","12010"
"BLD-100681","2025-01-01","1100","1020","0","0","0","3410","0","9870","10850"
"BLD-100682","2023-01-01","770","770","1060","0","0","3400","0","9420","10250"
"BLD-100683","2023-01-01","880","600","0","0","0","0","0","5340","6120"
"BLD-100683","2024-01-01","770","870","0","400","0","0","0","5670","6180"
"BLD-100683","2025-01-01","950","730","0","400","0","1820","0","7700","8690"
"BLD-100684","2023-01-01","1590","710","0","0","0","3880","0","11590","12180"
"BLD-100684","2024-01-01","1520","860","0","0","0","0","0","8300","9400"
"BLD-100685","2023-01-01","670","990","0","0","0","0","0","4710","4990"
"BLD-100685","2024-01-01","910","620","0","0","0","1940","0","7220","8020"
"BLD-100685","2025-01-01","880","1130","0","320","0","3390","0","9340","10370"
"BLD-100686","2023-01-01","990","1130","0","0","0","2790","0","9550","10440"
"BLD-100687","2023-01-01","1090","790","1490","0","0","1220","0","9290","10500"
"BLD-100687","2024-01-01","1560","1060","1050","0","0","4740","0","13790","15040"
"BLD-100687","2025-01-01","1310","890","590","0","0","5950","0","15000","15900"
"BLD-100688","2023-01-01","930","1140","0","0","0","0","0","5580","5880"
"BLD-100688","2024-01-01","980","1010","0","0","0","3310","0","8770","9300"
"BLD-100689","2023-01-01","690","1010","0","0","0","540","0","5180","5470"
"BLD-100689","2024-01-01","730","1100","0","0","0","1780","0","6750","7200"
"BLD-100689","2025-01-01","940","980","960","0","0","2620","0","8710","9330"
"BLD-100690","2023-01-01","1380","1040","930","0","0","0","0","10250","11610"
"BLD-100690","2024-01-01","1770","980","0","380","0","20","0","11310","12900"
"BLD-100690","2025-01-01","1820","840","0","0","0","0","0","11100","11910"
"BLD-100691","2023-01-01","830","750","0","0","0","2060","0","7260","7790"
"BLD-100691","2024-01-01","1090","990","190","0","0","0","0","6280","6990"
"BLD-100691","2025-01-01","1280","940","80","0","0","3180","0","10050","11260"
"BLD-100692","2023-01-01","2400","880","0","390","0","1900","0","14710","16490"
"BLD-100692","2024-01-01","1860","1030","0","180","0","8340","0","20030","21250"
"BLD-100692","2025-01-01","2660","1170","1120","0","0","0","0","15250","16570"
"BLD-100693","2023-01-01","880","1180","0","0","0","3000","0","9260","10050"
"BLD-100693","2024-01-01","1030","920","0","0","0","0","0","6580","7560"
"BLD-100693","2025-01-01","1350","990","0","0","0","0","0","6930","7970"
"BLD-100694","2023-01-01","910","1100","450","0","0","0","0","5580","5990"
"BLD-100695","2023-01-01","2840","1180","0","110","1090","0","0","18910","20730"
"BLD-100695","2024-01-01","4040","1030","0","0","1040","14000","0","34690","39530"
"BLD-100695","2025-01-01","4120","900","890","0","590","0","0","23490","25050"
"BLD-100696","2023-01-01","830","620","0","0","0","2750","0","8310","9130"
"BLD-100696","2024-01-01","770","640","1050","0","0","0","0","6110","6880"
"BLD-100696","2025-01-01","840","990","380","0","0","140","0","6530","7480"
"BLD-100697","2023-01-01","3610","840","0","0","820","6340","490","29430","31650"
"BLD-100697","2024-01-01","4990","1140","0","0","1370","0","20","24900","27170"
"BLD-100697","2025-01-01","5510","1080","1430","80","1160","0","710","28790","31090"
"BLD-100698","2023-01-01","600","1120","300","0","0","0","0","4990","5670"
"BLD-100698","2024-01-01","870","930","0","400","0","0","0","5160","5530"
"BLD-100698","2025-01-01","670","670","180","0","0","1360","0","5860","6640"
"BLD-100699","2023-01-01","1230","1180","370","0","0","360","0","7360","7780"
"BLD-100699","2024-01-01","1090","1160","0","160","0","4400","0","11620","13060"
"BLD-100699","2025-01-01","1170","1160","0","0","0","240","0","7680","8090"
"BLD-100700","2023-01-01","10120","1170","410","400","2820","20820","0","71910","79550"
"BLD-100700","2024-01-01","8960","750","0","0","2840","0","0","51540","56860"
"BLD-100700","2025-01-01","13250","600","0","0","1050","35540","0","100710","112420"
"BLD-100701","2023-01-01","1700","940","780","0","0","0","0","9850","10770"
"BLD-100701","2024-01-01","1870","750","0","340","0","2750","0","12170","13980"
"BLD-100701","2025-01-01","1550","670","0","0","0","0","0","8450","9610"
"BLD-100702","2023-01-01","930","920","580","0","0","2800","370","9590","10140"
"BLD-100702","2024-01-01","1120","650","0","0","0","3810","770","10640","11220"
"BLD-100702","2025-01-01","1400","700","0","0","0","0","790","8160","8630"
"BLD-100703","2023-01-01","2040","690","0","0","0","9440","0","21760","24610"
"BLD-100703","2024-01-01","2510","1010","0","0","0","4610","0","17330","18790"
"BLD-100703","2025-01-01","2500","860","0","380","0","3830","0","17000","18170"
"BLD-100704","2023-01-01","1900","1130","0","0","0","7550","0","18450","21140"
"BLD-100704","2024-01-01","2400","1180","1500","0","0","0","0","13370","14590"
"BLD-100704","2025-01-01","2120","720","0","200","0","0","0","11040","12290"
"BLD-100705","2023-01-01","1280","960","0","0","0","0","0","7920","8580"
"BLD-100705","2024-01-01","1490","660","0","0","0","60","0","8160","9080"
"BLD-100705","2025-01-01","1690","1200","0","200","0","5360","0","14450","16200"
"BLD-100706","2023-01-01","780","910","0","0","0","2950","0","7970","8740"
"BLD-100706","2024-01-01","820","900","0","0","0","2170","0","7260","8270"
"BLD-100706","2025-01-01","1080","700","80","0","0","0","0","5710","6180"
"BLD-100707","2023-01-01","800","810","560","0","0","2760","0","8200","9350"
"BLD-100707","2024-01-01","670","770","0","0","0","1820","0","6470","7370"
"BLD-100708","2023-01-01","940","890","460","0","0","0","0","5960","6540"
"BLD-100708","2024-01-01","1000","1170","0","0","0","2560","0","8490","9280"
"BLD-100708","2025-01-01","1080","970","0","0","0","1300","0","7330","7790"
"BLD-100709","2023-01-01","1890","740","0","0","0","4860","0","14340","15720"
"BLD-100709","2024-01-01","2050","780","0","0","0","0","0","11440","12230"
"BLD-100709","2025-01-01","1780","680","1150","0","0","4020","0","16070","17030"
"BLD-100710","2023-01-01","1880","1130","380","0","0","390","0","10280","11120"
"BLD-100710","2024-01-01","2060","820","570","0","0","6540","0","16890","18600"
"BLD-100710","2025-01-01","1810","1040","0","0","0","0","0","10170","11250"
"BLD-100711","2023-01-01","940","970","0","0","0","1470","0","6570","6930"
"BLD-100712","2023-01-01","650","750","0","0","0","0","0","4470","4810"
"BLD-100712","2024-01-01","720","1040","0","0","0","720","0","5850","6460"
"BLD-100712","2025-01-01","650","790","0","240","0","0","0","4690","5180"
"BLD-100713","2023-01-01","860","700","0","190","0","600","0","5380","5700"
"BLD-100713","2024-01-01","730","690","0","0","0","470","0","4740","5170"
"BLD-100713","2025-01-01","750","1190","0","0","0","0","0","5500","6290"
"BLD-100714","2023-01-01","3580","730","0","0","900","0","0","19640","22530"
"BLD-100714","2024-01-01","3600","920","20","0","580","8280","0","29670","34050"
"BLD-100714","2025-01-01","4070","1140","960","0","1140","14680","0","38170","41310"
"BLD-100715","2023-01-01","3130","620","0","0","20","0","0","16490","18930"
"BLD-100715","2024-01-01","3990","1080","0","0","940","2980","0","22280","24540"
"BLD-100715","2025-01-01","3280","1110","0","0","360","1700","0","21520","23940"
"BLD-100716","2023-01-01","1080","620","0","0","0","560","530","7520","8170"
"BLD-100716","2024-01-01","1670","970","0","0","0","3990","530","12960","13620"
"BLD-100716","2025-01-01","1470","670","20","10","0","3240","320","11530","13240"
"BLD-100717","2023-01-01","1330","860","0","0","0","0","0","7710","8590"
"BLD-100717","2024-01-01","1210","1100","0","0","0","0","0","7580","8580"
"BLD-100717","2025-01-01","1530","840","940","0","0","5410","0","14220","15280"
"BLD-100718","2023-01-01","950","1040","0","0","0","4270","730","11460","12160"
"BLD-100718","2024-01-01","1320","1090","0","0","0","1230","490","8660","9400"
"BLD-100718","2025-01-01","1390","1170","770","0","0","3950","470","12710","13540"
"BLD-100719","2023-01-01","1780","720","0","0","0","640","0","11300","11980"
"BLD-100719","2024-01-01","1970","800","0","0","0","1330","0","12200","13410"
"BLD-100719","2025-01-01","1720","690","0","0","0","0","0","10540","11460"
"BLD-100720","2023-01-01","680","690","0","0","0","0","0","4230","4520"
"BLD-100721","2023-01-01","2640","920","0","0","0","11850","0","27970","31330"
"BLD-100722","2023-01-01","3610","1040","0","0","0","0","0","17470","18480"
"BLD-100722","2024-01-01","3570","990","0","210","0","8180","0","25060","27830"
"BLD-100722","2025-01-01","3120","880","0","0","0","0","0","16340","17680"
"BLD-100723","2023-01-01","1390","680","0","0","0","4640","0","11360","12990"
"BLD-100724","2023-01-01","4060","1140","0","0","840","9960","0","32290","36680"
"BLD-100724","2024-01-01","3270","940","40","0","320","0","0","17540","19400"
"BLD-100725","2023-01-01","1640","940","0","0","0","2990","0","11660","12770"
"BLD-100725","2024-01-01","1720","680","0","0","0","4160","0","12880","13990"
"BLD-100725","2025-01-01","2160","940","0","0","0","0","0","10700","11410"
"BLD-100726","2023-01-01","760","1200","0","0","0","1820","0","7080","7940"
"BLD-100726","2024-01-01","760","760","0","330","0","0","0","4720","5190"
"BLD-100726","2025-01-01","770","1120","600","0","0","0","0","5790","6550"
"BLD-100727","2023-01-01","1200","700","0","0","0","300","0","7910","8800"
"BLD-100727","2024-01-01","1550","1060","1220","0","0","0","0","10720","11350"
"BLD-100727","2025-01-01","1550","840","0","260","0","0","0","8910","9960"
"BLD-100728","2023-01-01","2460","630","0","120","0","0","0","12370","13260"
"BLD-100729","2023-01-01","2320","920","1030","0","0","7980","0","22400","23870"
"BLD-100729","2024-01-01","2520","650","0","0","0","0","0","14610","16710"
"BLD-100729","2025-01-01","2420","920","0","0","0","5290","0","20690","23570"
"BLD-100730","2023-01-01","1830","820","0","0","0","0","0","10070","11010"
"BLD-100730","2024-01-01","1470","670","1030","0","0","0","0","10510","11800"
"BLD-100730","2025-01-01","2130","690","1340","140","0","5750","0","19420","21550"
"BLD-100731","2023-01-01","3510","650","0","0","0","12030","0","28490","32590"
"BLD-100731","2024-01-01","3140","740","1310","0","0","0","0","18380","20860"
"BLD-100731","2025-01-01","2740","880","0","370","0","0","0","16660","18010"
"BLD-100732","2023-01-01","1000","830","0","220","0","0","0","5720","6560"
"BLD-100732","2024-01-01","1130","690","1120","0","0","0","0","6740","7630"
"BLD-100732","2025-01-01","700","950","0","190","0","0","0","5240","5880"
"BLD-100733","2023-01-01","800","1010","30","0","0","0","0","4830","5170"
"BLD-100733","2024-01-01","690","710","0","0","0","2580","0","7210","7910"
"BLD-100733","2025-01-01","690","700","0","0","0","0","0","4760","5010"
"BLD-100734","2023-01-01","2620","810","0","20","0","0","0","13280","14110"
"BLD-100734","2024-01-01","1950","950","0","0","0","4840","0","16360","18060"
"BLD-100734","2025-01-01","2920","690","1100","0","0","0","0","14550","15480"
"BLD-100735","2023-01-01","2460","660","0","0","0","4190","0","15520","16730"
"BLD-100735","2024-01-01","2490","720","0","0","0","4510","0","17770","20400"
"BLD-100735","2025-01-01","2400","1130","440","0","0","1590","0","14910","17140"
"BLD-100736","2023-01-01","1110","850","0","320","0","0","0","7170","7680"
"BLD-100737","2023-01-01","3780","1160","0","0","760","8040","0","29330","32800"
"BLD-100737","2024-01-01","3700","660","0","0","430","11710","0","30120","34540"
"BLD-100738","2023-01-01","6280","1190","760","0","10","12820","0","43010","47420"
"BLD-100738","2024-01-01","7180","770","0","0","110","0","0","33840","38170"
"BLD-100738","2025-01-01","6240","1190","1420","0","1700","2050","0","36700","41970"
"BLD-100739","2023-01-01","2210","760","0","0","0","6220","0","19700","21040"
"BLD-100739","2024-01-01","3280","640","0","0","0","0","0","16870","18340"
"BLD-100739","2025-01-01","3290","650","0","0","0","0","0","15380","16930"
"BLD-100740","2023-01-01","1160","950","0","0","0","220","0","6220","6980"
"BLD-100740","2024-01-01","920","1040","1040","0","0","1070","0","8210","8930"
"BLD-100741","2023-01-01","810","1120","1090","0","0","0","0","5970","6310"
"BLD-100741","2024-01-01","750","1180","200","0","0","850","0","6200","6700"
"BLD-100741","2025-01-01","810","750","0","0","0","0","0","4700","4970"
"BLD-100742","2023-01-01","880","1120","0","350","0","0","0","6320","7130"
"BLD-100742","2024-01-01","1260","720","0","0","0","0","0","6250","6610"
"BLD-100742","2025-01-01","970","740","1070","0","0","2290","0","9270","10610"
"BLD-100743","2023-01-01","5720","1110","0","0","140","0","0","26800","29530"
"BLD-100743","2024-01-01","3990","960","980","0","570","2500","0","26870","29180"
"BLD-100743","2025-01-01","6270","1200","1040","0","1080","7490","0","38960","43540"
"BLD-100744","2023-01-01","4010","950","0","0","10","14750","0","38660","43460"
"BLD-100744","2024-01-01","4020","990","930","0","610","470","0","23530","24840"
"BLD-100744","2025-01-01","4600","1140","840","0","820","14410","0","44770","47880"
"BLD-100745","2023-01-01","2080","1170","0","0","0","270","0","13870","14930"
"BLD-100745","2024-01-01","2310","1130","0","0","0","0","0","12850","14600"
"BLD-100745","2025-01-01","2470","720","0","0","0","0","0","14430","16190"
"BLD-100746","2023-01-01","6380","610","0","0","220","11760","0","40460","45900"
"BLD-100746","2024-01-01","5150","830","330","0","70","0","0","30590","34940"
"BLD-100747","2023-01-01","750","940","0","0","0","0","0","5180","5440"
"BLD-100747","2024-01-01","830","690","410","0","0","440","0","5760","6400"
"BLD-100747","2025-01-01","1040","970","0","0","0","840","0","6960","7390"
"BLD-100748","2023-01-01","1910","610","0","0","0","2910","0","12010","13510"
"BLD-100749","2023-01-01","1690","1160","0","0","0","5570","390","15000","17150"
"BLD-100749","2024-01-01","1400","1040","0","0","0","0","440","9730","10560"
"BLD-100749","2025-01-01","1720","1140","1270","0","0","5650","610","17060","18750"
"BLD-100750","2023-01-01","750","750","1400","0","0","0","0","5780","6620"
"BLD-100750","2024-01-01","750","860","1170","220","0","0","0","5830","6490"
"BLD-100750","2025-01-01","900","1160","0","230","0","570","0","5960","6360"
"BLD-100751","2023-01-01","650","1100","0","0","0","2480","0","7060","7450"
"BLD-100752","2023-01-01","870","1080","0","0","0","1820","0","6980","7570"
"BLD-100752","2024-01-01","990","640","1380","0","0","0","0","6380","7120"
"BLD-100752","2025-01-01","770","1170","940","0","0","1250","0","7570","8540"
"BLD-100753","2023-01-01","1970","980","0","0","0","0","0","11550","12990"
"BLD-100753","2024-01-01","2590","840","240","0","0","0","0","13620","14340"
"BLD-100753","2025-01-01","2570","1050","0","0","0","0","0","13660","14440"
"BLD-100754","2023-01-01","1810","1070","360","0","0","0","0","9440","10020"
"BLD-100754","2024-01-01","1730","990","1180","330","0","3860","0","14630","15870"
"BLD-100754","2025-01-01","1750","600","0","0","0","3410","0","12590","14000"
"BLD-100755","2023-01-01","1060","1170","0","0","0","2980","0","9610","10820"
"BLD-100756","2023-01-01","1490","1060","0","210","0","0","0","9720","11130"
"BLD-100756","2024-01-01","1700","970","290","0","0","1160","0","11340","12350"
"BLD-100757","2023-01-01","750","670","1320","0","0","2010","0","7880","8350"
"BLD-100757","2024-01-01","1000","970","0","0","0","510","0","6300","7040"
"BLD-100757","2025-01-01","930","1080","0","0","0","0","0","5620","5910"
"BLD-100758","2023-01-01","2590","1190","0","0","0","11790","0","27390","31100"
"BLD-100758","2024-01-01","2300","1030","0","220","0","0","0","14270","15470"
"BLD-100758","2025-01-01","2440","890","0","0","0","1290","0","16000","16910"
"BLD-100759","2023-01-01","820","1020","0","210","0","2340","0","8250","8950"
"BLD-100759","2024-01-01","940","1160","110","330","0","0","0","6750","7740"
"BLD-100759","2025-01-01","1260","1170","0","0","0","0","0","6790","7250"
"BLD-100760","2023-01-01","1500","720","1440","0","0","0","0","9280","10620"
"BLD-100760","2024-01-01","1180","710","0","0","0","4370","0","11730","12380"
"BLD-100760","2025-01-01","1640","720","0","0","0","1540","0","9670","10210"
"BLD-100761","2023-01-01","1550","1040","330","0","0","3720","0","13890","15510"
"BLD-100761","2024-01-01","1920","760","0","0","0","0","0","10690","11850"
"BLD-100762","2023-01-01","2790","850","0","0","0","0","0","13180","14430"
"BLD-100763","2023-01-01","7830","770","30","0","1570","25660","0","63820","69260"
"BLD-100763","2024-01-01","8500","1060","0","0","60","0","0","43950","47920"
"BLD-100763","2025-01-01","9280","1030","0","0","3190","20300","0","66470","74270"
"BLD-100764","2023-01-01","750","820","0","280","0","920","0","6160","6900"
"BLD-100764","2024-01-01","1010","870","0","310","0","3150","0","8720","10020"
"BLD-100765","2023-01-01","690","920","1090","350","0","1780","0","7630","8710"
"BLD-100765","2024-01-01","800","880","1420","0","0","2600","0","9040","9820"
"BLD-100765","2025-01-01","720","980","0","0","0","480","0","5710","6180"
"BLD-100766","2023-01-01","8970","930","0","0","2570","31600","0","83500","89930"
"BLD-100766","2024-01-01","8980","790","1340","0","4230","9610","0","68400","74500"
"BLD-100766","2025-01-01","8650","1120","450","270","2090","0","0","53370","57990"
"BLD-100767","2023-01-01","900","1100","0","0","0","3480","0","8960","9560"
"BLD-100767","2024-01-01","1190","1120","0","0","0","3550","0","10120","11210"
"BLD-100767","2025-01-01","1040","820","0","160","0","0","0","6260","6920"
"BLD-100768","2023-01-01","2000","900","0","0","0","4260","0","15370","16350"
"BLD-100769","2023-01-01","1070","870","0","0","0","2160","0","9410","10620"
"BLD-100769","2024-01-01","1300","1150","140","0","0","3500","0","11570","12410"
"BLD-100769","2025-01-01","1230","1040","0","280","0","0","0","7920","8960"
"BLD-100770","2023-01-01","800","960","290","0","0","0","0","4780","5460"
"BLD-100771","2023-01-01","1460","660","110","0","0","2710","0","10560","11550"
"BLD-100771","2024-01-01","1040","830","0","0","0","0","0","7070","8020"
"BLD-100772","2023-01-01","1750","1180","260","0","0","0","0","10480","11160"
"BLD-100772","2024-01-01","2080","900","0","310","0","5240","0","16860","18800"
"BLD-100772","2025-01-01","2450","1040","1490","0","0","4460","0","18320","19960"
"BLD-100773","2023-01-01","1720","1160","0","0","0","0","0","10550","11520"
"BLD-100773","2024-01-01","2040","1060","0","0","0","7470","0","18300","19630"
"BLD-100773","2025-01-01","2120","830","0","0","0","90","0","11040","11830"
"BLD-100774","2023-01-01","740","920","1320","0","0","0","0","6160","6520"
"BLD-100774","2024-01-01","710","1000","0","0","0","0","0","4890","5380"
"BLD-100774","2025-01-01","1040","860","0","0","0","0","0","5490","5930"
"BLD-100775","2023-01-01","720","760","0","0","0","0","480","4710","5410"
"BLD-100776","2023-01-01","7730","930","0","0","1680","700","0","36980","39850"
"BLD-100776","2024-01-01","5220","720","0","0","370","16620","0","48980","54340"
"BLD-100776","2025-01-01","5960","1080","0","0","2410","0","0","37320","42590"
"BLD-100777","2023-01-01","710","1060","0","0","0","220","0","5330","5920"
"BLD-100777","2024-01-01","1020","930","0","0","0","2610","0","8410","9540"
"BLD-100777","2025-01-01","880","930","0","0","0","0","0","5870","6300"
"BLD-100778","2023-01-01","970","930","0","0","0","460","0","7210","8240"
"BLD-100778","2024-01-01","1360","670","800","0","0","4370","0","11900","12810"
"BLD-100778","2025-01-01","1110","710","660","0","0","0","0","7710","8670"
"BLD-100779","2023-01-01","1310","1040","0","210","0","0","0","8040","8650"
"BLD-100779","2024-01-01","1620","830","0","0","0","3350","0","12680","13600"
"BLD-100779","2025-01-01","2000","1180","0","0","0","1730","0","12590","14330"
"BLD-100780","2023-01-01","820","980","600","0","0","690","0","6080","6710"
"BLD-100780","2024-01-01","800","990","570","0","0","0","0","5720","6070"
"BLD-100781","2023-01-01","1730","1030","0","0","0","1420","50","10340","11140"
"BLD-100781","2024-01-01","1590","1020","760","0","0","3010","240","12520","13470"
"BLD-100781","2025-01-01","1930","600","530","0","0","2280","790","13650","14990"
"BLD-100782","2023-01-01","2200","1170","1190","0","0","0","0","13390","15190"
