"employee_id","grade","position","base_salary","currency","salary_effective_date"
"BLD-100664","G5","Technician - IT & Digital","4900","QAR","2024-01-01"
"BLD-100664","G5","Technician - IT & Digital","5610","QAR","2025-01-01"
"BLD-100665","G12","Senior Manager - Quality Assurance & Food Safety","23710","QAR","2023-01-01"
"BLD-100665","G12","Senior Manager - Quality Assurance & Food Safety","22630","QAR","2024-01-01"
"BLD-100665","G12","Senior Manager - Quality Assurance & Food Safety","22120","QAR","2025-01-01"
"BLD-100666","G4","Officer - People & Culture","4900","EGP","2023-01-01"
"BLD-100666","G4","Officer - People & Culture","4240","EGP","2024-01-01"
"BLD-100666","G4","Officer - People & Culture","5140","EGP","2025-01-01"
"BLD-100667","G1","Associate - Production","2750","EGP","2023-01-01"
"BLD-100668","G4","Technician - Procurement","4240","QAR","2023-01-01"
"BLD-100669","G1","Officer - Quality Assurance & Food Safety","3020","QAR","2023-01-01"
"BLD-100669","G1","Officer - Quality Assurance & Food Safety","3030","QAR","2024-01-01"
"BLD-100669","G1","Officer - Quality Assurance & Food Safety","3140","QAR","2025-01-01"
"BLD-100670","G9","Supervisor - Production","10990","EGP","2023-01-01"
"BLD-100670","G9","Supervisor - Production","10690","EGP","2024-01-01"
"BLD-100670","G9","Supervisor - Production","12840","EGP","2025-01-01"
"BLD-100671","G8","Senior Technician - Farm Operations","9280","QAR","2023-01-01"
"BLD-100671","G8","Senior Technician - Farm Operations","10260","QAR","2024-01-01"
"BLD-100671","G8","Senior Technician - Farm Operations","10590","QAR","2025-01-01"
"BLD-100672","G12","Assistant Manager - Sales & Distribution","23580","EGP","2023-01-01"
"BLD-100672","G12","Assistant Manager - Sales & Distribution","25130","EGP","2024-01-01"
"BLD-100672","G12","Assistant Manager - Sales & Distribution","23980","EGP","2025-01-01"
"BLD-100673","G9","Supervisor - Sales & Distribution","10350","EGP","2023-01-01"
"BLD-100673","G9","Supervisor - Sales & Distribution","11260","EGP","2024-01-01"
"BLD-100673","G9","Supervisor - Sales & Distribution","12390","EGP","2025-01-01"
"BLD-100674","G1","Officer - Quality Assurance & Food Safety","3320","EGP","2023-01-01"
"BLD-100674","G1","Officer - Quality Assurance & Food Safety","3360","EGP","2024-01-01"
"BLD-100674","G1","Officer - Quality Assurance & Food Safety","3520","EGP","2025-01-01"
"BLD-100675","G9","Senior Officer - Marketing","12400","QAR","2023-01-01"
"BLD-100675","G9","Senior Officer - Marketing","11580","QAR","2024-01-01"
"BLD-100675","G9","Senior Officer - Marketing","13550","QAR","2025-01-01"
"BLD-100676","G10","Manager - Sales & Distribution","14990","EGP","2023-01-01"
"BLD-100676","G10","Manager - Sales & Distribution","14670","EGP","2024-01-01"
"BLD-100676","G10","Manager - Sales & Distribution","14260","EGP","2025-01-01"
"BLD-100677","G6","Senior Technician - Quality Assurance & Food Safety","6520","QAR","2023-01-01"
"BLD-100677","G6","Senior Technician - Quality Assurance & Food Safety","6070","QAR","2024-01-01"
"BLD-100677","G6","Senior Technician - Quality Assurance & Food Safety","6850","QAR","2025-01-01"
"BLD-100678","G1","Officer - IT & Digital","2740","QAR","2023-01-01"
"BLD-100678","G1","Officer - IT & Digital","3460","QAR","2024-01-01"
"BLD-100678","G1","Officer - IT & Digital","3030","QAR","2025-01-01"
"BLD-100679","G9","Team Lead - Marketing","11220","QAR","2023-01-01"
"BLD-100679","G9","Team Lead - Marketing","10960","QAR","2024-01-01"
"BLD-100679","G9","Team Lead - Marketing","14130","QAR","2025-01-01"
"BLD-100680","G2","Technician - Finance","3040","EGP","2023-01-01"
"BLD-100680","G2","Technician - Finance","3550","EGP","2024-01-01"
"BLD-100681","G4","Operator - Farm Operations","4290","QAR","2023-01-01"
"BLD-100681","G4","Operator - Farm Operations","4940","QAR","2024-01-01"
"BLD-100681","G4","Operator - Farm Operations","4340","QAR","2025-01-01"
"BLD-100682","G2","Assistant - Procurement","3420","QAR","2023-01-01"
"BLD-100683","G3","Associate - Finance","3860","QAR","2023-01-01"
"BLD-100683","G3","Associate - Finance","3630","QAR","2024-01-01"
"BLD-100683","G3","Associate - Finance","3800","QAR","2025-01-01"
"BLD-100684","G5","Coordinator - Quality Assurance & Food Safety","5410","QAR","2023-01-01"
"BLD-100684","G5","Coordinator - Quality Assurance & Food Safety","5920","QAR","2024-01-01"
"BLD-100685","G2","Officer - Engineering & Maintenance","3050","QAR","2023-01-01"
"BLD-100685","G2","Officer - Engineering & Maintenance","3750","QAR","2024-01-01"
"BLD-100685","G2","Officer - Engineering & Maintenance","3620","QAR","2025-01-01"
"BLD-100686","G5","Coordinator - R&D","4640","QAR","2023-01-01"
"BLD-100687","G5","Technician - R&D","4700","QAR","2023-01-01"
"BLD-100687","G5","Technician - R&D","5380","QAR","2024-01-01"
"BLD-100687","G5","Technician - R&D","6260","QAR","2025-01-01"
"BLD-100688","G2","Operator - Quality Assurance & Food Safety","3510","QAR","2023-01-01"
"BLD-100688","G2","Operator - Quality Assurance & Food Safety","3470","QAR","2024-01-01"
"BLD-100689","G1","Coordinator - Supply Chain & Logistics","2940","QAR","2023-01-01"
"BLD-100689","G1","Coordinator - Supply Chain & Logistics","3140","QAR","2024-01-01"
"BLD-100689","G1","Coordinator - Supply Chain & Logistics","3210","QAR","2025-01-01"
"BLD-100690","G7","Senior Officer - Supply Chain & Logistics","6900","EGP","2023-01-01"
"BLD-100690","G7","Senior Officer - Supply Chain & Logistics","8160","EGP","2024-01-01"
"BLD-100690","G7","Senior Officer - Supply Chain & Logistics","8440","EGP","2025-01-01"
"BLD-100691","G3","Assistant - R&D","3620","QAR","2023-01-01"
"BLD-100691","G3","Assistant - R&D","4010","QAR","2024-01-01"
"BLD-100691","G3","Assistant - R&D","4570","QAR","2025-01-01"
"BLD-100692","G8","Specialist - Marketing","9140","QAR","2023-01-01"
"BLD-100692","G8","Specialist - Marketing","8620","QAR","2024-01-01"
"BLD-100692","G8","Specialist - Marketing","10300","QAR","2025-01-01"
"BLD-100693","G4","Operator - IT & Digital","4200","QAR","2023-01-01"
"BLD-100693","G4","Operator - IT & Digital","4630","QAR","2024-01-01"
"BLD-100693","G4","Operator - IT & Digital","4590","QAR","2025-01-01"
"BLD-100694","G1","Coordinator - Engineering & Maintenance","3120","QAR","2023-01-01"
"BLD-100695","G10","Manager - Production","13690","EGP","2023-01-01"
"BLD-100695","G10","Manager - Production","14580","EGP","2024-01-01"
"BLD-100695","G10","Manager - Production","16990","EGP","2025-01-01"
"BLD-100696","G3","Technician - People & Culture","4110","QAR","2023-01-01"
"BLD-100696","G3","Technician - People & Culture","3650","QAR","2024-01-01"
"BLD-100696","G3","Technician - People & Culture","4180","QAR","2025-01-01"
"BLD-100697","G11","Senior Manager - Sales & Distribution","17330","QAR","2023-01-01"
"BLD-100697","G11","Senior Manager - Sales & Distribution","17380","QAR","2024-01-01"
"BLD-100697","G11","Senior Manager - Sales & Distribution","18820","QAR","2025-01-01"
"BLD-100698","G1","Assistant - People & Culture","2970","EGP","2023-01-01"
"BLD-100698","G1","Assistant - People & Culture","2960","EGP","2024-01-01"
"BLD-100698","G1","Assistant - People & Culture","2980","EGP","2025-01-01"
"BLD-100699","G4","Coordinator - Supply Chain & Logistics","4220","QAR","2023-01-01"
"BLD-100699","G4","Coordinator - Supply Chain & Logistics","4810","QAR","2024-01-01"
"BLD-100699","G4","Coordinator - Supply Chain & Logistics","5110","QAR","2025-01-01"
"BLD-100700","G14","Director - People & Culture","36170","QAR","2023-01-01"
"BLD-100700","G14","Director - People & Culture","38990","QAR","2024-01-01"
"BLD-100700","G14","Director - People & Culture","50270","QAR","2025-01-01"
"BLD-100701","G6","Senior Technician - R&D","6430","QAR","2023-01-01"
"BLD-100701","G6","Senior Technician - R&D","6460","QAR","2024-01-01"
"BLD-100701","G6","Senior Technician - R&D","6230","QAR","2025-01-01"
"BLD-100702","G4","Assistant - Sales & Distribution","3990","QAR","2023-01-01"
"BLD-100702","G4","Assistant - Sales & Distribution","4290","QAR","2024-01-01"
"BLD-100702","G4","Assistant - Sales & Distribution","5270","QAR","2025-01-01"
"BLD-100703","G8","Senior Officer - Quality Assurance & Food Safety","9590","EGP","2023-01-01"
"BLD-100703","G8","Senior Officer - Quality Assurance & Food Safety","9200","EGP","2024-01-01"
"BLD-100703","G8","Senior Officer - Quality Assurance & Food Safety","9430","EGP","2025-01-01"
"BLD-100704","G7","Supervisor - Production","7870","QAR","2023-01-01"
"BLD-100704","G7","Supervisor - Production","8290","QAR","2024-01-01"
"BLD-100704","G7","Supervisor - Production","8000","QAR","2025-01-01"
"BLD-100705","G6","Specialist - Quality Assurance & Food Safety","5680","QAR","2023-01-01"
"BLD-100705","G6","Specialist - Quality Assurance & Food Safety","5950","QAR","2024-01-01"
"BLD-100705","G6","Specialist - Quality Assurance & Food Safety","6000","QAR","2025-01-01"
"BLD-100706","G2","Associate - Marketing","3330","QAR","2023-01-01"
"BLD-100706","G2","Associate - Marketing","3370","QAR","2024-01-01"
"BLD-100706","G2","Associate - Marketing","3850","QAR","2025-01-01"
"BLD-100707","G1","Operator - Procurement","3270","QAR","2023-01-01"
"BLD-100707","G1","Operator - Procurement","3210","QAR","2024-01-01"
"BLD-100708","G3","Operator - Supply Chain & Logistics","3670","EGP","2023-01-01"
"BLD-100708","G3","Operator - Supply Chain & Logistics","3760","EGP","2024-01-01"
"BLD-100708","G3","Operator - Supply Chain & Logistics","3980","EGP","2025-01-01"
"BLD-100709","G7","Senior Officer - Production","6850","QAR","2023-01-01"
"BLD-100709","G7","Senior Officer - Production","8610","QAR","2024-01-01"
"BLD-100709","G7","Senior Officer - Production","8440","QAR","2025-01-01"
"BLD-100710","G6","Supervisor - IT & Digital","6500","QAR","2023-01-01"
"BLD-100710","G6","Supervisor - IT & Digital","6900","QAR","2024-01-01"
"BLD-100710","G6","Supervisor - IT & Digital","7320","QAR","2025-01-01"
"BLD-100711","G2","Officer - Procurement","3190","QAR","2023-01-01"
"BLD-100712","G1","Officer - Quality Assurance & Food Safety","3070","QAR","2023-01-01"
"BLD-100712","G1","Officer - Quality Assurance & Food Safety","3370","QAR","2024-01-01"
"BLD-100712","G1","Officer - Quality Assurance & Food Safety","3010","QAR","2025-01-01"
"BLD-100713","G1","Technician - Quality Assurance & Food Safety","3030","EGP","2023-01-01"
"BLD-100713","G1","Technician - Quality Assurance & Food Safety","2850","EGP","2024-01-01"
"BLD-100713","G1","Technician - Quality Assurance & Food Safety","3560","EGP","2025-01-01"
"BLD-100714","G10","Manager - Quality Assurance & Food Safety","14430","EGP","2023-01-01"
"BLD-100714","G10","Manager - Quality Assurance & Food Safety","16270","EGP","2024-01-01"
"BLD-100714","G10","Manager - Quality Assurance & Food Safety","16180","EGP","2025-01-01"
"BLD-100715","G10","Manager - Procurement","12720","QAR","2023-01-01"
"BLD-100715","G10","Manager - Procurement","13290","QAR","2024-01-01"
"BLD-100715","G10","Manager - Procurement","15070","QAR","2025-01-01"
"BLD-100716","G5","Associate - Sales & Distribution","4730","QAR","2023-01-01"
"BLD-100716","G5","Associate - Sales & Distribution","5800","QAR","2024-01-01"
"BLD-100716","G5","Associate - Sales & Distribution","5800","QAR","2025-01-01"
"BLD-100717","G5","Coordinator - Procurement","5520","QAR","2023-01-01"
"BLD-100717","G5","Coordinator - Procurement","5270","QAR","2024-01-01"
"BLD-100717","G5","Coordinator - Procurement","5500","QAR","2025-01-01"
"BLD-100718","G4","Operator - Sales & Distribution","4470","EGP","2023-01-01"
"BLD-100718","G4","Operator - Sales & Distribution","4530","EGP","2024-01-01"
"BLD-100718","G4","Operator - Sales & Distribution","4960","EGP","2025-01-01"
"BLD-100719","G7","Specialist - Supply Chain & Logistics","8160","QAR","2023-01-01"
"BLD-100719","G7","Specialist - Supply Chain & Logistics","8100","QAR","2024-01-01"
"BLD-100719","G7","Specialist - Supply Chain & Logistics","8130","QAR","2025-01-01"
"BLD-100720","G1","Operator - IT & Digital","2860","QAR","2023-01-01"
"BLD-100721","G9","Specialist - Production","12560","QAR","2023-01-01"
"BLD-100722","G9","Supervisor - Production","12820","EGP","2023-01-01"
"BLD-100722","G9","Supervisor - Production","12110","EGP","2024-01-01"
"BLD-100722","G9","Supervisor - Production","12340","EGP","2025-01-01"
"BLD-100723","G5","Operator - Marketing","4650","QAR","2023-01-01"
"BLD-100724","G10","Assistant Manager - Farm Operations","16290","QAR","2023-01-01"
"BLD-100724","G10","Assistant Manager - Farm Operations","12970","QAR","2024-01-01"
"BLD-100725","G6","Specialist - Corporate & Executive Office","6090","QAR","2023-01-01"
"BLD-100725","G6","Specialist - Corporate & Executive Office","6320","QAR","2024-01-01"
"BLD-100725","G6","Specialist - Corporate & Executive Office","7600","QAR","2025-01-01"
"BLD-100726","G1","Technician - Farm Operations","3300","QAR","2023-01-01"
"BLD-100726","G1","Technician - Farm Operations","2870","QAR","2024-01-01"
"BLD-100726","G1","Technician - Farm Operations","3300","QAR","2025-01-01"
"BLD-100727","G6","Senior Technician - R&D","5710","QAR","2023-01-01"
"BLD-100727","G6","Senior Technician - R&D","6890","QAR","2024-01-01"
"BLD-100727","G6","Senior Technician - R&D","6260","QAR","2025-01-01"
"BLD-100728","G8","Team Lead - R&D","9160","QAR","2023-01-01"
"BLD-100729","G9","Team Lead - Supply Chain & Logistics","10150","EGP","2023-01-01"
"BLD-100729","G9","Team Lead - Supply Chain & Logistics","11440","EGP","2024-01-01"
"BLD-100729","G9","Team Lead - Supply Chain & Logistics","12060","EGP","2025-01-01"
"BLD-100730","G7","Team Lead - Production","7420","QAR","2023-01-01"
"BLD-100730","G7","Team Lead - Production","7340","QAR","2024-01-01"
"BLD-100730","G7","Team Lead - Production","9370","QAR","2025-01-01"
"BLD-100731","G9","Specialist - Quality Assurance & Food Safety","12300","QAR","2023-01-01"
"BLD-100731","G9","Specialist - Quality Assurance & Food Safety","13190","QAR","2024-01-01"
"BLD-100731","G9","Specialist - Quality Assurance & Food Safety","12670","QAR","2025-01-01"
"BLD-100732","G2","Associate - Quality Assurance & Food Safety","3670","EGP","2023-01-01"
"BLD-100732","G2","Associate - Quality Assurance & Food Safety","3800","EGP","2024-01-01"
"BLD-100732","G2","Associate - Quality Assurance & Food Safety","3400","EGP","2025-01-01"
"BLD-100733","G1","Operator - Quality Assurance & Food Safety","2990","EGP","2023-01-01"
"BLD-100733","G1","Operator - Quality Assurance & Food Safety","3230","EGP","2024-01-01"
"BLD-100733","G1","Operator - Quality Assurance & Food Safety","3370","EGP","2025-01-01"
"BLD-100734","G8","Senior Technician - Production","9830","QAR","2023-01-01"
"BLD-100734","G8","Senior Technician - Production","8620","QAR","2024-01-01"
"BLD-100734","G8","Senior Technician - Production","9840","QAR","2025-01-01"
"BLD-100735","G8","Supervisor - Quality Assurance & Food Safety","8210","QAR","2023-01-01"
"BLD-100735","G8","Supervisor - Quality Assurance & Food Safety","10050","QAR","2024-01-01"
"BLD-100735","G8","Supervisor - Quality Assurance & Food Safety","9350","QAR","2025-01-01"
"BLD-100736","G5","Coordinator - Finance","4890","QAR","2023-01-01"
"BLD-100737","G10","Assistant Manager - R&D","15590","QAR","2023-01-01"
"BLD-100737","G10","Assistant Manager - R&D","13620","QAR","2024-01-01"
"BLD-100738","G12","Assistant Manager - Marketing","21950","QAR","2023-01-01"
"BLD-100738","G12","Assistant Manager - Marketing","25780","QAR","2024-01-01"
"BLD-100738","G12","Assistant Manager - Marketing","24100","QAR","2025-01-01"
"BLD-100739","G9","Senior Officer - Marketing","10510","QAR","2023-01-01"
"BLD-100739","G9","Senior Officer - Marketing","12950","QAR","2024-01-01"
"BLD-100739","G9","Senior Officer - Marketing","11440","QAR","2025-01-01"
"BLD-100740","G3","Technician - Farm Operations","3890","QAR","2023-01-01"
"BLD-100740","G3","Technician - Farm Operations","4140","QAR","2024-01-01"
"BLD-100741","G1","Coordinator - Production","2950","QAR","2023-01-01"
"BLD-100741","G1","Coordinator - Production","3220","QAR","2024-01-01"
"BLD-100741","G1","Coordinator - Production","3140","QAR","2025-01-01"
"BLD-100742","G3","Operator - Engineering & Maintenance","3970","QAR","2023-01-01"
"BLD-100742","G3","Operator - Engineering & Maintenance","4270","QAR","2024-01-01"
"BLD-100742","G3","Operator - Engineering & Maintenance","4200","QAR","2025-01-01"
"BLD-100743","G11","Senior Manager - IT & Digital","19830","QAR","2023-01-01"
"BLD-100743","G11","Senior Manager - IT & Digital","17870","QAR","2024-01-01"
"BLD-100743","G11","Senior Manager - IT & Digital","21880","QAR","2025-01-01"
"BLD-100744","G11","Manager - Quality Assurance & Food Safety","18940","QAR","2023-01-01"
"BLD-100744","G11","Manager - Quality Assurance & Food Safety","16510","QAR","2024-01-01"
"BLD-100744","G11","Manager - Quality Assurance & Food Safety","22960","QAR","2025-01-01"
"BLD-100745","G8","Team Lead - Corporate & Executive Office","10350","QAR","2023-01-01"
"BLD-100745","G8","Team Lead - Corporate & Executive Office","9410","QAR","2024-01-01"
"BLD-100745","G8","Team Lead - Corporate & Executive Office","11240","QAR","2025-01-01"
"BLD-100746","G12","Senior Manager - People & Culture","21490","QAR","2023-01-01"
"BLD-100746","G12","Senior Manager - People & Culture","24210","QAR","2024-01-01"
"BLD-100747","G2","Associate - Finance","3490","EGP","2023-01-01"
"BLD-100747","G2","Associate - Finance","3390","EGP","2024-01-01"
"BLD-100747","G2","Associate - Finance","4110","EGP","2025-01-01"
"BLD-100748","G6","Supervisor - Corporate & Executive Office","6580","QAR","2023-01-01"
"BLD-100749","G6","Senior Technician - Sales & Distribution","6190","EGP","2023-01-01"
"BLD-100749","G6","Senior Technician - Sales & Distribution","6850","EGP","2024-01-01"
"BLD-100749","G6","Senior Technician - Sales & Distribution","6670","EGP","2025-01-01"
"BLD-100750","G1","Coordinator - Quality Assurance & Food Safety","2880","QAR","2023-01-01"
"BLD-100750","G1","Coordinator - Quality Assurance & Food Safety","2830","QAR","2024-01-01"
"BLD-100750","G1","Coordinator - Quality Assurance & Food Safety","3100","QAR","2025-01-01"
"BLD-100751","G1","Associate - R&D","2830","QAR","2023-01-01"
"BLD-100752","G2","Coordinator - Corporate & Executive Office","3210","QAR","2023-01-01"
"BLD-100752","G2","Coordinator - Corporate & Executive Office","3370","QAR","2024-01-01"
"BLD-100752","G2","Coordinator - Corporate & Executive Office","3440","QAR","2025-01-01"
"BLD-100753","G8","Senior Officer - Supply Chain & Logistics","8600","EGP","2023-01-01"
"BLD-100753","G8","Senior Officer - Supply Chain & Logistics","9950","EGP","2024-01-01"
"BLD-100753","G8","Senior Officer - Supply Chain & Logistics","10040","EGP","2025-01-01"
"BLD-100754","G6","Supervisor - Procurement","6200","QAR","2023-01-01"
"BLD-100754","G6","Supervisor - Procurement","6540","QAR","2024-01-01"
"BLD-100754","G6","Supervisor - Procurement","6830","QAR","2025-01-01"
"BLD-100755","G4","Operator - Procurement","4400","QAR","2023-01-01"
"BLD-100756","G7","Senior Officer - Quality Assurance & Food Safety","6960","QAR","2023-01-01"
"BLD-100756","G7","Senior Officer - Quality Assurance & Food Safety","7220","QAR","2024-01-01"
"BLD-100757","G2","Assistant - People & Culture","3130","QAR","2023-01-01"
"BLD-100757","G2","Assistant - People & Culture","3820","QAR","2024-01-01"
"BLD-100757","G2","Assistant - People & Culture","3610","QAR","2025-01-01"
"BLD-100758","G9","Supervisor - Supply Chain & Logistics","11820","QAR","2023-01-01"
"BLD-100758","G9","Supervisor - Supply Chain & Logistics","10720","QAR","2024-01-01"
"BLD-100758","G9","Supervisor - Supply Chain & Logistics","11380","QAR","2025-01-01"
"BLD-100759","G3","Coordinator - People & Culture","3860","QAR","2023-01-01"
"BLD-100759","G3","Coordinator - People & Culture","4210","QAR","2024-01-01"
"BLD-100759","G3","Coordinator - People & Culture","4360","QAR","2025-01-01"
"BLD-100760","G5","Coordinator - People & Culture","5620","QAR","2023-01-01"
"BLD-100760","G5","Coordinator - People & Culture","5470","QAR","2024-01-01"
"BLD-100760","G5","Coordinator - People & Culture","5770","QAR","2025-01-01"
"BLD-100761","G7","Senior Technician - People & Culture","7250","QAR","2023-01-01"
"BLD-100761","G7","Senior Technician - People & Culture","8010","QAR","2024-01-01"
"BLD-100762","G8","Senior Technician - Finance","9540","EGP","2023-01-01"
"BLD-100763","G13","Director - Procurement","27960","QAR","2023-01-01"
"BLD-100763","G13","Director - Procurement","34330","QAR","2024-01-01"
"BLD-100763","G13","Director - Procurement","32670","QAR","2025-01-01"
"BLD-100764","G2","Technician - Production","3390","QAR","2023-01-01"
"BLD-100764","G2","Technician - Production","3380","QAR","2024-01-01"
"BLD-100765","G1","Coordinator - Corporate & Executive Office","2800","QAR","2023-01-01"
"BLD-100765","G1","Coordinator - Corporate & Executive Office","3340","QAR","2024-01-01"
"BLD-100765","G1","Coordinator - Corporate & Executive Office","3530","QAR","2025-01-01"
"BLD-100766","G14","Vice President - Supply Chain & Logistics","39430","QAR","2023-01-01"
"BLD-100766","G14","Vice President - Supply Chain & Logistics","43450","QAR","2024-01-01"
"BLD-100766","G14","Vice President - Supply Chain & Logistics","40790","QAR","2025-01-01"
"BLD-100767","G3","Technician - IT & Digital","3480","QAR","2023-01-01"
"BLD-100767","G3","Technician - IT & Digital","4260","QAR","2024-01-01"
"BLD-100767","G3","Technician - IT & Digital","4240","QAR","2025-01-01"
"BLD-100768","G7","Team Lead - Procurement","8210","QAR","2023-01-01"
"BLD-100769","G5","Assistant - Supply Chain & Logistics","5310","QAR","2023-01-01"
"BLD-100769","G5","Assistant - Supply Chain & Logistics","5480","QAR","2024-01-01"
"BLD-100769","G5","Assistant - Supply Chain & Logistics","5370","QAR","2025-01-01"
"BLD-100770","G1","Officer - People & Culture","2730","QAR","2023-01-01"
"BLD-100771","G5","Technician - Finance","5620","QAR","2023-01-01"
"BLD-100771","G5","Technician - Finance","5200","QAR","2024-01-01"
"BLD-100772","G7","Senior Technician - Farm Operations","7290","QAR","2023-01-01"
"BLD-100772","G7","Senior Technician - Farm Operations","8330","QAR","2024-01-01"
"BLD-100772","G7","Senior Technician - Farm Operations","8880","QAR","2025-01-01"
"BLD-100773","G7","Supervisor - Supply Chain & Logistics","7670","EGP","2023-01-01"
"BLD-100773","G7","Supervisor - Supply Chain & Logistics","7730","EGP","2024-01-01"
"BLD-100773","G7","Supervisor - Supply Chain & Logistics","8000","EGP","2025-01-01"
"BLD-100774","G1","Operator - Marketing","3180","QAR","2023-01-01"
"BLD-100774","G1","Operator - Marketing","3180","QAR","2024-01-01"
"BLD-100774","G1","Operator - Marketing","3590","QAR","2025-01-01"
"BLD-100775","G1","Technician - Sales & Distribution","2750","QAR","2023-01-01"
"BLD-100776","G12","Assistant Manager - People & Culture","25940","QAR","2023-01-01"
"BLD-100776","G12","Assistant Manager - People & Culture","26050","QAR","2024-01-01"
"BLD-100776","G12","Assistant Manager - People & Culture","27870","QAR","2025-01-01"
"BLD-100777","G2","Operator - Quality Assurance & Food Safety","3340","QAR","2023-01-01"
"BLD-100777","G2","Operator - Quality Assurance & Food Safety","3850","QAR","2024-01-01"
"BLD-100777","G2","Operator - Quality Assurance & Food Safety","4060","QAR","2025-01-01"
"BLD-100778","G4","Technician - People & Culture","4850","QAR","2023-01-01"
"BLD-100778","G4","Technician - People & Culture","4700","QAR","2024-01-01"
"BLD-100778","G4","Technician - People & Culture","5230","QAR","2025-01-01"
"BLD-100779","G6","Specialist - Procurement","5480","QAR","2023-01-01"
"BLD-100779","G6","Specialist - Procurement","6880","QAR","2024-01-01"
"BLD-100779","G6","Specialist - Procurement","7680","QAR","2025-01-01"
"BLD-100780","G1","Associate - Corporate & Executive Office","2990","QAR","2023-01-01"
"BLD-100780","G1","Associate - Corporate & Executive Office","3360","QAR","2024-01-01"
"BLD-100781","G6","Senior Technician - Sales & Distribution","6110","EGP","2023-01-01"
"BLD-100781","G6","Senior Technician - Sales & Distribution","5900","EGP","2024-01-01"
"BLD-100781","G6","Senior Technician - Sales & Distribution","7520","EGP","2025-01-01"
"BLD-100782","G8","Team Lead - Farm Operations","8830","QAR","2023-01-01"
"BLD-100782","G8","Team Lead - Farm Operations","10580","QAR","2024-01-01"
"BLD-100782","G8","Team Lead - Farm Operations","11160","QAR","2025-01-01"
"BLD-100783","G1","Officer - Finance","3180","QAR","2023-01-01"
"BLD-100783","G1","Officer - Finance","2830","QAR","2024-01-01"
"BLD-100783","G1","Officer - Finance","3340","QAR","2025-01-01"
"BLD-100784","G6","Senior Officer - Corporate & Executive Office","5790","QAR","2023-01-01"
"BLD-100784","G6","Senior Officer - Corporate & Executive Office","6110","QAR","2024-01-01"
"BLD-100785","G7","Senior Officer - Corporate & Executive Office","7980","QAR","2023-01-01"
"BLD-100786","G6","Team Lead - Production","6440","QAR","2023-01-01"
"BLD-100786","G6","Team Lead - Production","6720","QAR","2024-01-01"
"BLD-100786","G6","Team Lead - Production","6910","QAR","2025-01-01"
"BLD-100787","G3","Technician - Sales & Distribution","3900","QAR","2023-01-01"
"BLD-100788","G2","Coordinator - Production","3420","QAR","2023-01-01"
"BLD-100788","G2","Coordinator - Production","3450","QAR","2024-01-01"
"BLD-100788","G2","Coordinator - Production","3800","QAR","2025-01-01"
"BLD-100789","G10","Manager - People & Culture","14250","EGP","2023-01-01"
"BLD-100789","G10","Manager - People & Culture","14090","EGP","2024-01-01"
"BLD-100789","G10","Manager - People & Culture","15990","EGP","2025-01-01"
"BLD-100790","G10","Assistant Manager - Engineering & Maintenance","16250","QAR","2023-01-01"
"BLD-100791","G2","Coordinator - Marketing","3440","QAR","2023-01-01"
"BLD-100792","G3","Technician - Quality Assurance & Food Safety","3830","QAR","2023-01-01"
"BLD-100792","G3","Technician - Quality Assurance & Food Safety","4130","QAR","2024-01-01"
"BLD-100793","G3","Assistant - Sales & Distribution","3810","EGP","2023-01-01"
"BLD-100793","G3","Assistant - Sales & Distribution","3710","EGP","2024-01-01"
"BLD-100793","G3","Assistant - Sales & Distribution","4270","EGP","2025-01-01"
"BLD-100794","G4","Technician - Supply Chain & Logistics","4890","QAR","2023-01-01"
"BLD-100794","G4","Technician - Supply Chain & Logistics","5000","QAR","2024-01-01"
"BLD-100794","G4","Technician - Supply Chain & Logistics","4610","QAR","2025-01-01"
"BLD-100795","G6","Specialist - Finance","5490","EGP","2023-01-01"
"BLD-100795","G6","Specialist - Finance","6730","EGP","2024-01-01"
"BLD-100795","G6","Specialist - Finance","6890","EGP","2025-01-01"
"BLD-100796","G4","Assistant - Procurement","4180","QAR","2023-01-01"
"BLD-100797","G7","Team Lead - Quality Assurance & Food Safety","7750","QAR","2023-01-01"
"BLD-100797","G7","Team Lead - Quality Assurance & Food Safety","7400","QAR","2024-01-01"
"BLD-100797","G7","Team Lead - Quality Assurance & Food Safety","8000","QAR","2025-01-01"
"BLD-100798","G2","Assistant - Supply Chain & Logistics","3550","EGP","2023-01-01"
"BLD-100798","G2","Assistant - Supply Chain & Logistics","3800","EGP","2024-01-01"
"BLD-100799","G10","Assistant Manager - Finance","14980","QAR","2023-01-01"
"BLD-100799","G10","Assistant Manager - Finance","16020","QAR","2024-01-01"
"BLD-100799","G10","Assistant Manager - Finance","17060","QAR","2025-01-01"
"BLD-100800","G12","Senior Manager - Marketing","22030","QAR","2023-01-01"
"BLD-100800","G12","Senior Manager - Marketing","25450","QAR","2024-01-01"
"BLD-100800","G12","Senior Manager - Marketing","27530","QAR","2025-01-01"
"BLD-100801","G1","Operator - Finance","2870","EGP","2023-01-01"
"BLD-100802","G6","Team Lead - IT & Digital","6370","QAR","2023-01-01"
"BLD-100802","G6","Team Lead - IT & Digital","6510","QAR","2024-01-01"
"BLD-100802","G6","Team Lead - IT & Digital","6270","QAR","2025-01-01"
"BLD-100803","G1","Associate - Sales & Distribution","2770","QAR","2023-01-01"
"BLD-100803","G1","Associate - Sales & Distribution","2900","QAR","2024-01-01"
