"Period","GLCode","GLName","FSCategory","CostCenter","Amount"
"2026-12-01","60000130","Medical Insurance","Employee Cost","DAF-101","8335.8"
"2026-01-01","60000130","Medical Insurance","Employee Cost","EVP-101","16.88"
"2026-02-01","60000130","Medical Insurance","Employee Cost","EVP-101","17.25"
"2026-03-01","60000130","Medical Insurance","Employee Cost","EVP-101","17.37"
"2026-04-01","60000130","Medical Insurance","Employee Cost","EVP-101","18.26"
"2026-05-01","60000130","Medical Insurance","Employee Cost","EVP-101","17.08"
"2026-06-01","60000130","Medical Insurance","Employee Cost","EVP-101","17.55"
"2026-07-01","60000130","Medical Insurance","Employee Cost","EVP-101","17.23"
"2026-08-01","60000130","Medical Insurance","Employee Cost","EVP-101","16.15"
"2026-09-01","60000130","Medical Insurance","Employee Cost","EVP-101","17.23"
"2026-10-01","60000130","Medical Insurance","Employee Cost","EVP-101","15.61"
"2026-11-01","60000130","Medical Insurance","Employee Cost","EVP-101","16.79"
"2026-12-01","60000130","Medical Insurance","Employee Cost","EVP-101","16.37"
"2026-01-01","60000130","Medical Insurance","Employee Cost","GENF-100","572.56"
"2026-02-01","60000130","Medical Insurance","Employee Cost","GENF-100","625.98"
"2026-03-01","60000130","Medical Insurance","Employee Cost","GENF-100","593.54"
"2026-04-01","60000130","Medical Insurance","Employee Cost","GENF-100","629.24"
"2026-05-01","60000130","Medical Insurance","Employee Cost","GENF-100","604.66"
"2026-06-01","60000130","Medical Insurance","Employee Cost","GENF-100","596.55"
"2026-07-01","60000130","Medical Insurance","Employee Cost","GENF-100","626.35"
"2026-08-01","60000130","Medical Insurance","Employee Cost","GENF-100","567.16"
"2026-09-01","60000130","Medical Insurance","Employee Cost","GENF-100","589.76"
"2026-10-01","60000130","Medical Insurance","Employee Cost","GENF-100","617.63"
"2026-11-01","60000130","Medical Insurance","Employee Cost","GENF-100","554.19"
"2026-12-01","60000130","Medical Insurance","Employee Cost","GENF-100","559.64"
"2026-01-01","60000130","Medical Insurance","Employee Cost","GENF-101","7446.11"
"2026-02-01","60000130","Medical Insurance","Employee Cost","GENF-101","7640.71"
"2026-03-01","60000130","Medical Insurance","Employee Cost","GENF-101","7903.28"
"2026-04-01","60000130","Medical Insurance","Employee Cost","GENF-101","7939.29"
"2026-05-01","60000130","Medical Insurance","Employee Cost","GENF-101","7852.29"
"2026-06-01","60000130","Medical Insurance","Employee Cost","GENF-101","7448.41"
"2026-07-01","60000130","Medical Insurance","Employee Cost","GENF-101","7424.65"
"2026-08-01","60000130","Medical Insurance","Employee Cost","GENF-101","7413.16"
"2026-09-01","60000130","Medical Insurance","Employee Cost","GENF-101","7601.69"
"2026-10-01","60000130","Medical Insurance","Employee Cost","GENF-101","7553.97"
"2026-11-01","60000130","Medical Insurance","Employee Cost","GENF-101","7152.82"
"2026-12-01","60000130","Medical Insurance","Employee Cost","GENF-101","7030.31"
"2026-01-01","60000130","Medical Insurance","Employee Cost","GENF-120","1447.4"
"2026-02-01","60000130","Medical Insurance","Employee Cost","GENF-120","1650.05"
"2026-03-01","60000130","Medical Insurance","Employee Cost","GENF-120","1488.69"
"2026-04-01","60000130","Medical Insurance","Employee Cost","GENF-120","1607.01"
"2026-05-01","60000130","Medical Insurance","Employee Cost","GENF-120","1597.15"
"2026-06-01","60000130","Medical Insurance","Employee Cost","GENF-120","1478.75"
"2026-07-01","60000130","Medical Insurance","Employee Cost","GENF-120","1567.51"
"2026-08-01","60000130","Medical Insurance","Employee Cost","GENF-120","1545.2"
"2026-09-01","60000130","Medical Insurance","Employee Cost","GENF-120","1560.18"
"2026-10-01","60000130","Medical Insurance","Employee Cost","GENF-120","1596.07"
"2026-11-01","60000130","Medical Insurance","Employee Cost","GENF-120","1508.78"
"2026-12-01","60000130","Medical Insurance","Employee Cost","GENF-120","1592.88"
"2026-01-01","60000130","Medical Insurance","Employee Cost","GENF-130","249.7"
"2026-02-01","60000130","Medical Insurance","Employee Cost","GENF-130","274.14"
"2026-03-01","60000130","Medical Insurance","Employee Cost","GENF-130","274.04"
"2026-04-01","60000130","Medical Insurance","Employee Cost","GENF-130","252.51"
"2026-05-01","60000130","Medical Insurance","Employee Cost","GENF-130","253.51"
"2026-06-01","60000130","Medical Insurance","Employee Cost","GENF-130","268.91"
"2026-07-01","60000130","Medical Insurance","Employee Cost","GENF-130","271.56"
"2026-08-01","60000130","Medical Insurance","Employee Cost","GENF-130","260"
"2026-09-01","60000130","Medical Insurance","Employee Cost","GENF-130","250.27"
"2026-10-01","60000130","Medical Insurance","Employee Cost","GENF-130","239.88"
"2026-11-01","60000130","Medical Insurance","Employee Cost","GENF-130","250.91"
"2026-12-01","60000130","Medical Insurance","Employee Cost","GENF-130","242.21"
"2026-01-01","60000130","Medical Insurance","Employee Cost","GENF-140","5529.98"
"2026-02-01","60000130","Medical Insurance","Employee Cost","GENF-140","5703.85"
"2026-03-01","60000130","Medical Insurance","Employee Cost","GENF-140","5916.2"
"2026-04-01","60000130","Medical Insurance","Employee Cost","GENF-140","5356.95"
"2026-05-01","60000130","Medical Insurance","Employee Cost","GENF-140","5368.65"
"2026-06-01","60000130","Medical Insurance","Employee Cost","GENF-140","5582.96"
"2026-07-01","60000130","Medical Insurance","Employee Cost","GENF-140","5902.5"
"2026-08-01","60000130","Medical Insurance","Employee Cost","GENF-140","6474.86"
"2026-09-01","60000130","Medical Insurance","Employee Cost","GENF-140","6462.35"
"2026-10-01","60000130","Medical Insurance","Employee Cost","GENF-140","6076.66"
"2026-11-01","60000130","Medical Insurance","Employee Cost","GENF-140","6115.69"
"2026-12-01","60000130","Medical Insurance","Employee Cost","GENF-140","6448"
"2026-01-01","60000130","Medical Insurance","Employee Cost","GENF-150","95.41"
"2026-02-01","60000130","Medical Insurance","Employee Cost","GENF-150","102.49"
"2026-03-01","60000130","Medical Insurance","Employee Cost","GENF-150","99.53"
"2026-04-01","60000130","Medical Insurance","Employee Cost","GENF-150","103.78"
"2026-05-01","60000130","Medical Insurance","Employee Cost","GENF-150","94.38"
"2026-06-01","60000130","Medical Insurance","Employee Cost","GENF-150","98.86"
"2026-07-01","60000130","Medical Insurance","Employee Cost","GENF-150","98.36"
"2026-08-01","60000130","Medical Insurance","Employee Cost","GENF-150","98.28"
"2026-09-01","60000130","Medical Insurance","Employee Cost","GENF-150","103.03"
"2026-10-01","60000130","Medical Insurance","Employee Cost","GENF-150","98.29"
"2026-11-01","60000130","Medical Insurance","Employee Cost","GENF-150","94.9"
"2026-12-01","60000130","Medical Insurance","Employee Cost","GENF-150","92.74"
"2026-01-01","60000130","Medical Insurance","Employee Cost","GENF-170","2212.82"
"2026-02-01","60000130","Medical Insurance","Employee Cost","GENF-170","2430.65"
"2026-03-01","60000130","Medical Insurance","Employee Cost","GENF-170","2357.38"
"2026-04-01","60000130","Medical Insurance","Employee Cost","GENF-170","2318.96"
"2026-05-01","60000130","Medical Insurance","Employee Cost","GENF-170","2178.68"
"2026-06-01","60000130","Medical Insurance","Employee Cost","GENF-170","2198.84"
"2026-07-01","60000130","Medical Insurance","Employee Cost","GENF-170","2276.53"
"2026-08-01","60000130","Medical Insurance","Employee Cost","GENF-170","2290.51"
"2026-09-01","60000130","Medical Insurance","Employee Cost","GENF-170","2426.86"
"2026-10-01","60000130","Medical Insurance","Employee Cost","GENF-170","2157.41"
"2026-11-01","60000130","Medical Insurance","Employee Cost","GENF-170","2116.08"
"2026-12-01","60000130","Medical Insurance","Employee Cost","GENF-170","2301.49"
"2026-01-01","60000130","Medical Insurance","Employee Cost","PLF-101","2904.25"
"2026-02-01","60000130","Medical Insurance","Employee Cost","PLF-101","2930.34"
"2026-03-01","60000130","Medical Insurance","Employee Cost","PLF-101","2893.54"
"2026-04-01","60000130","Medical Insurance","Employee Cost","PLF-101","2888.36"
"2026-05-01","60000130","Medical Insurance","Employee Cost","PLF-101","2857.97"
"2026-06-01","60000130","Medical Insurance","Employee Cost","PLF-101","2719.96"
"2026-07-01","60000130","Medical Insurance","Employee Cost","PLF-101","2766.51"
"2026-08-01","60000130","Medical Insurance","Employee Cost","PLF-101","2838.41"
"2026-09-01","60000130","Medical Insurance","Employee Cost","PLF-101","2608.67"
"2026-10-01","60000130","Medical Insurance","Employee Cost","PLF-101","2824.22"
"2026-11-01","60000130","Medical Insurance","Employee Cost","PLF-101","2773.47"
"2026-12-01","60000130","Medical Insurance","Employee Cost","PLF-101","2841.68"
"2026-01-01","60000130","Medical Insurance","Employee Cost","TRA-501","42.05"
"2026-02-01","60000130","Medical Insurance","Employee Cost","TRA-501","45.38"
"2026-03-01","60000130","Medical Insurance","Employee Cost","TRA-501","41.91"
"2026-04-01","60000130","Medical Insurance","Employee Cost","TRA-501","45.22"
"2026-05-01","60000130","Medical Insurance","Employee Cost","TRA-501","42.82"
"2026-06-01","60000130","Medical Insurance","Employee Cost","TRA-501","43.57"
"2026-07-01","60000130","Medical Insurance","Employee Cost","TRA-501","42.79"
"2026-08-01","60000130","Medical Insurance","Employee Cost","TRA-501","39.93"
"2026-09-01","60000130","Medical Insurance","Employee Cost","TRA-501","39.76"
"2026-10-01","60000130","Medical Insurance","Employee Cost","TRA-501","42.43"
"2026-11-01","60000130","Medical Insurance","Employee Cost","TRA-501","42.25"
"2026-12-01","60000130","Medical Insurance","Employee Cost","TRA-501","41.87"
"2026-01-01","60000140","Other Allowances","Employee Cost","COF-100","1356.08"
"2026-02-01","60000140","Other Allowances","Employee Cost","COF-100","1290.12"
"2026-03-01","60000140","Other Allowances","Employee Cost","COF-100","1348.03"
"2026-04-01","60000140","Other Allowances","Employee Cost","COF-100","1349.13"
"2026-05-01","60000140","Other Allowances","Employee Cost","COF-100","1291.44"
"2026-06-01","60000140","Other Allowances","Employee Cost","COF-100","1264.69"
"2026-07-01","60000140","Other Allowances","Employee Cost","COF-100","1384.66"
"2026-08-01","60000140","Other Allowances","Employee Cost","COF-100","1301.14"
"2026-09-01","60000140","Other Allowances","Employee Cost","COF-100","1366.3"
"2026-10-01","60000140","Other Allowances","Employee Cost","COF-100","1215.64"
"2026-11-01","60000140","Other Allowances","Employee Cost","COF-100","1253.6"
"2026-12-01","60000140","Other Allowances","Employee Cost","COF-100","1254.88"
"2026-01-01","60000140","Other Allowances","Employee Cost","COF-101","31186.53"
"2026-02-01","60000140","Other Allowances","Employee Cost","COF-101","29343.09"
"2026-03-01","60000140","Other Allowances","Employee Cost","COF-101","31792.6"
"2026-04-01","60000140","Other Allowances","Employee Cost","COF-101","25086.48"
"2026-05-01","60000140","Other Allowances","Employee Cost","COF-101","25104.4"
"2026-06-01","60000140","Other Allowances","Employee Cost","COF-101","25150.98"
"2026-07-01","60000140","Other Allowances","Employee Cost","COF-101","24109.05"
"2026-08-01","60000140","Other Allowances","Employee Cost","COF-101","23807.51"
"2026-09-01","60000140","Other Allowances","Employee Cost","COF-101","25423.11"
"2026-10-01","60000140","Other Allowances","Employee Cost","COF-101","22702.29"
"2026-11-01","60000140","Other Allowances","Employee Cost","COF-101","24549.54"
"2026-12-01","60000140","Other Allowances","Employee Cost","COF-101","23094.2"
"2026-01-01","60000140","Other Allowances","Employee Cost","COF-102","8304.75"
"2026-02-01","60000140","Other Allowances","Employee Cost","COF-102","8032.55"
"2026-03-01","60000140","Other Allowances","Employee Cost","COF-102","7946.21"
"2026-04-01","60000140","Other Allowances","Employee Cost","COF-102","5490.78"
"2026-05-01","60000140","Other Allowances","Employee Cost","COF-102","5327.68"
"2026-06-01","60000140","Other Allowances","Employee Cost","COF-102","5491.45"
"2026-07-01","60000140","Other Allowances","Employee Cost","COF-102","5453.32"
"2026-08-01","60000140","Other Allowances","Employee Cost","COF-102","5281.69"
"2026-09-01","60000140","Other Allowances","Employee Cost","COF-102","5715.24"
"2026-10-01","60000140","Other Allowances","Employee Cost","COF-102","5473.11"
"2026-11-01","60000140","Other Allowances","Employee Cost","COF-102","5354.47"
"2026-12-01","60000140","Other Allowances","Employee Cost","COF-102","5485.14"
"2026-01-01","60000140","Other Allowances","Employee Cost","COF-104","19467.59"
"2026-02-01","60000140","Other Allowances","Employee Cost","COF-104","19776.72"
"2026-03-01","60000140","Other Allowances","Employee Cost","COF-104","18696.93"
"2026-04-01","60000140","Other Allowances","Employee Cost","COF-104","16929.05"
"2026-05-01","60000140","Other Allowances","Employee Cost","COF-104","18216.99"
"2026-06-01","60000140","Other Allowances","Employee Cost","COF-104","17121.9"
"2026-07-01","60000140","Other Allowances","Employee Cost","COF-104","16978.23"
"2026-08-01","60000140","Other Allowances","Employee Cost","COF-104","14453"
"2026-09-01","60000140","Other Allowances","Employee Cost","COF-104","15849.32"
"2026-10-01","60000140","Other Allowances","Employee Cost","COF-104","14824.11"
"2026-11-01","60000140","Other Allowances","Employee Cost","COF-104","14230.03"
"2026-12-01","60000140","Other Allowances","Employee Cost","COF-104","14798.99"
"2026-01-01","60000140","Other Allowances","Employee Cost","COF-105","1848.22"
"2026-02-01","60000140","Other Allowances","Employee Cost","COF-105","1866.88"
"2026-03-01","60000140","Other Allowances","Employee Cost","COF-105","1990.12"
"2026-04-01","60000140","Other Allowances","Employee Cost","COF-105","1808.89"
"2026-05-01","60000140","Other Allowances","Employee Cost","COF-105","1882.68"
"2026-06-01","60000140","Other Allowances","Employee Cost","COF-105","1787.35"
"2026-07-01","60000140","Other Allowances","Employee Cost","COF-105","1803.3"
"2026-08-01","60000140","Other Allowances","Employee Cost","COF-105","1756.73"
"2026-09-01","60000140","Other Allowances","Employee Cost","COF-105","1856.1"
"2026-10-01","60000140","Other Allowances","Employee Cost","COF-105","1773.15"
"2026-11-01","60000140","Other Allowances","Employee Cost","COF-105","1863.21"
"2026-12-01","60000140","Other Allowances","Employee Cost","COF-105","1713.81"
"2026-01-01","60000140","Other Allowances","Employee Cost","COF-107","4801.46"
"2026-02-01","60000140","Other Allowances","Employee Cost","COF-107","4862.26"
"2026-03-01","60000140","Other Allowances","Employee Cost","COF-107","4882.23"
"2026-04-01","60000140","Other Allowances","Employee Cost","COF-107","3702.95"
"2026-05-01","60000140","Other Allowances","Employee Cost","COF-107","3947.37"
"2026-06-01","60000140","Other Allowances","Employee Cost","COF-107","3806.4"
"2026-07-01","60000140","Other Allowances","Employee Cost","COF-107","3599.63"
"2026-08-01","60000140","Other Allowances","Employee Cost","COF-107","3654.97"
"2026-09-01","60000140","Other Allowances","Employee Cost","COF-107","3557"
"2026-10-01","60000140","Other Allowances","Employee Cost","COF-107","3573.28"
"2026-11-01","60000140","Other Allowances","Employee Cost","COF-107","3510.95"
"2026-12-01","60000140","Other Allowances","Employee Cost","COF-107","3493.82"
"2026-01-01","60000140","Other Allowances","Employee Cost","COM-101","1767.64"
"2026-02-01","60000140","Other Allowances","Employee Cost","COM-101","1815.34"
"2026-03-01","60000140","Other Allowances","Employee Cost","COM-101","1676.63"
"2026-04-01","60000140","Other Allowances","Employee Cost","COM-101","1649.2"
"2026-05-01","60000140","Other Allowances","Employee Cost","COM-101","1581.22"
"2026-06-01","60000140","Other Allowances","Employee Cost","COM-101","1768.31"
"2026-07-01","60000140","Other Allowances","Employee Cost","COM-101","1578.88"
"2026-08-01","60000140","Other Allowances","Employee Cost","COM-101","1691.67"
"2026-09-01","60000140","Other Allowances","Employee Cost","COM-101","1716.6"
"2026-10-01","60000140","Other Allowances","Employee Cost","COM-101","1545.87"
"2026-11-01","60000140","Other Allowances","Employee Cost","COM-101","1614.06"
"2026-12-01","60000140","Other Allowances","Employee Cost","COM-101","1683.87"
"2026-01-01","60000140","Other Allowances","Employee Cost","COM-104","485.76"
"2026-02-01","60000140","Other Allowances","Employee Cost","COM-104","503.55"
"2026-03-01","60000140","Other Allowances","Employee Cost","COM-104","499.88"
"2026-04-01","60000140","Other Allowances","Employee Cost","COM-104","481.73"
"2026-05-01","60000140","Other Allowances","Employee Cost","COM-104","476.41"
"2026-06-01","60000140","Other Allowances","Employee Cost","COM-104","519.88"
"2026-07-01","60000140","Other Allowances","Employee Cost","COM-104","523"
"2026-08-01","60000140","Other Allowances","Employee Cost","COM-104","466.91"
"2026-09-01","60000140","Other Allowances","Employee Cost","COM-104","480.52"
"2026-10-01","60000140","Other Allowances","Employee Cost","COM-104","499.38"
"2026-11-01","60000140","Other Allowances","Employee Cost","COM-104","467.23"
"2026-12-01","60000140","Other Allowances","Employee Cost","COM-104","455.8"
"2026-01-01","60000140","Other Allowances","Employee Cost","COM-105","4210.52"
"2026-02-01","60000140","Other Allowances","Employee Cost","COM-105","4292.5"
"2026-03-01","60000140","Other Allowances","Employee Cost","COM-105","4005.09"
"2026-04-01","60000140","Other Allowances","Employee Cost","COM-105","4163.17"
"2026-05-01","60000140","Other Allowances","Employee Cost","COM-105","3894.25"
"2026-06-01","60000140","Other Allowances","Employee Cost","COM-105","4157.86"
"2026-07-01","60000140","Other Allowances","Employee Cost","COM-105","4148.76"
"2026-08-01","60000140","Other Allowances","Employee Cost","COM-105","4020.05"
"2026-09-01","60000140","Other Allowances","Employee Cost","COM-105","4253.05"
"2026-10-01","60000140","Other Allowances","Employee Cost","COM-105","3995.62"
"2026-11-01","60000140","Other Allowances","Employee Cost","COM-105","4239.67"
"2026-12-01","60000140","Other Allowances","Employee Cost","COM-105","3805.62"
"2026-01-01","60000140","Other Allowances","Employee Cost","COM-106","2288.59"
"2026-02-01","60000140","Other Allowances","Employee Cost","COM-106","2237.61"
"2026-03-01","60000140","Other Allowances","Employee Cost","COM-106","2356.83"
"2026-04-01","60000140","Other Allowances","Employee Cost","COM-106","2407.23"
"2026-05-01","60000140","Other Allowances","Employee Cost","COM-106","2177.67"
"2026-06-01","60000140","Other Allowances","Employee Cost","COM-106","2397.66"
"2026-07-01","60000140","Other Allowances","Employee Cost","COM-106","2312.21"
"2026-08-01","60000140","Other Allowances","Employee Cost","COM-106","2432.86"
"2026-09-01","60000140","Other Allowances","Employee Cost","COM-106","2240.42"
"2026-10-01","60000140","Other Allowances","Employee Cost","COM-106","2170.32"
"2026-11-01","60000140","Other Allowances","Employee Cost","COM-106","2292.44"
"2026-12-01","60000140","Other Allowances","Employee Cost","COM-106","2388.82"
"2026-01-01","60000140","Other Allowances","Employee Cost","COM-107","3055.19"
"2026-02-01","60000140","Other Allowances","Employee Cost","COM-107","3201.65"
"2026-03-01","60000140","Other Allowances","Employee Cost","COM-107","3046.38"
"2026-04-01","60000140","Other Allowances","Employee Cost","COM-107","3017.85"
"2026-05-01","60000140","Other Allowances","Employee Cost","COM-107","3013.46"
"2026-06-01","60000140","Other Allowances","Employee Cost","COM-107","3239.42"
"2026-07-01","60000140","Other Allowances","Employee Cost","COM-107","3004.81"
"2026-08-01","60000140","Other Allowances","Employee Cost","COM-107","2907.44"
"2026-09-01","60000140","Other Allowances","Employee Cost","COM-107","3159.05"
"2026-10-01","60000140","Other Allowances","Employee Cost","COM-107","2899.12"
"2026-11-01","60000140","Other Allowances","Employee Cost","COM-107","3163.97"
"2026-12-01","60000140","Other Allowances","Employee Cost","COM-107","2960.29"
"2026-01-01","60000140","Other Allowances","Employee Cost","COM-108","2757.89"
"2026-02-01","60000140","Other Allowances","Employee Cost","COM-108","3049.66"
"2026-03-01","60000140","Other Allowances","Employee Cost","COM-108","3084.86"
"2026-04-01","60000140","Other Allowances","Employee Cost","COM-108","3048.05"
"2026-05-01","60000140","Other Allowances","Employee Cost","COM-108","2834.51"
"2026-06-01","60000140","Other Allowances","Employee Cost","COM-108","2914.04"
"2026-07-01","60000140","Other Allowances","Employee Cost","COM-108","2932.9"
"2026-08-01","60000140","Other Allowances","Employee Cost","COM-108","2781.69"
"2026-09-01","60000140","Other Allowances","Employee Cost","COM-108","2786.33"
"2026-10-01","60000140","Other Allowances","Employee Cost","COM-108","2863.39"
"2026-11-01","60000140","Other Allowances","Employee Cost","COM-108","2728.72"
"2026-12-01","60000140","Other Allowances","Employee Cost","COM-108","2835.1"
"2026-01-01","60000140","Other Allowances","Employee Cost","COM-118","12537.68"
"2026-02-01","60000140","Other Allowances","Employee Cost","COM-118","12157.95"
"2026-03-01","60000140","Other Allowances","Employee Cost","COM-118","13245.42"
"2026-04-01","60000140","Other Allowances","Employee Cost","COM-118","13613.99"
"2026-05-01","60000140","Other Allowances","Employee Cost","COM-118","12847.01"
"2026-06-01","60000140","Other Allowances","Employee Cost","COM-118","14018.2"
"2026-07-01","60000140","Other Allowances","Employee Cost","COM-118","13551.82"
"2026-08-01","60000140","Other Allowances","Employee Cost","COM-118","13670.54"
"2026-09-01","60000140","Other Allowances","Employee Cost","COM-118","14049.29"
"2026-10-01","60000140","Other Allowances","Employee Cost","COM-118","13202.84"
"2026-11-01","60000140","Other Allowances","Employee Cost","COM-118","13307.54"
"2026-12-01","60000140","Other Allowances","Employee Cost","COM-118","13727.7"
"2026-01-01","60000140","Other Allowances","Employee Cost","COM-119","24549.16"
"2026-02-01","60000140","Other Allowances","Employee Cost","COM-119","26962.67"
"2026-03-01","60000140","Other Allowances","Employee Cost","COM-119","25676.26"
"2026-04-01","60000140","Other Allowances","Employee Cost","COM-119","23963.47"
"2026-05-01","60000140","Other Allowances","Employee Cost","COM-119","23383.95"
"2026-06-01","60000140","Other Allowances","Employee Cost","COM-119","24065.46"
"2026-07-01","60000140","Other Allowances","Employee Cost","COM-119","25504.21"
"2026-08-01","60000140","Other Allowances","Employee Cost","COM-119","25311.24"
"2026-09-01","60000140","Other Allowances","Employee Cost","COM-119","24102.1"
"2026-10-01","60000140","Other Allowances","Employee Cost","COM-119","24481.81"
"2026-11-01","60000140","Other Allowances","Employee Cost","COM-119","23162.72"
"2026-12-01","60000140","Other Allowances","Employee Cost","COM-119","22734.13"
"2026-01-01","60000140","Other Allowances","Employee Cost","COM-123","15493.49"
"2026-02-01","60000140","Other Allowances","Employee Cost","COM-123","15696.26"
"2026-03-01","60000140","Other Allowances","Employee Cost","COM-123","16539.04"
"2026-04-01","60000140","Other Allowances","Employee Cost","COM-123","7862.4"
"2026-05-01","60000140","Other Allowances","Employee Cost","COM-123","8026.2"
"2026-06-01","60000140","Other Allowances","Employee Cost","COM-123","7324.36"
"2026-07-01","60000140","Other Allowances","Employee Cost","COM-123","8023.15"
"2026-08-01","60000140","Other Allowances","Employee Cost","COM-123","7856.45"
"2026-09-01","60000140","Other Allowances","Employee Cost","COM-123","7848.07"
"2026-10-01","60000140","Other Allowances","Employee Cost","COM-123","7454.81"
"2026-11-01","60000140","Other Allowances","Employee Cost","COM-123","7561.66"
"2026-12-01","60000140","Other Allowances","Employee Cost","COM-123","7012.59"
"2026-01-01","60000140","Other Allowances","Employee Cost","COM-128","5834.97"
"2026-02-01","60000140","Other Allowances","Employee Cost","COM-128","5555.74"
"2026-03-01","60000140","Other Allowances","Employee Cost","COM-128","5447.81"
"2026-04-01","60000140","Other Allowances","Employee Cost","COM-128","5588.53"
"2026-05-01","60000140","Other Allowances","Employee Cost","COM-128","5534.91"
"2026-06-01","60000140","Other Allowances","Employee Cost","COM-128","5721.01"
"2026-07-01","60000140","Other Allowances","Employee Cost","COM-128","5373.13"
"2026-08-01","60000140","Other Allowances","Employee Cost","COM-128","5374.26"
"2026-09-01","60000140","Other Allowances","Employee Cost","COM-128","5987.99"
"2026-10-01","60000140","Other Allowances","Employee Cost","COM-128","5362.11"
"2026-11-01","60000140","Other Allowances","Employee Cost","COM-128","5577.14"
"2026-12-01","60000140","Other Allowances","Employee Cost","COM-128","5402.36"
"2026-01-01","60000140","Other Allowances","Employee Cost","COM-129","22025.62"
"2026-02-01","60000140","Other Allowances","Employee Cost","COM-129","24196.67"
"2026-03-01","60000140","Other Allowances","Employee Cost","COM-129","24745.99"
"2026-04-01","60000140","Other Allowances","Employee Cost","COM-129","23067.52"
"2026-05-01","60000140","Other Allowances","Employee Cost","COM-129","22767.92"
"2026-06-01","60000140","Other Allowances","Employee Cost","COM-129","23596.36"
"2026-07-01","60000140","Other Allowances","Employee Cost","COM-129","22570.84"
"2026-08-01","60000140","Other Allowances","Employee Cost","COM-129","22749.49"
"2026-09-01","60000140","Other Allowances","Employee Cost","COM-129","22867.82"
"2026-10-01","60000140","Other Allowances","Employee Cost","COM-129","22523.51"
"2026-11-01","60000140","Other Allowances","Employee Cost","COM-129","22722.53"
"2026-12-01","60000140","Other Allowances","Employee Cost","COM-129","21720.63"
"2026-01-01","60000140","Other Allowances","Employee Cost","COM-132","10510.75"
"2026-02-01","60000140","Other Allowances","Employee Cost","COM-132","11165.31"
"2026-03-01","60000140","Other Allowances","Employee Cost","COM-132","11573.83"
"2026-04-01","60000140","Other Allowances","Employee Cost","COM-132","10316.5"
"2026-05-01","60000140","Other Allowances","Employee Cost","COM-132","10408.54"
"2026-06-01","60000140","Other Allowances","Employee Cost","COM-132","10151.95"
"2026-07-01","60000140","Other Allowances","Employee Cost","COM-132","10551.21"
"2026-08-01","60000140","Other Allowances","Employee Cost","COM-132","10436.22"
"2026-09-01","60000140","Other Allowances","Employee Cost","COM-132","11080.37"
"2026-10-01","60000140","Other Allowances","Employee Cost","COM-132","9888.41"
"2026-11-01","60000140","Other Allowances","Employee Cost","COM-132","10965.68"
"2026-12-01","60000140","Other Allowances","Employee Cost","COM-132","9928.89"
"2026-01-01","60000140","Other Allowances","Employee Cost","COM-133","41681.09"
"2026-02-01","60000140","Other Allowances","Employee Cost","COM-133","44114.94"
"2026-03-01","60000140","Other Allowances","Employee Cost","COM-133","44144.53"
"2026-04-01","60000140","Other Allowances","Employee Cost","COM-133","40346.35"
"2026-05-01","60000140","Other Allowances","Employee Cost","COM-133","40519.62"
"2026-06-01","60000140","Other Allowances","Employee Cost","COM-133","39111.03"
"2026-07-01","60000140","Other Allowances","Employee Cost","COM-133","39041.02"
"2026-08-01","60000140","Other Allowances","Employee Cost","COM-133","42916.7"
"2026-09-01","60000140","Other Allowances","Employee Cost","COM-133","42908.46"
"2026-10-01","60000140","Other Allowances","Employee Cost","COM-133","41247.19"
"2026-11-01","60000140","Other Allowances","Employee Cost","COM-133","39231.8"
"2026-12-01","60000140","Other Allowances","Employee Cost","COM-133","41492.09"
"2026-01-01","60000140","Other Allowances","Employee Cost","COM-138","1035.95"
"2026-02-01","60000140","Other Allowances","Employee Cost","COM-138","1088.69"
"2026-03-01","60000140","Other Allowances","Employee Cost","COM-138","1021.58"
"2026-04-01","60000140","Other Allowances","Employee Cost","COM-138","2065.01"
"2026-05-01","60000140","Other Allowances","Employee Cost","COM-138","2096.55"
"2026-06-01","60000140","Other Allowances","Employee Cost","COM-138","1991.02"
"2026-07-01","60000140","Other Allowances","Employee Cost","COM-138","1918.78"
"2026-08-01","60000140","Other Allowances","Employee Cost","COM-138","2055.18"
"2026-09-01","60000140","Other Allowances","Employee Cost","COM-138","2135.09"
"2026-10-01","60000140","Other Allowances","Employee Cost","COM-138","2065.06"
"2026-11-01","60000140","Other Allowances","Employee Cost","COM-138","1913.81"
"2026-12-01","60000140","Other Allowances","Employee Cost","COM-138","1869.95"
"2026-01-01","60000140","Other Allowances","Employee Cost","COM-146","3482.01"
"2026-02-01","60000140","Other Allowances","Employee Cost","COM-146","3578.04"
"2026-03-01","60000140","Other Allowances","Employee Cost","COM-146","3539.26"
"2026-04-01","60000140","Other Allowances","Employee Cost","COM-146","3882.57"
"2026-05-01","60000140","Other Allowances","Employee Cost","COM-146","3486.76"
"2026-06-01","60000140","Other Allowances","Employee Cost","COM-146","3512.69"
"2026-07-01","60000140","Other Allowances","Employee Cost","COM-146","3829.41"
"2026-08-01","60000140","Other Allowances","Employee Cost","COM-146","3741.73"
"2026-09-01","60000140","Other Allowances","Employee Cost","COM-146","3661.73"
"2026-10-01","60000140","Other Allowances","Employee Cost","COM-146","3734.88"
"2026-11-01","60000140","Other Allowances","Employee Cost","COM-146","3391.26"
"2026-12-01","60000140","Other Allowances","Employee Cost","COM-146","3353.87"
