"Period","GLCode","GLName","FSCategory","CostCenter","Amount"
"2025-03-01","60000070","Staff Airfare Ticket","Employee Cost","COM-141","541.63"
"2025-03-01","60000070","Staff Airfare Ticket","Employee Cost","COM-146","849.24"
"2025-03-01","60000070","Staff Airfare Ticket","Employee Cost","COM-149","3922.78"
"2025-03-01","60000070","Staff Airfare Ticket","Employee Cost","COM-150","1716.17"
"2025-03-01","60000070","Staff Airfare Ticket","Employee Cost","COM-151","17459.79"
"2025-03-01","60000070","Staff Airfare Ticket","Employee Cost","COM-152","1295.67"
"2025-03-01","60000070","Staff Airfare Ticket","Employee Cost","COM-153","6412.83"
"2025-03-01","60000070","Staff Airfare Ticket","Employee Cost","COM-154","11427.7"
"2025-03-01","60000070","Staff Airfare Ticket","Employee Cost","COM-104","1435.98"
"2025-03-01","60000070","Staff Airfare Ticket","Employee Cost","GENF-150","405.11"
"2025-03-01","60000070","Staff Airfare Ticket","Employee Cost","COM-132","2731.61"
"2025-03-01","60000070","Staff Airfare Ticket","Employee Cost","EVP-101","319.69"
"2025-03-01","60000070","Staff Airfare Ticket","Employee Cost","COM-147","1089.71"
"2025-03-01","60000080","Medical Inspection & PP Photo","Employee Cost","COF-100","5.18"
"2025-03-01","60000080","Medical Inspection & PP Photo","Employee Cost","COF-101","272.83"
"2025-03-01","60000080","Medical Inspection & PP Photo","Employee Cost","COF-104","33.56"
"2025-03-01","60000080","Medical Inspection & PP Photo","Employee Cost","COF-105","2.28"
"2025-03-01","60000080","Medical Inspection & PP Photo","Employee Cost","COF-107","7.6"
"2025-03-01","60000080","Medical Inspection & PP Photo","Employee Cost","COF-109","1.74"
"2025-03-01","60000080","Medical Inspection & PP Photo","Employee Cost","DAF-101","565.41"
"2025-03-01","60000080","Medical Inspection & PP Photo","Employee Cost","PLF-101","79.16"
"2025-03-01","60000080","Medical Inspection & PP Photo","Employee Cost","COM-102","9.91"
"2025-03-01","60000080","Medical Inspection & PP Photo","Employee Cost","COM-118","3.48"
"2025-03-01","60000080","Medical Inspection & PP Photo","Employee Cost","COM-119","7.41"
"2025-03-01","60000080","Medical Inspection & PP Photo","Employee Cost","COM-138","9.24"
"2025-03-01","60000080","Medical Inspection & PP Photo","Employee Cost","GENF-100","2.31"
"2025-03-01","60000080","Medical Inspection & PP Photo","Employee Cost","GENF-101","13.61"
"2025-03-01","60000080","Medical Inspection & PP Photo","Employee Cost","GENF-120","54.52"
"2025-03-01","60000080","Medical Inspection & PP Photo","Employee Cost","GENF-130","44.83"
"2025-03-01","60000080","Medical Inspection & PP Photo","Employee Cost","GENF-140","114.55"
"2025-03-01","60000080","Medical Inspection & PP Photo","Employee Cost","GENF-170","219.67"
"2025-03-01","60000080","Medical Inspection & PP Photo","Employee Cost","COM-108","1.86"
"2025-03-01","60000080","Medical Inspection & PP Photo","Employee Cost","COM-123","1.21"
"2025-03-01","60000080","Medical Inspection & PP Photo","Employee Cost","COM-128","9.69"
"2025-03-01","60000080","Medical Inspection & PP Photo","Employee Cost","COM-129","213.9"
"2025-03-01","60000080","Medical Inspection & PP Photo","Employee Cost","COM-146","8.66"
"2025-03-01","60000080","Medical Inspection & PP Photo","Employee Cost","COM-149","17.39"
"2025-03-01","60000080","Medical Inspection & PP Photo","Employee Cost","COM-150","34.26"
"2025-03-01","60000080","Medical Inspection & PP Photo","Employee Cost","COM-151","217.73"
"2025-03-01","60000080","Medical Inspection & PP Photo","Employee Cost","COM-152","16.59"
"2025-03-01","60000080","Medical Inspection & PP Photo","Employee Cost","COM-153","168.54"
"2025-03-01","60000080","Medical Inspection & PP Photo","Employee Cost","COM-154","326.05"
"2025-03-01","60000080","Medical Inspection & PP Photo","Employee Cost","TRA-501","9.42"
"2025-03-01","60000080","Medical Inspection & PP Photo","Employee Cost","GENF-150","44.63"
"2025-03-01","60000080","Medical Inspection & PP Photo","Employee Cost","EVP-101","32.35"
"2025-03-01","60000100","Residence Renewals","Employee Cost","COF-100","535.59"
"2025-03-01","60000100","Residence Renewals","Employee Cost","COF-101","18961.14"
"2025-03-01","60000100","Residence Renewals","Employee Cost","COF-102","517.07"
"2025-03-01","60000100","Residence Renewals","Employee Cost","COF-104","6144.13"
"2025-03-01","60000100","Residence Renewals","Employee Cost","COF-105","4604.41"
"2025-03-01","60000100","Residence Renewals","Employee Cost","COF-107","6201.91"
"2025-03-01","60000100","Residence Renewals","Employee Cost","COF-109","1226.85"
"2025-03-01","60000100","Residence Renewals","Employee Cost","COP-101","798.39"
"2025-03-01","60000100","Residence Renewals","Employee Cost","DAF-101","38103.24"
"2025-03-01","60000100","Residence Renewals","Employee Cost","PLF-101","5095.39"
"2025-03-01","60000100","Residence Renewals","Employee Cost","COM-102","1602.75"
"2025-03-01","60000100","Residence Renewals","Employee Cost","COM-118","1658.99"
"2025-03-01","60000100","Residence Renewals","Employee Cost","COM-119","6020.98"
"2025-03-01","60000100","Residence Renewals","Employee Cost","COM-138","586.05"
"2025-03-01","60000100","Residence Renewals","Employee Cost","GENF-100","440.72"
"2025-03-01","60000100","Residence Renewals","Employee Cost","GENF-101","968.99"
"2025-03-01","60000100","Residence Renewals","Employee Cost","GENF-120","3406.32"
"2025-03-01","60000100","Residence Renewals","Employee Cost","GENF-130","2930.29"
"2025-03-01","60000100","Residence Renewals","Employee Cost","GENF-140","9850.08"
"2025-03-01","60000100","Residence Renewals","Employee Cost","GENF-170","12437.76"
"2025-03-01","60000100","Residence Renewals","Employee Cost","COM-101","1245.35"
"2025-03-01","60000100","Residence Renewals","Employee Cost","COM-105","1664.67"
"2025-03-01","60000100","Residence Renewals","Employee Cost","COM-106","976.02"
"2025-03-01","60000100","Residence Renewals","Employee Cost","COM-107","1217.93"
"2025-03-01","60000100","Residence Renewals","Employee Cost","COM-108","2206.41"
"2025-03-01","60000100","Residence Renewals","Employee Cost","COM-109","293.5"
"2025-03-01","60000100","Residence Renewals","Employee Cost","COM-131","132.53"
"2025-03-01","60000100","Residence Renewals","Employee Cost","COM-136","379.27"
"2025-03-01","60000100","Residence Renewals","Employee Cost","COM-155","85.03"
"2025-03-01","60000100","Residence Renewals","Employee Cost","COM-103","237.55"
"2025-03-01","60000100","Residence Renewals","Employee Cost","COM-123","1151.8"
"2025-03-01","60000100","Residence Renewals","Employee Cost","COM-128","557.41"
"2025-03-01","60000100","Residence Renewals","Employee Cost","COM-129","13645.01"
"2025-03-01","60000100","Residence Renewals","Employee Cost","COM-141","135.28"
"2025-03-01","60000100","Residence Renewals","Employee Cost","COM-146","478.62"
"2025-03-01","60000100","Residence Renewals","Employee Cost","COM-149","1308.18"
"2025-03-01","60000100","Residence Renewals","Employee Cost","COM-150","1970.71"
"2025-03-01","60000100","Residence Renewals","Employee Cost","COM-151","14610.14"
"2025-03-01","60000100","Residence Renewals","Employee Cost","COM-152","951.34"
"2025-03-01","60000100","Residence Renewals","Employee Cost","COM-153","10524.19"
"2025-03-01","60000100","Residence Renewals","Employee Cost","COM-154","20133.47"
"2025-03-01","60000100","Residence Renewals","Employee Cost","COM-104","568.11"
"2025-03-01","60000100","Residence Renewals","Employee Cost","TRA-501","548.28"
"2025-03-01","60000100","Residence Renewals","Employee Cost","GENF-150","2951.42"
"2025-03-01","60000100","Residence Renewals","Employee Cost","COM-132","251.6"
"2025-03-01","60000100","Residence Renewals","Employee Cost","EVP-101","2161.03"
"2025-03-01","60000100","Residence Renewals","Employee Cost","COM-147","365.79"
"2025-03-01","60000130","Medical Insurance","Employee Cost","COF-100","1864.78"
"2025-03-01","60000130","Medical Insurance","Employee Cost","COF-101","5935.85"
"2025-03-01","60000130","Medical Insurance","Employee Cost","COF-102","1074.85"
"2025-03-01","60000130","Medical Insurance","Employee Cost","COF-104","1878.01"
"2025-03-01","60000130","Medical Insurance","Employee Cost","COF-105","628.51"
"2025-03-01","60000130","Medical Insurance","Employee Cost","COF-107","1498.74"
"2025-03-01","60000130","Medical Insurance","Employee Cost","COF-109","166.1"
"2025-03-01","60000130","Medical Insurance","Employee Cost","COP-101","354.2"
"2025-03-01","60000130","Medical Insurance","Employee Cost","DAF-101","8147.93"
"2025-03-01","60000130","Medical Insurance","Employee Cost","PLF-101","1520.66"
"2025-03-01","60000130","Medical Insurance","Employee Cost","COM-102","4771.12"
"2025-03-01","60000130","Medical Insurance","Employee Cost","COM-118","1355.01"
"2025-03-01","60000130","Medical Insurance","Employee Cost","COM-119","1757.38"
"2025-03-01","60000130","Medical Insurance","Employee Cost","COM-138","1987.88"
"2025-03-01","60000130","Medical Insurance","Employee Cost","GENF-100","612.29"
"2025-03-01","60000130","Medical Insurance","Employee Cost","GENF-101","4540.79"
"2025-03-01","60000130","Medical Insurance","Employee Cost","GENF-120","1640.62"
"2025-03-01","60000130","Medical Insurance","Employee Cost","GENF-130","402.38"
"2025-03-01","60000130","Medical Insurance","Employee Cost","GENF-140","3129.29"
"2025-03-01","60000130","Medical Insurance","Employee Cost","GENF-170","2455.99"
"2025-03-01","60000130","Medical Insurance","Employee Cost","COM-101","2861.36"
"2025-03-01","60000130","Medical Insurance","Employee Cost","COM-105","3174.26"
"2025-03-01","60000130","Medical Insurance","Employee Cost","COM-106","1223.75"
"2025-03-01","60000130","Medical Insurance","Employee Cost","COM-107","5851.09"
"2025-03-01","60000130","Medical Insurance","Employee Cost","COM-108","7385.89"
"2025-03-01","60000130","Medical Insurance","Employee Cost","COM-109","1497.35"
"2025-03-01","60000130","Medical Insurance","Employee Cost","COM-131","971.8"
"2025-03-01","60000130","Medical Insurance","Employee Cost","COM-136","1433"
"2025-03-01","60000130","Medical Insurance","Employee Cost","COM-155","748.04"
"2025-03-01","60000130","Medical Insurance","Employee Cost","COM-103","998.41"
"2025-03-01","60000130","Medical Insurance","Employee Cost","COM-123","777.92"
"2025-03-01","60000130","Medical Insurance","Employee Cost","COM-128","646.13"
"2025-03-01","60000130","Medical Insurance","Employee Cost","COM-129","5034.15"
"2025-03-01","60000130","Medical Insurance","Employee Cost","COM-141","509.95"
"2025-03-01","60000130","Medical Insurance","Employee Cost","COM-146","112.26"
"2025-03-01","60000130","Medical Insurance","Employee Cost","COM-149","3172.58"
"2025-03-01","60000130","Medical Insurance","Employee Cost","COM-150","880.71"
"2025-03-01","60000130","Medical Insurance","Employee Cost","COM-151","2015.38"
"2025-03-01","60000130","Medical Insurance","Employee Cost","COM-152","141.63"
"2025-03-01","60000130","Medical Insurance","Employee Cost","COM-153","1427.39"
"2025-03-01","60000130","Medical Insurance","Employee Cost","COM-154","2480.43"
"2025-03-01","60000130","Medical Insurance","Employee Cost","COM-104","1652.46"
"2025-03-01","60000130","Medical Insurance","Employee Cost","TRA-501","88.29"
"2025-03-01","60000130","Medical Insurance","Employee Cost","GENF-150","389.79"
"2025-03-01","60000130","Medical Insurance","Employee Cost","COM-132","2152.63"
"2025-03-01","60000130","Medical Insurance","Employee Cost","EVP-101","494.43"
"2025-03-01","60000130","Medical Insurance","Employee Cost","COM-147","1044.67"
"2025-03-01","60000140","Other Allowances","Employee Cost","COF-100","8977.01"
"2025-03-01","60000140","Other Allowances","Employee Cost","COF-101","46903.14"
"2025-03-01","60000140","Other Allowances","Employee Cost","COF-102","9460.56"
"2025-03-01","60000140","Other Allowances","Employee Cost","COF-104","24536.62"
"2025-03-01","60000140","Other Allowances","Employee Cost","COF-105","3679.65"
"2025-03-01","60000140","Other Allowances","Employee Cost","COF-107","8154.18"
"2025-03-01","60000140","Other Allowances","Employee Cost","COP-101","2010.41"
"2025-03-01","60000140","Other Allowances","Employee Cost","DAF-101","44082.89"
"2025-03-01","60000140","Other Allowances","Employee Cost","PLF-101","10934.8"
"2025-03-01","60000140","Other Allowances","Employee Cost","COM-102","3417.4"
"2025-03-01","60000140","Other Allowances","Employee Cost","COM-118","15438.24"
"2025-03-01","60000140","Other Allowances","Employee Cost","COM-119","17010.86"
"2025-03-01","60000140","Other Allowances","Employee Cost","COM-138","6603.05"
"2025-03-01","60000140","Other Allowances","Employee Cost","GENF-100","2740.74"
"2025-03-01","60000140","Other Allowances","Employee Cost","GENF-120","36405.17"
"2025-03-01","60000140","Other Allowances","Employee Cost","GENF-130","2606.25"
"2025-03-01","60000140","Other Allowances","Employee Cost","GENF-140","23518.86"
"2025-03-01","60000140","Other Allowances","Employee Cost","GENF-170","3631.74"
"2025-03-01","60000140","Other Allowances","Employee Cost","COM-101","3165.57"
"2025-03-01","60000140","Other Allowances","Employee Cost","COM-105","8039.17"
"2025-03-01","60000140","Other Allowances","Employee Cost","COM-106","1155.88"
"2025-03-01","60000140","Other Allowances","Employee Cost","COM-107","4693.49"
"2025-03-01","60000140","Other Allowances","Employee Cost","COM-108","22780.31"
"2025-03-01","60000140","Other Allowances","Employee Cost","COM-103","14663.11"
"2025-03-01","60000140","Other Allowances","Employee Cost","COM-123","15162.33"
"2025-03-01","60000140","Other Allowances","Employee Cost","COM-128","7001.49"
"2025-03-01","60000140","Other Allowances","Employee Cost","COM-129","89541.74"
"2025-03-01","60000140","Other Allowances","Employee Cost","COM-146","3332"
"2025-03-01","60000140","Other Allowances","Employee Cost","COM-149","9603.15"
"2025-03-01","60000140","Other Allowances","Employee Cost","COM-150","12030.35"
"2025-03-01","60000140","Other Allowances","Employee Cost","COM-153","68423.68"
"2025-03-01","60000140","Other Allowances","Employee Cost","COM-154","110800.58"
"2025-03-01","60000140","Other Allowances","Employee Cost","COM-104","795.11"
"2025-03-01","60000140","Other Allowances","Employee Cost","GENF-150","2948.41"
"2025-03-01","60000140","Other Allowances","Employee Cost","COM-132","17481.12"
"2025-03-01","60000140","Other Allowances","Employee Cost","EVP-101","2421.01"
"2025-03-01","60000140","Other Allowances","Employee Cost","COM-147","1350.05"
"2025-03-01","60000160","Labor End of Service Expense","Employee Cost","COF-101","25529.79"
"2025-03-01","60000160","Labor End of Service Expense","Employee Cost","COF-102","243.25"
"2025-03-01","60000160","Labor End of Service Expense","Employee Cost","COF-104","6995.55"
"2025-03-01","60000160","Labor End of Service Expense","Employee Cost","COF-105","3617.95"
"2025-03-01","60000160","Labor End of Service Expense","Employee Cost","COF-107","10088.67"
"2025-03-01","60000160","Labor End of Service Expense","Employee Cost","COF-109","1133.93"
"2025-03-01","60000160","Labor End of Service Expense","Employee Cost","COP-101","728.73"
"2025-03-01","60000160","Labor End of Service Expense","Employee Cost","DAF-101","32461.89"
"2025-03-01","60000160","Labor End of Service Expense","Employee Cost","PLF-101","4365.51"
"2025-03-01","60000160","Labor End of Service Expense","Employee Cost","COM-118","248.15"
"2025-03-01","60000160","Labor End of Service Expense","Employee Cost","COM-119","5333.44"
"2025-03-01","60000160","Labor End of Service Expense","Employee Cost","GENF-120","1655.12"
"2025-03-01","60000160","Labor End of Service Expense","Employee Cost","GENF-130","2995.4"
"2025-03-01","60000160","Labor End of Service Expense","Employee Cost","GENF-140","8296.2"
"2025-03-01","60000160","Labor End of Service Expense","Employee Cost","GENF-170","10615.64"
"2025-03-01","60000160","Labor End of Service Expense","Employee Cost","COM-109","170.55"
"2025-03-01","60000160","Labor End of Service Expense","Employee Cost","COM-128","55.66"
"2025-03-01","60000160","Labor End of Service Expense","Employee Cost","COM-129","4165.22"
"2025-03-01","60000160","Labor End of Service Expense","Employee Cost","COM-150","630.06"
"2025-03-01","60000160","Labor End of Service Expense","Employee Cost","COM-153","3865.03"
"2025-03-01","60000160","Labor End of Service Expense","Employee Cost","COM-154","6232.53"
"2025-03-01","60000160","Labor End of Service Expense","Employee Cost","TRA-501","719.52"
"2025-03-01","60000160","Labor End of Service Expense","Employee Cost","GENF-150","1920.09"
"2025-03-01","60000160","Labor End of Service Expense","Employee Cost","EVP-101","1777.02"
"2025-03-01","60000170","Staff End of Service Expense","Employee Cost","COF-100","5813.67"
"2025-03-01","60000170","Staff End of Service Expense","Employee Cost","COF-101","15585.73"
"2025-03-01","60000170","Staff End of Service Expense","Employee Cost","COF-102","2446.42"
"2025-03-01","60000170","Staff End of Service Expense","Employee Cost","COF-104","3589.68"
"2025-03-01","60000170","Staff End of Service Expense","Employee Cost","COF-105","1044.5"
"2025-03-01","60000170","Staff End of Service Expense","Employee Cost","COF-107","1192.45"
"2025-03-01","60000170","Staff End of Service Expense","Employee Cost","COF-109","331.32"
"2025-03-01","60000170","Staff End of Service Expense","Employee Cost","COP-101","586.51"
"2025-03-01","60000170","Staff End of Service Expense","Employee Cost","DAF-101","10570.7"
"2025-03-01","60000170","Staff End of Service Expense","Employee Cost","PLF-101","2610.22"
"2025-03-01","60000170","Staff End of Service Expense","Employee Cost","COM-102","19074"
"2025-03-01","60000170","Staff End of Service Expense","Employee Cost","COM-118","4574.58"
"2025-03-01","60000170","Staff End of Service Expense","Employee Cost","COM-119","2900.77"
"2025-03-01","60000170","Staff End of Service Expense","Employee Cost","COM-138","5828.67"
"2025-03-01","60000170","Staff End of Service Expense","Employee Cost","GENF-100","2071.91"
"2025-03-01","60000170","Staff End of Service Expense","Employee Cost","GENF-101","7316.72"
"2025-03-01","60000170","Staff End of Service Expense","Employee Cost","GENF-120","4646.68"
"2025-03-01","60000170","Staff End of Service Expense","Employee Cost","GENF-130","578.29"
"2025-03-01","60000170","Staff End of Service Expense","Employee Cost","GENF-140","5039.14"
"2025-03-01","60000170","Staff End of Service Expense","Employee Cost","GENF-170","1823.72"
"2025-03-01","60000170","Staff End of Service Expense","Employee Cost","COM-101","6652.78"
"2025-03-01","60000170","Staff End of Service Expense","Employee Cost","COM-105","8216.13"
"2025-03-01","60000170","Staff End of Service Expense","Employee Cost","COM-106","3951.97"
"2025-03-01","60000170","Staff End of Service Expense","Employee Cost","COM-107","8082.41"
"2025-03-01","60000170","Staff End of Service Expense","Employee Cost","COM-108","17403"
"2025-03-01","60000170","Staff End of Service Expense","Employee Cost","COM-109","8550.44"
"2025-03-01","60000170","Staff End of Service Expense","Employee Cost","COM-131","1540.71"
"2025-03-01","60000170","Staff End of Service Expense","Employee Cost","COM-136","2947.78"
"2025-03-01","60000170","Staff End of Service Expense","Employee Cost","COM-155","3723.86"
"2025-03-01","60000170","Staff End of Service Expense","Employee Cost","COM-103","4603.19"
"2025-03-01","60000170","Staff End of Service Expense","Employee Cost","COM-123","4398.04"
"2025-03-01","60000170","Staff End of Service Expense","Employee Cost","COM-128","1615.93"
"2025-03-01","60000170","Staff End of Service Expense","Employee Cost","COM-129","13802.98"
"2025-03-01","60000170","Staff End of Service Expense","Employee Cost","COM-141","865.57"
"2025-03-01","60000170","Staff End of Service Expense","Employee Cost","COM-146","1297.46"
"2025-03-01","60000170","Staff End of Service Expense","Employee Cost","COM-149","6443.29"
"2025-03-01","60000170","Staff End of Service Expense","Employee Cost","COM-150","4204.83"
"2025-03-01","60000170","Staff End of Service Expense","Employee Cost","COM-151","15322.84"
"2025-03-01","60000170","Staff End of Service Expense","Employee Cost","COM-152","1020.69"
"2025-03-01","60000170","Staff End of Service Expense","Employee Cost","COM-153","6594.06"
"2025-03-01","60000170","Staff End of Service Expense","Employee Cost","COM-154","10859.08"
"2025-03-01","60000170","Staff End of Service Expense","Employee Cost","COM-104","3401.97"
"2025-03-01","60000170","Staff End of Service Expense","Employee Cost","GENF-150","646.8"
"2025-03-01","60000170","Staff End of Service Expense","Employee Cost","COM-132","4634.29"
"2025-03-01","60000170","Staff End of Service Expense","Employee Cost","EVP-101","622.91"
"2025-03-01","60000170","Staff End of Service Expense","Employee Cost","COM-147","2380.29"
"2025-03-01","60000180","Food Allowance","Employee Cost","COF-105","99"
"2025-03-01","60000180","Food Allowance","Employee Cost","TRA-501","44.65"
"2025-03-01","60000190","Labor Wages","Employee Cost","COF-101","246316.48"
"2025-03-01","60000190","Labor Wages","Employee Cost","COF-102","4193.13"
"2025-03-01","60000190","Labor Wages","Employee Cost","COF-104","68197.79"
"2025-03-01","60000190","Labor Wages","Employee Cost","COF-105","64996.46"
"2025-03-01","60000190","Labor Wages","Employee Cost","COF-107","99730.79"
"2025-03-01","60000190","Labor Wages","Employee Cost","COF-109","17619.66"
"2025-03-01","60000190","Labor Wages","Employee Cost","COP-101","8949.24"
"2025-03-01","60000190","Labor Wages","Employee Cost","DAF-101","513481.27"
"2025-03-01","60000190","Labor Wages","Employee Cost","PLF-101","71013.68"
"2025-03-01","60000190","Labor Wages","Employee Cost","COM-118","4396.12"
"2025-03-01","60000190","Labor Wages","Employee Cost","COM-119","84265.12"
"2025-03-01","60000190","Labor Wages","Employee Cost","GENF-120","26380"
"2025-03-01","60000190","Labor Wages","Employee Cost","GENF-130","49063"
"2025-03-01","60000190","Labor Wages","Employee Cost","GENF-140","133310.62"
"2025-03-01","60000190","Labor Wages","Employee Cost","GENF-170","192254.83"
"2025-03-01","60000190","Labor Wages","Employee Cost","COM-109","2630.49"
"2025-03-01","60000190","Labor Wages","Employee Cost","COM-128","930.92"
"2025-03-01","60000190","Labor Wages","Employee Cost","COM-129","74714.65"
"2025-03-01","60000190","Labor Wages","Employee Cost","COM-150","10115.48"
"2025-03-01","60000190","Labor Wages","Employee Cost","COM-153","59287.35"
"2025-03-01","60000190","Labor Wages","Employee Cost","COM-154","105890.67"
"2025-03-01","60000190","Labor Wages","Employee Cost","TRA-501","13405.11"
"2025-03-01","60000190","Labor Wages","Employee Cost","GENF-150","31354.74"
"2025-03-01","60000190","Labor Wages","Employee Cost","EVP-101","28869.72"
"2025-03-01","60000200","Labor Airticket","Employee Cost","COF-101","9851.37"
"2025-03-01","60000200","Labor Airticket","Employee Cost","COF-102","93.03"
"2025-03-01","60000200","Labor Airticket","Employee Cost","COF-104","3472.75"
"2025-03-01","60000200","Labor Airticket","Employee Cost","COF-105","3056.22"
"2025-03-01","60000200","Labor Airticket","Employee Cost","COF-107","4389.38"
"2025-03-01","60000200","Labor Airticket","Employee Cost","COF-109","750.16"
"2025-03-01","60000200","Labor Airticket","Employee Cost","COP-101","495.04"
"2025-03-01","60000200","Labor Airticket","Employee Cost","DAF-101","25000.51"
"2025-03-01","60000200","Labor Airticket","Employee Cost","PLF-101","3373.72"
"2025-03-01","60000200","Labor Airticket","Employee Cost","COM-118","275.75"
"2025-03-01","60000200","Labor Airticket","Employee Cost","COM-119","3523.35"
"2025-03-01","60000200","Labor Airticket","Employee Cost","GENF-120","1041.54"
"2025-03-01","60000200","Labor Airticket","Employee Cost","GENF-130","1910.06"
"2025-03-01","60000200","Labor Airticket","Employee Cost","GENF-140","5459.39"
"2025-03-01","60000200","Labor Airticket","Employee Cost","GENF-170","8312.04"
"2025-03-01","60000200","Labor Airticket","Employee Cost","COM-109","71.87"
"2025-03-01","60000200","Labor Airticket","Employee Cost","COM-128","54.81"
"2025-03-01","60000200","Labor Airticket","Employee Cost","COM-129","3522.23"
"2025-03-01","60000200","Labor Airticket","Employee Cost","COM-150","611.42"
"2025-03-01","60000200","Labor Airticket","Employee Cost","COM-153","2986.34"
"2025-03-01","60000200","Labor Airticket","Employee Cost","COM-154","5677.94"
"2025-03-01","60000200","Labor Airticket","Employee Cost","TRA-501","477.5"
"2025-03-01","60000200","Labor Airticket","Employee Cost","GENF-150","1611.19"
"2025-03-01","60000200","Labor Airticket","Employee Cost","EVP-101","1410.86"
"2025-03-01","60000210","Labor Other Allowance","Employee Cost","COF-101","100081.85"
"2025-03-01","60000210","Labor Other Allowance","Employee Cost","COF-102","2693.31"
"2025-03-01","60000210","Labor Other Allowance","Employee Cost","COF-104","21707.96"
"2025-03-01","60000210","Labor Other Allowance","Employee Cost","COF-105","11341.14"
"2025-03-01","60000210","Labor Other Allowance","Employee Cost","COF-107","19847.13"
"2025-03-01","60000210","Labor Other Allowance","Employee Cost","COF-109","7538.71"
"2025-03-01","60000210","Labor Other Allowance","Employee Cost","COP-101","2182.2"
"2025-03-01","60000210","Labor Other Allowance","Employee Cost","DAF-101","146415.96"
"2025-03-01","60000210","Labor Other Allowance","Employee Cost","PLF-101","22063.04"
"2025-03-01","60000210","Labor Other Allowance","Employee Cost","COM-118","957.55"
"2025-03-01","60000210","Labor Other Allowance","Employee Cost","COM-119","23383.26"
"2025-03-01","60000210","Labor Other Allowance","Employee Cost","GENF-120","9430.68"
"2025-03-01","60000210","Labor Other Allowance","Employee Cost","GENF-130","17015.84"
"2025-03-01","60000210","Labor Other Allowance","Employee Cost","GENF-140","82595.63"
"2025-03-01","60000210","Labor Other Allowance","Employee Cost","GENF-170","43242.84"
"2025-03-01","60000210","Labor Other Allowance","Employee Cost","COM-109","431.28"
"2025-03-01","60000210","Labor Other Allowance","Employee Cost","COM-128","618.54"
"2025-03-01","60000210","Labor Other Allowance","Employee Cost","COM-129","47496.59"
"2025-03-01","60000210","Labor Other Allowance","Employee Cost","COM-150","6995.86"
"2025-03-01","60000210","Labor Other Allowance","Employee Cost","COM-153","39864.49"
"2025-03-01","60000210","Labor Other Allowance","Employee Cost","COM-154","64541.04"
"2025-03-01","60000210","Labor Other Allowance","Employee Cost","TRA-501","3225.06"
"2025-03-01","60000210","Labor Other Allowance","Employee Cost","GENF-150","6865.9"
"2025-03-01","60000210","Labor Other Allowance","Employee Cost","EVP-101","8401.28"
"2025-03-01","60000240","Labor Leave Salary","Employee Cost","COF-101","4775.29"
"2025-03-01","60000240","Labor Leave Salary","Employee Cost","COF-102","56.01"
"2025-03-01","60000240","Labor Leave Salary","Employee Cost","COF-104","1347.97"
"2025-03-01","60000240","Labor Leave Salary","Employee Cost","COF-105","1102.65"
"2025-03-01","60000240","Labor Leave Salary","Employee Cost","COF-107","1751.21"
"2025-03-01","60000240","Labor Leave Salary","Employee Cost","COF-109","315.69"
"2025-03-01","60000240","Labor Leave Salary","Employee Cost","COP-101","189.78"
"2025-03-01","60000240","Labor Leave Salary","Employee Cost","DAF-101","9087.18"
"2025-03-01","60000240","Labor Leave Salary","Employee Cost","PLF-101","1287.96"
"2025-03-01","60000240","Labor Leave Salary","Employee Cost","COM-118","85.85"
"2025-03-01","60000240","Labor Leave Salary","Employee Cost","COM-119","1613.34"
"2025-03-01","60000240","Labor Leave Salary","Employee Cost","GENF-120","440.79"
"2025-03-01","60000240","Labor Leave Salary","Employee Cost","GENF-130","800.65"
"2025-03-01","60000240","Labor Leave Salary","Employee Cost","GENF-140","2542.88"
"2025-03-01","60000240","Labor Leave Salary","Employee Cost","GENF-170","3034.92"
"2025-03-01","60000240","Labor Leave Salary","Employee Cost","COM-109","50.46"
"2025-03-01","60000240","Labor Leave Salary","Employee Cost","COM-128","17.97"
"2025-03-01","60000240","Labor Leave Salary","Employee Cost","COM-129","1115.99"
"2025-03-01","60000240","Labor Leave Salary","Employee Cost","COM-150","160.48"
"2025-03-01","60000240","Labor Leave Salary","Employee Cost","COM-153","962.3"
"2025-03-01","60000240","Labor Leave Salary","Employee Cost","COM-154","1779.15"
"2025-03-01","60000240","Labor Leave Salary","Employee Cost","TRA-501","179.33"
"2025-03-01","60000240","Labor Leave Salary","Employee Cost","GENF-150","580.56"
"2025-03-01","60000240","Labor Leave Salary","Employee Cost","EVP-101","474.97"
"2025-03-01","60000280","External Manpower Charges","Employee Cost","GENF-130","14053.95"
"2025-03-01","60000300","Educational Allowances For Staff Children","Employee Cost","COM-138","13554.14"
"2025-03-01","60000300","Educational Allowances For Staff Children","Employee Cost","COM-108","16761.89"
"2025-03-01","60000340","Sales Commission to Staff","Employee Cost","COM-123","1620.33"
"2025-03-01","60000340","Sales Commission to Staff","Employee Cost","COM-128","7458.91"
"2025-03-01","60000340","Sales Commission to Staff","Employee Cost","COM-129","130965.47"
"2025-03-01","60000340","Sales Commission to Staff","Employee Cost","COM-141","2640.92"
"2025-03-01","60000340","Sales Commission to Staff","Employee Cost","COM-146","9934.67"
"2025-03-01","60000340","Sales Commission to Staff","Employee Cost","COM-149","23302.89"
"2025-03-01","60000340","Sales Commission to Staff","Employee Cost","COM-150","19293.07"
